experiment_id,transcript_id,model_name,technique_name,name_en,human_evaluator_score,human_evaluator_comments
"184","34","Gemma-SEA-LION v4 4B","zero-shot","anchovies","",""
"184","34","Gemma-SEA-LION v4 4B","zero-shot","preserved radish","",""
"184","34","Gemma-SEA-LION v4 4B","zero-shot","ginger flower","",""
"184","34","Gemma-SEA-LION v4 4B","zero-shot","chili paste with shrimp paste","",""
"185","35","Gemma-SEA-LION v4 4B","zero-shot","rice","",""
"185","35","Gemma-SEA-LION v4 4B","zero-shot","pandan leaves","",""
"185","35","Gemma-SEA-LION v4 4B","zero-shot","coconut milk","",""
"185","35","Gemma-SEA-LION v4 4B","zero-shot","egg","",""
"185","35","Gemma-SEA-LION v4 4B","zero-shot","anchovies","",""
"185","35","Gemma-SEA-LION v4 4B","zero-shot","preserved cucumber","",""
"185","35","Gemma-SEA-LION v4 4B","zero-shot","chili paste","",""
"186","36","Gemma-SEA-LION v4 4B","zero-shot","rice","",""
"186","36","Gemma-SEA-LION v4 4B","zero-shot","pandan leaves","",""
"186","36","Gemma-SEA-LION v4 4B","zero-shot","rice soaking water","",""
"186","36","Gemma-SEA-LION v4 4B","zero-shot","egg","",""
"186","36","Gemma-SEA-LION v4 4B","zero-shot","dried anchovies","",""
"186","36","Gemma-SEA-LION v4 4B","zero-shot","candlenuts","",""
"186","36","Gemma-SEA-LION v4 4B","zero-shot","chili sauce","",""
"186","36","Gemma-SEA-LION v4 4B","zero-shot","to taste","",""
"187","37","Gemma-SEA-LION v4 4B","zero-shot","rice","",""
"187","37","Gemma-SEA-LION v4 4B","zero-shot","pandan leaves","",""
"187","37","Gemma-SEA-LION v4 4B","zero-shot","turmeric","",""
"187","37","Gemma-SEA-LION v4 4B","zero-shot","lime juice","",""
"187","37","Gemma-SEA-LION v4 4B","zero-shot","dried anchovies","",""
"187","37","Gemma-SEA-LION v4 4B","zero-shot","egg","",""
"187","37","Gemma-SEA-LION v4 4B","zero-shot","chilli paste","",""
"188","38","Gemma-SEA-LION v4 4B","zero-shot","rice","",""
"188","38","Gemma-SEA-LION v4 4B","zero-shot","pandan leaves","",""
"188","38","Gemma-SEA-LION v4 4B","zero-shot","coconut milk","",""
"188","38","Gemma-SEA-LION v4 4B","zero-shot","egg","",""
"188","38","Gemma-SEA-LION v4 4B","zero-shot","dried anchovies","",""
"188","38","Gemma-SEA-LION v4 4B","zero-shot","almonds","",""
"188","38","Gemma-SEA-LION v4 4B","zero-shot","spicy shrimp paste sauce","",""
"188","38","Gemma-SEA-LION v4 4B","zero-shot","to taste","",""
"191","41","Gemma-SEA-LION v4 4B","zero-shot","rice","",""
"191","41","Gemma-SEA-LION v4 4B","zero-shot","pandan leaves","",""
"191","41","Gemma-SEA-LION v4 4B","zero-shot","turmeric","",""
"191","41","Gemma-SEA-LION v4 4B","zero-shot","pandan flowers","",""
"191","41","Gemma-SEA-LION v4 4B","zero-shot","salt","",""
"191","41","Gemma-SEA-LION v4 4B","zero-shot","anchovies","",""
"191","41","Gemma-SEA-LION v4 4B","zero-shot","egg","",""
"191","41","Gemma-SEA-LION v4 4B","zero-shot","red beans","",""
"194","44","Gemma-SEA-LION v4 4B","zero-shot","rice","",""
"194","44","Gemma-SEA-LION v4 4B","zero-shot","pandan leaves","",""
"194","44","Gemma-SEA-LION v4 4B","zero-shot","coconut milk","",""
"194","44","Gemma-SEA-LION v4 4B","zero-shot","egg","",""
"194","44","Gemma-SEA-LION v4 4B","zero-shot","anchovies","",""
"194","44","Gemma-SEA-LION v4 4B","zero-shot","ladies finger/okra","",""
"194","44","Gemma-SEA-LION v4 4B","zero-shot","prawn paste chili sauce","",""
"195","45","Gemma-SEA-LION v4 4B","zero-shot","rice","",""
"195","45","Gemma-SEA-LION v4 4B","zero-shot","pandan leaves","",""
"195","45","Gemma-SEA-LION v4 4B","zero-shot","turmeric","",""
"195","45","Gemma-SEA-LION v4 4B","zero-shot","anuts","",""
"195","45","Gemma-SEA-LION v4 4B","zero-shot","anchovies","",""
"195","45","Gemma-SEA-LION v4 4B","zero-shot","tomatoes","",""
"195","45","Gemma-SEA-LION v4 4B","zero-shot","chili paste","",""
"196","46","Gemma-SEA-LION v4 4B","zero-shot","rice","",""
"196","46","Gemma-SEA-LION v4 4B","zero-shot","pandan leaves","",""
"196","46","Gemma-SEA-LION v4 4B","zero-shot","rice water","",""
"196","46","Gemma-SEA-LION v4 4B","zero-shot","egg","",""
"196","46","Gemma-SEA-LION v4 4B","zero-shot","anchovies","",""
"196","46","Gemma-SEA-LION v4 4B","zero-shot","red beans","",""
"196","46","Gemma-SEA-LION v4 4B","zero-shot","chili paste","",""
"197","47","Gemma-SEA-LION v4 4B","zero-shot","rice","",""
"197","47","Gemma-SEA-LION v4 4B","zero-shot","pandan leaves","",""
"197","47","Gemma-SEA-LION v4 4B","zero-shot","candlenut paste","",""
"197","47","Gemma-SEA-LION v4 4B","zero-shot","galangal","",""
"197","47","Gemma-SEA-LION v4 4B","zero-shot","butterfly pea flower seeds","",""
"197","47","Gemma-SEA-LION v4 4B","zero-shot","dried anchovies","",""
"197","47","Gemma-SEA-LION v4 4B","zero-shot","egg","",""
"197","47","Gemma-SEA-LION v4 4B","zero-shot","chili paste","",""
"199","49","Gemma-SEA-LION v4 4B","zero-shot","rice","",""
"199","49","Gemma-SEA-LION v4 4B","zero-shot","pandan leaves","",""
"199","49","Gemma-SEA-LION v4 4B","zero-shot","rice soaking water","",""
"199","49","Gemma-SEA-LION v4 4B","zero-shot","egg","",""
"199","49","Gemma-SEA-LION v4 4B","zero-shot","anchovies","",""
"199","49","Gemma-SEA-LION v4 4B","zero-shot","ladies finger","",""
"199","49","Gemma-SEA-LION v4 4B","zero-shot","sugar palm","",""
"199","49","Gemma-SEA-LION v4 4B","zero-shot","turmeric","",""
"199","49","Gemma-SEA-LION v4 4B","zero-shot","lemongrass","",""
"199","49","Gemma-SEA-LION v4 4B","zero-shot","to taste","",""
"200","50","Gemma-SEA-LION v4 4B","zero-shot","rice","",""
"200","50","Gemma-SEA-LION v4 4B","zero-shot","pandan leaves","",""
"200","50","Gemma-SEA-LION v4 4B","zero-shot","tamarind juice","",""
"200","50","Gemma-SEA-LION v4 4B","zero-shot","egg","",""
"200","50","Gemma-SEA-LION v4 4B","zero-shot","dried anchovies","",""
"200","50","Gemma-SEA-LION v4 4B","zero-shot","red beans","",""
"200","50","Gemma-SEA-LION v4 4B","zero-shot","coconut milk","",""
"202","2","MedGemma 4B","zero-shot","Rice","",""
"202","2","MedGemma 4B","zero-shot","Coconut Milk","",""
"202","2","MedGemma 4B","zero-shot","Coconut Leaves","",""
"202","2","MedGemma 4B","zero-shot","Palm Sugar","",""
"202","2","MedGemma 4B","zero-shot","Salt","",""
"202","2","MedGemma 4B","zero-shot","Eggs","",""
"202","2","MedGemma 4B","zero-shot","Dried Anchovies","",""
"202","2","MedGemma 4B","zero-shot","Raisins","",""
"202","2","MedGemma 4B","zero-shot","Shrimp Paste","",""
"202","2","MedGemma 4B","zero-shot","Lemongrass","",""
"202","2","MedGemma 4B","zero-shot","Kantan Flower","",""
"203","3","MedGemma 4B","zero-shot","Rice","",""
"203","3","MedGemma 4B","zero-shot","Coconut Milk","",""
"203","3","MedGemma 4B","zero-shot","Egg","",""
"203","3","MedGemma 4B","zero-shot","Green Beans","",""
"203","3","MedGemma 4B","zero-shot","Shrimp","",""
"203","3","MedGemma 4B","zero-shot","Dried Sardines/Anchovies","",""
"203","3","MedGemma 4B","zero-shot","Banana Leaf","",""
"203","3","MedGemma 4B","zero-shot","Pepper","",""
"203","3","MedGemma 4B","zero-shot","Sugar","",""
"203","3","MedGemma 4B","zero-shot","Salt","",""
"203","3","MedGemma 4B","zero-shot","Coconut Water","",""
"204","4","MedGemma 4B","zero-shot","Rice","",""
"204","4","MedGemma 4B","zero-shot","Water","",""
"204","4","MedGemma 4B","zero-shot","Coconut Leaves","",""
"204","4","MedGemma 4B","zero-shot","Water","",""
"204","4","MedGemma 4B","zero-shot","Anchovies","",""
"204","4","MedGemma 4B","zero-shot","Salted Eggs","",""
"204","4","MedGemma 4B","zero-shot","Cilantro","",""
"204","4","MedGemma 4B","zero-shot","Lemongrass","",""
"204","4","MedGemma 4B","zero-shot","Red Sugar","",""
"204","4","MedGemma 4B","zero-shot","Salt","",""
"204","4","MedGemma 4B","zero-shot","Water","",""
"206","6","MedGemma 4B","zero-shot","Rice","",""
"206","6","MedGemma 4B","zero-shot","Coconut Milk (Celik Air)","",""
"206","6","MedGemma 4B","zero-shot","Palm Sugar (Gula Melaka)","",""
"206","6","MedGemma 4B","zero-shot","Cili Api (Bird's Eye Chili)","",""
"206","6","MedGemma 4B","zero-shot","Egg","",""
"206","6","MedGemma 4B","zero-shot","Raisins","",""
"206","6","MedGemma 4B","zero-shot","Anchovies (Kecil)","",""
"206","6","MedGemma 4B","zero-shot","Cooking Oil (Minyak)","",""
"206","6","MedGemma 4B","zero-shot","Salt (Garam)","",""
"206","6","MedGemma 4B","zero-shot","Black Pepper (Serbuk Lada Hitam)","",""
"214","14","MedGemma 4B","zero-shot","Rice","",""
"214","14","MedGemma 4B","zero-shot","Coconut Milk","",""
"214","14","MedGemma 4B","zero-shot","Cooking Oil","",""
"214","14","MedGemma 4B","zero-shot","Egg","",""
"214","14","MedGemma 4B","zero-shot","Green Beans","",""
"214","14","MedGemma 4B","zero-shot","Cilantro","",""
"214","14","MedGemma 4B","zero-shot","Anchovies","",""
"214","14","MedGemma 4B","zero-shot","Lemongrass","",""
"214","14","MedGemma 4B","zero-shot","Salt","",""
"214","14","MedGemma 4B","zero-shot","Sugar","",""
"214","14","MedGemma 4B","zero-shot","Water","",""
"220","20","MedGemma 4B","zero-shot","Rice","",""
"220","20","MedGemma 4B","zero-shot","Egg","",""
"220","20","MedGemma 4B","zero-shot","Chicken","",""
"220","20","MedGemma 4B","zero-shot","Onion","",""
"220","20","MedGemma 4B","zero-shot","Coriander","",""
"220","20","MedGemma 4B","zero-shot","Ginger","",""
"220","20","MedGemma 4B","zero-shot","Shallots","",""
"220","20","MedGemma 4B","zero-shot","Water","",""
"220","20","MedGemma 4B","zero-shot","Sugar","",""
"220","20","MedGemma 4B","zero-shot","Salt","",""
"222","22","MedGemma 4B","zero-shot","Rice","",""
"222","22","MedGemma 4B","zero-shot","Water","",""
"222","22","MedGemma 4B","zero-shot","Banana Leaf","",""
"222","22","MedGemma 4B","zero-shot","Coriander Seeds","",""
"222","22","MedGemma 4B","zero-shot","Lemongrass","",""
"222","22","MedGemma 4B","zero-shot","Palm Sugar","",""
"222","22","MedGemma 4B","zero-shot","Salt","",""
"222","22","MedGemma 4B","zero-shot","Water","",""
"222","22","MedGemma 4B","zero-shot","Egg","",""
"222","22","MedGemma 4B","zero-shot","Pickled Beancurd","",""
"222","22","MedGemma 4B","zero-shot","Shrimp","",""
"223","23","MedGemma 4B","zero-shot","White Rice","",""
"223","23","MedGemma 4B","zero-shot","Eggs","",""
"223","23","MedGemma 4B","zero-shot","Chicken","",""
"223","23","MedGemma 4B","zero-shot","Mixed Vegetables","",""
"223","23","MedGemma 4B","zero-shot","Red Onion","",""
"223","23","MedGemma 4B","zero-shot","Garlic","",""
"223","23","MedGemma 4B","zero-shot","Sweet Soy Sauce","",""
"223","23","MedGemma 4B","zero-shot","Sugar","",""
"223","23","MedGemma 4B","zero-shot","Black Pepper Powder","",""
"223","23","MedGemma 4B","zero-shot","Water","",""
"225","25","MedGemma 4B","zero-shot","dried anchovies","",""
"225","25","MedGemma 4B","zero-shot","water spinach leaves","",""
"225","25","MedGemma 4B","zero-shot","chili padi seeds","",""
"225","25","MedGemma 4B","zero-shot","red onion seeds","",""
"225","25","MedGemma 4B","zero-shot","black pepper seeds","",""
"225","25","MedGemma 4B","zero-shot","pomelo rind seeds","",""
"225","25","MedGemma 4B","zero-shot","salt seeds","",""
"225","25","MedGemma 4B","zero-shot","water","",""
"231","31","MedGemma 4B","zero-shot","Rice","",""
"231","31","MedGemma 4B","zero-shot","Egg","",""
"231","31","MedGemma 4B","zero-shot","Meat","",""
"231","31","MedGemma 4B","zero-shot","Chili","",""
"231","31","MedGemma 4B","zero-shot","Garlic","",""
"231","31","MedGemma 4B","zero-shot","Galangal","",""
"231","31","MedGemma 4B","zero-shot","Lemongrass","",""
"231","31","MedGemma 4B","zero-shot","Sweet Soy Sauce","",""
"231","31","MedGemma 4B","zero-shot","Water","",""
"231","31","MedGemma 4B","zero-shot","Fish Sauce","",""
"231","31","MedGemma 4B","zero-shot","Sugar","",""
"234","34","MedGemma 4B","zero-shot","Rice","",""
"234","34","MedGemma 4B","zero-shot","Coconut Milk","",""
"234","34","MedGemma 4B","zero-shot","Coconut Leaves","",""
"234","34","MedGemma 4B","zero-shot","Cassava Nuts","",""
"234","34","MedGemma 4B","zero-shot","Eggs","",""
"234","34","MedGemma 4B","zero-shot","Palm Sugar","",""
"234","34","MedGemma 4B","zero-shot","Lemongrass","",""
"234","34","MedGemma 4B","zero-shot","Salt","",""
"234","34","MedGemma 4B","zero-shot","Water","",""
"235","35","MedGemma 4B","zero-shot","Rice","",""
"235","35","MedGemma 4B","zero-shot","Egg","",""
"235","35","MedGemma 4B","zero-shot","Chicken","",""
"235","35","MedGemma 4B","zero-shot","Vegetables","",""
"235","35","MedGemma 4B","zero-shot","Onion","",""
"235","35","MedGemma 4B","zero-shot","Red Onion","",""
"235","35","MedGemma 4B","zero-shot","Lemongrass","",""
"235","35","MedGemma 4B","zero-shot","Sweet Soy Sauce","",""
"235","35","MedGemma 4B","zero-shot","Sugar","",""
"235","35","MedGemma 4B","zero-shot","Black Pepper Powder","",""
"235","35","MedGemma 4B","zero-shot","Water","",""
"236","36","MedGemma 4B","zero-shot","Rice","",""
"236","36","MedGemma 4B","zero-shot","Egg","",""
"236","36","MedGemma 4B","zero-shot","Chicken","",""
"236","36","MedGemma 4B","zero-shot","Onion","",""
"236","36","MedGemma 4B","zero-shot","Garlic","",""
"236","36","MedGemma 4B","zero-shot","Lemongrass","",""
"236","36","MedGemma 4B","zero-shot","Vinegar","",""
"236","36","MedGemma 4B","zero-shot","Sugar","",""
"236","36","MedGemma 4B","zero-shot","Salt","",""
"236","36","MedGemma 4B","zero-shot","Black Pepper","",""
"236","36","MedGemma 4B","zero-shot","Water","",""
"239","39","MedGemma 4B","zero-shot","Rice","",""
"239","39","MedGemma 4B","zero-shot","Egg","",""
"239","39","MedGemma 4B","zero-shot","Meat","",""
"239","39","MedGemma 4B","zero-shot","Vegetables","",""
"239","39","MedGemma 4B","zero-shot","Onion","",""
"239","39","MedGemma 4B","zero-shot","Pepper","",""
"239","39","MedGemma 4B","zero-shot","Sugar","",""
"239","39","MedGemma 4B","zero-shot","Soy Sauce","",""
"239","39","MedGemma 4B","zero-shot","Water","",""
"243","43","MedGemma 4B","zero-shot","Rice","",""
"243","43","MedGemma 4B","zero-shot","Egg","",""
"243","43","MedGemma 4B","zero-shot","Chicken","",""
"243","43","MedGemma 4B","zero-shot","Vegetables","",""
"243","43","MedGemma 4B","zero-shot","Onion","",""
"243","43","MedGemma 4B","zero-shot","Garlic","",""
"243","43","MedGemma 4B","zero-shot","Sweet Soy Sauce","",""
"243","43","MedGemma 4B","zero-shot","Water","",""
"243","43","MedGemma 4B","zero-shot","Turmeric Powder","",""
"243","43","MedGemma 4B","zero-shot","Sugar","",""
"243","43","MedGemma 4B","zero-shot","Salt","",""
"250","50","MedGemma 4B","zero-shot","rice","",""
"250","50","MedGemma 4B","zero-shot","water","",""
"250","50","MedGemma 4B","zero-shot","mushroom","",""
"250","50","MedGemma 4B","zero-shot","egg","",""
"250","50","MedGemma 4B","zero-shot","anchovies","",""
"250","50","MedGemma 4B","zero-shot","pandan leaf","",""
"250","50","MedGemma 4B","zero-shot","curry leaves","",""
"250","50","MedGemma 4B","zero-shot","shrimp paste","",""
"250","50","MedGemma 4B","zero-shot","lemon","",""
"250","50","MedGemma 4B","zero-shot","caramelized palm sugar","",""
"250","50","MedGemma 4B","zero-shot","water","",""
"251","1","Llama 3.2 3B Instruct","few-shot","","",""
"252","2","Llama 3.2 3B Instruct","few-shot","","",""
"253","3","Llama 3.2 3B Instruct","few-shot","","",""
"254","4","Llama 3.2 3B Instruct","few-shot","","",""
"255","5","Llama 3.2 3B Instruct","few-shot","","",""
"256","6","Llama 3.2 3B Instruct","few-shot","","",""
"257","7","Llama 3.2 3B Instruct","few-shot","","",""
"258","8","Llama 3.2 3B Instruct","few-shot","","",""
"259","9","Llama 3.2 3B Instruct","few-shot","","",""
"260","10","Llama 3.2 3B Instruct","few-shot","","",""
"261","11","Llama 3.2 3B Instruct","few-shot","","",""
"262","12","Llama 3.2 3B Instruct","few-shot","","",""
"263","13","Llama 3.2 3B Instruct","few-shot","","",""
"264","14","Llama 3.2 3B Instruct","few-shot","","",""
"265","15","Llama 3.2 3B Instruct","few-shot","","",""
"266","16","Llama 3.2 3B Instruct","few-shot","","",""
"267","17","Llama 3.2 3B Instruct","few-shot","","",""
"268","18","Llama 3.2 3B Instruct","few-shot","","",""
"269","19","Llama 3.2 3B Instruct","few-shot","","",""
"270","20","Llama 3.2 3B Instruct","few-shot","","",""
"271","21","Llama 3.2 3B Instruct","few-shot","","",""
"272","22","Llama 3.2 3B Instruct","few-shot","","",""
"273","23","Llama 3.2 3B Instruct","few-shot","","",""
"274","24","Llama 3.2 3B Instruct","few-shot","","",""
"275","25","Llama 3.2 3B Instruct","few-shot","","",""
"276","26","Llama 3.2 3B Instruct","few-shot","","",""
"277","27","Llama 3.2 3B Instruct","few-shot","","",""
"278","28","Llama 3.2 3B Instruct","few-shot","","",""
"279","29","Llama 3.2 3B Instruct","few-shot","Makanan Kosong","",""
"280","30","Llama 3.2 3B Instruct","few-shot","","",""
"281","31","Llama 3.2 3B Instruct","few-shot","","",""
"282","32","Llama 3.2 3B Instruct","few-shot","","",""
"283","33","Llama 3.2 3B Instruct","few-shot","","",""
"284","34","Llama 3.2 3B Instruct","few-shot","","",""
"285","35","Llama 3.2 3B Instruct","few-shot","","",""
"286","36","Llama 3.2 3B Instruct","few-shot","","",""
"287","37","Llama 3.2 3B Instruct","few-shot","","",""
"288","38","Llama 3.2 3B Instruct","few-shot","","",""
"289","39","Llama 3.2 3B Instruct","few-shot","","",""
"290","40","Llama 3.2 3B Instruct","few-shot","","",""
"291","41","Llama 3.2 3B Instruct","few-shot","","",""
"292","42","Llama 3.2 3B Instruct","few-shot","","",""
"293","43","Llama 3.2 3B Instruct","few-shot","","",""
"294","44","Llama 3.2 3B Instruct","few-shot","","",""
"295","45","Llama 3.2 3B Instruct","few-shot","","",""
"296","46","Llama 3.2 3B Instruct","few-shot","","",""
"297","47","Llama 3.2 3B Instruct","few-shot","","",""
"298","48","Llama 3.2 3B Instruct","few-shot","","",""
"299","49","Llama 3.2 3B Instruct","few-shot","","",""
"300","50","Llama 3.2 3B Instruct","few-shot","","",""
"301","1","Phi-4-mini 3.8B Instruct","few-shot","","",""
"305","5","Phi-4-mini 3.8B Instruct","few-shot","cooking oil","",""
"305","5","Phi-4-mini 3.8B Instruct","few-shot","egg","",""
"305","5","Phi-4-mini 3.8B Instruct","few-shot","salt","",""
"306","6","Phi-4-mini 3.8B Instruct","few-shot","cooking oil","",""
"306","6","Phi-4-mini 3.8B Instruct","few-shot","egg","",""
"306","6","Phi-4-mini 3.8B Instruct","few-shot","salt","",""
"310","10","Phi-4-mini 3.8B Instruct","few-shot","cooking oil","",""
"310","10","Phi-4-mini 3.8B Instruct","few-shot","egg","",""
"310","10","Phi-4-mini 3.8B Instruct","few-shot","salt","",""
"314","14","Phi-4-mini 3.8B Instruct","few-shot","cooking oil","",""
"314","14","Phi-4-mini 3.8B Instruct","few-shot","egg","",""
"314","14","Phi-4-mini 3.8B Instruct","few-shot","salt","",""
"316","16","Phi-4-mini 3.8B Instruct","few-shot","egg","",""
"316","16","Phi-4-mini 3.8B Instruct","few-shot","garlic","",""
"316","16","Phi-4-mini 3.8B Instruct","few-shot","ginger","",""
"316","16","Phi-4-mini 3.8B Instruct","few-shot","ginger","",""
"317","17","Phi-4-mini 3.8B Instruct","few-shot","cooking oil","",""
"317","17","Phi-4-mini 3.8B Instruct","few-shot","egg","",""
"317","17","Phi-4-mini 3.8B Instruct","few-shot","salt","",""
"318","18","Phi-4-mini 3.8B Instruct","few-shot","cooking oil","",""
"318","18","Phi-4-mini 3.8B Instruct","few-shot","egg","",""
"318","18","Phi-4-mini 3.8B Instruct","few-shot","salt","",""
"320","20","Phi-4-mini 3.8B Instruct","few-shot","","",""
"320","20","Phi-4-mini 3.8B Instruct","few-shot","","",""
"320","20","Phi-4-mini 3.8B Instruct","few-shot","","",""
"321","21","Phi-4-mini 3.8B Instruct","few-shot","chicken breast, cooked and sliced thinly","",""
"321","21","Phi-4-mini 3.8B Instruct","few-shot","dry curry powder mix","",""
"321","21","Phi-4-mini 3.8B Instruct","few-shot","shallots, ginger and lemongrass finely chopped or julienned","",""
"321","21","Phi-4-mini 3.8B Instruct","few-shot","unsalted pork fat or olive oil to fry spices and other ingredients (enough)","",""
"321","21","Phi-4-mini 3.8B Instruct","few-shot","coconut milk to taste or according to preference","",""
"321","21","Phi-4-mini 3.8B Instruct","few-shot","red sugar to taste or according to preference for balance sweetness","",""
"321","21","Phi-4-mini 3.8B Instruct","few-shot","lime juice to taste for re-blending the curry paste","",""
"322","22","Phi-4-mini 3.8B Instruct","few-shot","cooking oil","",""
"322","22","Phi-4-mini 3.8B Instruct","few-shot","egg","",""
"326","26","Phi-4-mini 3.8B Instruct","few-shot","N/A","",""
"328","28","Phi-4-mini 3.8B Instruct","few-shot","","",""
"330","30","Phi-4-mini 3.8B Instruct","few-shot","cooking oil","",""
"330","30","Phi-4-mini 3.8B Instruct","few-shot","egg","",""
"330","30","Phi-4-mini 3.8B Instruct","few-shot","salt","",""
"333","33","Phi-4-mini 3.8B Instruct","few-shot","cooking oil","",""
"333","33","Phi-4-mini 3.8B Instruct","few-shot","egg","",""
"333","33","Phi-4-mini 3.8B Instruct","few-shot","salt","",""
"334","34","Phi-4-mini 3.8B Instruct","few-shot","cooking oil","",""
"334","34","Phi-4-mini 3.8B Instruct","few-shot","egg","",""
"335","35","Phi-4-mini 3.8B Instruct","few-shot","cooking oil","",""
"335","35","Phi-4-mini 3.8B Instruct","few-shot","egg","",""
"335","35","Phi-4-mini 3.8B Instruct","few-shot","salt","",""
"336","36","Phi-4-mini 3.8B Instruct","few-shot","cooking oil","",""
"336","36","Phi-4-mini 3.8B Instruct","few-shot","egg","",""
"336","36","Phi-4-mini 3.8B Instruct","few-shot","salt","",""
"338","38","Phi-4-mini 3.8B Instruct","few-shot","cooking oil","",""
"338","38","Phi-4-mini 3.8B Instruct","few-shot","egg","",""
"338","38","Phi-4-mini 3.8B Instruct","few-shot","salt","",""
"340","40","Phi-4-mini 3.8B Instruct","few-shot","cooking oil","",""
"340","40","Phi-4-mini 3.8B Instruct","few-shot","egg","",""
"340","40","Phi-4-mini 3.8B Instruct","few-shot","salt","",""
"343","43","Phi-4-mini 3.8B Instruct","few-shot","cooking oil","",""
"343","43","Phi-4-mini 3.8B Instruct","few-shot","egg","",""
"343","43","Phi-4-mini 3.8B Instruct","few-shot","salt","",""
"345","45","Phi-4-mini 3.8B Instruct","few-shot","","",""
"345","45","Phi-4-mini 3.8B Instruct","few-shot","","",""
"345","45","Phi-4-mini 3.8B Instruct","few-shot","","",""
"345","45","Phi-4-mini 3.8B Instruct","few-shot","","",""
"345","45","Phi-4-mini 3.8B Instruct","few-shot","","",""
"345","45","Phi-4-mini 3.8B Instruct","few-shot","","",""
"346","46","Phi-4-mini 3.8B Instruct","few-shot","cooking oil","",""
"346","46","Phi-4-mini 3.8B Instruct","few-shot","egg","",""
"346","46","Phi-4-mini 3.8B Instruct","few-shot","salt","",""
"347","47","Phi-4-mini 3.8B Instruct","few-shot","cooking oil","",""
"347","47","Phi-4-mini 3.8B Instruct","few-shot","egg","",""
"347","47","Phi-4-mini 3.8B Instruct","few-shot","salt","",""
"349","49","Phi-4-mini 3.8B Instruct","few-shot","cooking oil","",""
"349","49","Phi-4-mini 3.8B Instruct","few-shot","egg","",""
"349","49","Phi-4-mini 3.8B Instruct","few-shot","salt","",""
"350","50","Phi-4-mini 3.8B Instruct","few-shot","cooking oil","",""
"350","50","Phi-4-mini 3.8B Instruct","few-shot","egg","",""
"350","50","Phi-4-mini 3.8B Instruct","few-shot","salt","",""
"351","1","Qwen 2.5 3B Instruct","few-shot","wafers","",""
"351","1","Qwen 2.5 3B Instruct","few-shot","chocolate powder","",""
"351","1","Qwen 2.5 3B Instruct","few-shot","coconut powder","",""
"351","1","Qwen 2.5 3B Instruct","few-shot","butter","",""
"351","1","Qwen 2.5 3B Instruct","few-shot","milk powder","",""
"351","1","Qwen 2.5 3B Instruct","few-shot","white chocolate","",""
"351","1","Qwen 2.5 3B Instruct","few-shot","almond","",""
"352","2","Qwen 2.5 3B Instruct","few-shot","soy sauce","",""
"352","2","Qwen 2.5 3B Instruct","few-shot","fish sauce","",""
"352","2","Qwen 2.5 3B Instruct","few-shot","meat","",""
"352","2","Qwen 2.5 3B Instruct","few-shot","vegetables","",""
"352","2","Qwen 2.5 3B Instruct","few-shot","cleaned rice","",""
"352","2","Qwen 2.5 3B Instruct","few-shot","boiled eggs","",""
"353","3","Qwen 2.5 3B Instruct","few-shot","chicken breast","",""
"353","3","Qwen 2.5 3B Instruct","few-shot","flour","",""
"353","3","Qwen 2.5 3B Instruct","few-shot","flour","",""
"353","3","Qwen 2.5 3B Instruct","few-shot","mayonnaise","",""
"353","3","Qwen 2.5 3B Instruct","few-shot","unsalted butter","",""
"354","4","Qwen 2.5 3B Instruct","few-shot","water","",""
"354","4","Qwen 2.5 3B Instruct","few-shot","potato","",""
"354","4","Qwen 2.5 3B Instruct","few-shot","butter","",""
"354","4","Qwen 2.5 3B Instruct","few-shot","Parmesan cheese (Protei Italiano brand)","",""
"354","4","Qwen 2.5 3B Instruct","few-shot","milk","",""
"354","4","Qwen 2.5 3B Instruct","few-shot","salt","",""
"354","4","Qwen 2.5 3B Instruct","few-shot","garlic","",""
"354","4","Qwen 2.5 3B Instruct","few-shot","sausage meat","",""
"355","5","Qwen 2.5 3B Instruct","few-shot","Dried tofu","",""
"355","5","Qwen 2.5 3B Instruct","few-shot","Cooked sweet potato flour","",""
"355","5","Qwen 2.5 3B Instruct","few-shot","Pandan flour","",""
"355","5","Qwen 2.5 3B Instruct","few-shot","Leaves of garlic","",""
"355","5","Qwen 2.5 3B Instruct","few-shot","Large red chili pepper","",""
"355","5","Qwen 2.5 3B Instruct","few-shot","Red onion","",""
"355","5","Qwen 2.5 3B Instruct","few-shot","Salt","",""
"355","5","Qwen 2.5 3B Instruct","few-shot","Spice paste","",""
"355","5","Qwen 2.5 3B Instruct","few-shot","Salt paste","",""
"357","7","Qwen 2.5 3B Instruct","few-shot","meat","",""
"357","7","Qwen 2.5 3B Instruct","few-shot","cooking oil","",""
"357","7","Qwen 2.5 3B Instruct","few-shot","white garlic","",""
"357","7","Qwen 2.5 3B Instruct","few-shot","cumin seeds","",""
"357","7","Qwen 2.5 3B Instruct","few-shot","large red garlic cloves","",""
"357","7","Qwen 2.5 3B Instruct","few-shot","red garlic cloves","",""
"357","7","Qwen 2.5 3B Instruct","few-shot","red garlic cloves","",""
"357","7","Qwen 2.5 3B Instruct","few-shot","lemongrass stalks","",""
"358","8","Qwen 2.5 3B Instruct","few-shot","meat","",""
"358","8","Qwen 2.5 3B Instruct","few-shot","black pepper","",""
"358","8","Qwen 2.5 3B Instruct","few-shot","red onion","",""
"358","8","Qwen 2.5 3B Instruct","few-shot","white onion","",""
