experiment_id,transcript_id,model_name,technique_name,total_calories,total_protein_g,total_fat_g,total_carbohydrate_g,serving_calories,servings_estimated
"286","36","Llama 3.2 3B Instruct","few-shot","0.0","0.0","0.0","0.0","0.0","1"
"287","37","Llama 3.2 3B Instruct","few-shot","0.0","0.0","0.0","0.0","0.0","1"
"288","38","Llama 3.2 3B Instruct","few-shot","0.0","0.0","0.0","0.0","0.0","1"
"289","39","Llama 3.2 3B Instruct","few-shot","0.0","0.0","0.0","0.0","0.0","1"
"290","40","Llama 3.2 3B Instruct","few-shot","0.0","0.0","0.0","0.0","0.0","1"
"291","41","Llama 3.2 3B Instruct","few-shot","0.0","0.0","0.0","0.0","0.0","1"
"292","42","Llama 3.2 3B Instruct","few-shot","0.0","0.0","0.0","0.0","0.0","1"
"293","43","Llama 3.2 3B Instruct","few-shot","0.0","0.0","0.0","0.0","0.0","1"
"294","44","Llama 3.2 3B Instruct","few-shot","0.0","0.0","0.0","0.0","0.0","1"
"295","45","Llama 3.2 3B Instruct","few-shot","0.0","0.0","0.0","0.0","0.0","1"
"296","46","Llama 3.2 3B Instruct","few-shot","0.0","0.0","0.0","0.0","0.0","1"
"297","47","Llama 3.2 3B Instruct","few-shot","0.0","0.0","0.0","0.0","0.0","4"
"298","48","Llama 3.2 3B Instruct","few-shot","0.0","0.0","0.0","0.0","0.0","1"
"299","49","Llama 3.2 3B Instruct","few-shot","0.0","0.0","0.0","0.0","0.0","4"
"300","50","Llama 3.2 3B Instruct","few-shot","0.0","0.0","0.0","0.0","0.0","1"
"301","1","Phi-4-mini 3.8B Instruct","few-shot","42.0","6.5","5.1","12.9","0.0","1"
"302","2","Phi-4-mini 3.8B Instruct","few-shot","0.0","0.0","0.0","0.0","0.0","0"
"303","3","Phi-4-mini 3.8B Instruct","few-shot","0.0","0.0","0.0","0.0","0.0","0"
"304","4","Phi-4-mini 3.8B Instruct","few-shot","0.0","0.0","0.0","0.0","0.0","0"
"305","5","Phi-4-mini 3.8B Instruct","few-shot","391.0","12.6","37.5","0.7","319.0","1"
"306","6","Phi-4-mini 3.8B Instruct","few-shot","391.0","12.6","37.5","0.7","319.0","1"
"307","7","Phi-4-mini 3.8B Instruct","few-shot","0.0","0.0","0.0","0.0","0.0","0"
"308","8","Phi-4-mini 3.8B Instruct","few-shot","0.0","0.0","0.0","0.0","0.0","1"
"309","9","Phi-4-mini 3.8B Instruct","few-shot","0.0","0.0","0.0","0.0","0.0","0"
"310","10","Phi-4-mini 3.8B Instruct","few-shot","391.0","12.6","37.5","0.7","319.0","1"
"311","11","Phi-4-mini 3.8B Instruct","few-shot","0.0","0.0","0.0","0.0","0.0","1"
"312","12","Phi-4-mini 3.8B Instruct","few-shot","0.0","0.0","0.0","0.0","0.0","0"
"313","13","Phi-4-mini 3.8B Instruct","few-shot","0.0","0.0","0.0","0.0","0.0","1"
"314","14","Phi-4-mini 3.8B Instruct","few-shot","391.0","12.6","37.5","0.7","319.0","1"
"315","15","Phi-4-mini 3.8B Instruct","few-shot","0.0","0.0","0.0","0.0","0.0","1"
"316","16","Phi-4-mini 3.8B Instruct","few-shot","202.9","19.2","22.2","47.4","159.5","2"
"317","17","Phi-4-mini 3.8B Instruct","few-shot","391.0","12.6","37.5","0.7","319.0","1"
"318","18","Phi-4-mini 3.8B Instruct","few-shot","391.0","12.6","37.5","0.7","319.0","1"
"319","19","Phi-4-mini 3.8B Instruct","few-shot","0.0","0.0","0.0","0.0","0.0","1"
"320","20","Phi-4-mini 3.8B Instruct","few-shot","143.0","12.6","9.5","0.7","0.0","1"
"321","21","Phi-4-mini 3.8B Instruct","few-shot","440.0","30.0","30.1","11.3","440.0","2"
"322","22","Phi-4-mini 3.8B Instruct","few-shot","391.0","12.6","37.5","0.7","319.0","1"
"323","23","Phi-4-mini 3.8B Instruct","few-shot","0.0","0.0","0.0","0.0","0.0","0"
"324","24","Phi-4-mini 3.8B Instruct","few-shot","0.0","0.0","0.0","0.0","0.0","1"
"325","25","Phi-4-mini 3.8B Instruct","few-shot","0.0","0.0","0.0","0.0","0.0","0"
"326","26","Phi-4-mini 3.8B Instruct","few-shot","0.0","0.0","0.0","0.0","0.0","1"
"327","27","Phi-4-mini 3.8B Instruct","few-shot","0.0","0.0","0.0","0.0","0.0","0"
"328","28","Phi-4-mini 3.8B Instruct","few-shot","0.0","0.0","0.0","0.0","0.0","1"
"329","29","Phi-4-mini 3.8B Instruct","few-shot","0.0","0.0","0.0","0.0","0.0","1"
"330","30","Phi-4-mini 3.8B Instruct","few-shot","391.0","12.6","37.5","0.7","319.0","1"
"331","31","Phi-4-mini 3.8B Instruct","few-shot","0.0","0.0","0.0","0.0","0.0","0"
"332","32","Phi-4-mini 3.8B Instruct","few-shot","0.0","0.0","0.0","0.0","0.0","0"
"333","33","Phi-4-mini 3.8B Instruct","few-shot","391.0","12.6","37.5","0.7","319.0","1"
"334","34","Phi-4-mini 3.8B Instruct","few-shot","451.0","23.9","31.9","11.4","317.0","1"
"335","35","Phi-4-mini 3.8B Instruct","few-shot","391.0","12.6","37.5","0.7","319.0","1"
"336","36","Phi-4-mini 3.8B Instruct","few-shot","391.0","12.6","37.5","0.7","319.0","1"
"337","37","Phi-4-mini 3.8B Instruct","few-shot","0.0","0.0","0.0","0.0","0.0","0"
"338","38","Phi-4-mini 3.8B Instruct","few-shot","391.0","12.6","37.5","0.7","319.0","1"
"339","39","Phi-4-mini 3.8B Instruct","few-shot","0.0","0.0","0.0","0.0","0.0","0"
"340","40","Phi-4-mini 3.8B Instruct","few-shot","391.0","12.6","37.5","0.7","319.0","1"
"341","41","Phi-4-mini 3.8B Instruct","few-shot","0.0","0.0","0.0","0.0","0.0","1"
"342","42","Phi-4-mini 3.8B Instruct","few-shot","0.0","0.0","0.0","0.0","0.0","1"
"343","43","Phi-4-mini 3.8B Instruct","few-shot","391.0","12.6","37.5","0.7","319.0","1"
"344","44","Phi-4-mini 3.8B Instruct","few-shot","0.0","0.0","0.0","0.0","0.0","0"
"345","45","Phi-4-mini 3.8B Instruct","few-shot","0.0","3.6","0.0","0.0","0.0","1"
"346","46","Phi-4-mini 3.8B Instruct","few-shot","391.0","12.6","37.5","0.7","319.0","1"
"347","47","Phi-4-mini 3.8B Instruct","few-shot","391.0","12.6","37.5","0.7","319.0","1"
"348","48","Phi-4-mini 3.8B Instruct","few-shot","0.0","0.0","0.0","0.0","0.0","1"
"349","49","Phi-4-mini 3.8B Instruct","few-shot","319.0","12.6","30.1","0.7","319.0","1"
"350","50","Phi-4-mini 3.8B Instruct","few-shot","391.0","12.6","37.5","0.7","319.0","1"
"351","1","Qwen 2.5 3B Instruct","few-shot","2065.9","0.0","144.8","52.9","2065.9","1"
"352","2","Qwen 2.5 3B Instruct","few-shot","710.3","48.5","83.6","62.0","342.0","1"
"353","3","Qwen 2.5 3B Instruct","few-shot","873.0","30.5","64.8","9.2","598.0","1"
"354","4","Qwen 2.5 3B Instruct","few-shot","1381.0","44.1","113.0","33.6","426.0","1"
"355","5","Qwen 2.5 3B Instruct","few-shot","184.5","10.3","5.5","25.6","370.4","1"
"356","6","Qwen 2.5 3B Instruct","few-shot","0.0","0.0","0.0","0.0","0.0","0"
"357","7","Qwen 2.5 3B Instruct","few-shot","806.3","42.0","65.0","1.0","520.6","1"
"358","8","Qwen 2.5 3B Instruct","few-shot","2466.0","143.4","117.2","112.5","192.5","4"
"359","9","Qwen 2.5 3B Instruct","few-shot","632.7","44.1","12.0","42.9","503.8","1"
"360","10","Qwen 2.5 3B Instruct","few-shot","925.0","16.7","81.9","4.5","435.0","1"
"361","11","Qwen 2.5 3B Instruct","few-shot","799.0","23.3","56.5","102.1","654.0","1"
"362","12","Qwen 2.5 3B Instruct","few-shot","516.7","3.2","7.2","372.7","203.4","1"
"363","13","Qwen 2.5 3B Instruct","few-shot","0.0","0.0","0.0","0.0","0.0","0"
"364","14","Qwen 2.5 3B Instruct","few-shot","879.7","36.1","122.4","8.5","389.7","1"
"365","15","Qwen 2.5 3B Instruct","few-shot","584.0","10.6","27.6","137.4","426.0","1"
"366","16","Qwen 2.5 3B Instruct","few-shot","639.2","35.8","51.7","3.9","594.0","1"
"367","17","Qwen 2.5 3B Instruct","few-shot","317.8","6.8","26.8","24.5","238.0","1"
"368","18","Qwen 2.5 3B Instruct","few-shot","0.0","0.0","0.0","0.0","0.0","0"
"369","19","Qwen 2.5 3B Instruct","few-shot","376.0","7.8","45.6","9.3","376.0","1"
"370","20","Qwen 2.5 3B Instruct","few-shot","0.0","0.0","0.0","0.0","0.0","0"
"371","21","Qwen 2.5 3B Instruct","few-shot","732.4","38.5","63.7","22.6","564.0","1"
"372","22","Qwen 2.5 3B Instruct","few-shot","268.0","3.7","1.4","2.6","268.0","1"
"373","23","Qwen 2.5 3B Instruct","few-shot","552.7","43.4","49.0","8.3","475.0","1"
"374","24","Qwen 2.5 3B Instruct","few-shot","244.6","10.4","20.0","27.7","273.5","1"
"401","1","Gemma-SEA-LION v4 4B","few-shot","0.0","0.0","0.0","0.0","0.0","0"
"402","2","Gemma-SEA-LION v4 4B","few-shot","0.0","0.0","0.0","0.0","0.0","0"
"403","3","Gemma-SEA-LION v4 4B","few-shot","0.0","0.0","0.0","0.0","0.0","0"
"404","4","Gemma-SEA-LION v4 4B","few-shot","0.0","0.0","0.0","0.0","0.0","0"
"405","5","Gemma-SEA-LION v4 4B","few-shot","0.0","0.0","0.0","0.0","0.0","0"
"406","6","Gemma-SEA-LION v4 4B","few-shot","0.0","0.0","0.0","0.0","0.0","0"
"407","7","Gemma-SEA-LION v4 4B","few-shot","0.0","0.0","0.0","0.0","0.0","0"
"408","8","Gemma-SEA-LION v4 4B","few-shot","0.0","0.0","0.0","0.0","0.0","0"
"409","9","Gemma-SEA-LION v4 4B","few-shot","0.0","0.0","0.0","0.0","0.0","0"
"410","10","Gemma-SEA-LION v4 4B","few-shot","0.0","0.0","0.0","0.0","0.0","0"
"411","11","Gemma-SEA-LION v4 4B","few-shot","0.0","0.0","0.0","0.0","0.0","0"
"412","12","Gemma-SEA-LION v4 4B","few-shot","0.0","0.0","0.0","0.0","0.0","0"
"413","13","Gemma-SEA-LION v4 4B","few-shot","820.0","17.2","59.6","47.5","245.0","1"
"414","14","Gemma-SEA-LION v4 4B","few-shot","0.0","0.0","0.0","0.0","0.0","0"
"415","15","Gemma-SEA-LION v4 4B","few-shot","0.0","0.0","0.0","0.0","0.0","0"
"416","16","Gemma-SEA-LION v4 4B","few-shot","694.0","25.7","47.2","19.2","694.0","3"
"417","17","Gemma-SEA-LION v4 4B","few-shot","1047.0","32.0","82.5","130.7","350.0","1"
"418","18","Gemma-SEA-LION v4 4B","few-shot","0.0","0.0","0.0","0.0","0.0","0"
"419","19","Gemma-SEA-LION v4 4B","few-shot","1040.0","12.6","67.0","67.8","248.0","1"
"420","20","Gemma-SEA-LION v4 4B","few-shot","0.0","0.0","0.0","0.0","0.0","0"
"421","21","Gemma-SEA-LION v4 4B","few-shot","0.0","0.0","0.0","0.0","0.0","0"
"422","22","Gemma-SEA-LION v4 4B","few-shot","0.0","0.0","0.0","0.0","0.0","0"
"423","23","Gemma-SEA-LION v4 4B","few-shot","0.0","0.0","0.0","0.0","0.0","0"
"424","24","Gemma-SEA-LION v4 4B","few-shot","0.0","0.0","0.0","0.0","0.0","0"
"425","25","Gemma-SEA-LION v4 4B","few-shot","0.0","0.0","0.0","0.0","0.0","0"
"426","26","Gemma-SEA-LION v4 4B","few-shot","665.0","35.2","30.6","35.6","345.0","1"
"427","27","Gemma-SEA-LION v4 4B","few-shot","428.0","29.6","26.5","14.8","428.0","1"
"428","28","Gemma-SEA-LION v4 4B","few-shot","0.0","0.0","0.0","0.0","0.0","0"
"429","29","Gemma-SEA-LION v4 4B","few-shot","0.0","0.0","0.0","0.0","0.0","0"
"430","30","Gemma-SEA-LION v4 4B","few-shot","947.0","6.7","7.9","156.8","238.0","1"
"431","31","Gemma-SEA-LION v4 4B","few-shot","0.0","0.0","0.0","0.0","0.0","0"
"432","32","Gemma-SEA-LION v4 4B","few-shot","985.0","68.2","68.5","34.4","475.0","1"
"433","33","Gemma-SEA-LION v4 4B","few-shot","0.0","0.0","0.0","0.0","0.0","0"
"434","34","Gemma-SEA-LION v4 4B","few-shot","0.0","0.0","0.0","0.0","0.0","0"
"435","35","Gemma-SEA-LION v4 4B","few-shot","0.0","0.0","0.0","0.0","0.0","0"
"436","36","Gemma-SEA-LION v4 4B","few-shot","0.0","0.0","0.0","0.0","0.0","0"
"437","37","Gemma-SEA-LION v4 4B","few-shot","0.0","0.0","0.0","0.0","0.0","0"
"438","38","Gemma-SEA-LION v4 4B","few-shot","0.0","0.0","0.0","0.0","0.0","0"
"439","39","Gemma-SEA-LION v4 4B","few-shot","0.0","0.0","0.0","0.0","0.0","0"
"440","40","Gemma-SEA-LION v4 4B","few-shot","0.0","0.0","0.0","0.0","0.0","0"
"441","41","Gemma-SEA-LION v4 4B","few-shot","0.0","0.0","0.0","0.0","0.0","0"
"442","42","Gemma-SEA-LION v4 4B","few-shot","1286.0","14.3","27.8","77.4","348.0","1"
"443","43","Gemma-SEA-LION v4 4B","few-shot","0.0","0.0","0.0","0.0","0.0","0"
"444","44","Gemma-SEA-LION v4 4B","few-shot","0.0","0.0","0.0","0.0","0.0","0"
"445","45","Gemma-SEA-LION v4 4B","few-shot","0.0","0.0","0.0","0.0","0.0","0"
"446","46","Gemma-SEA-LION v4 4B","few-shot","1377.0","41.3","64.9","100.0","483.0","1"
"447","47","Gemma-SEA-LION v4 4B","few-shot","0.0","0.0","0.0","0.0","0.0","0"
"448","48","Gemma-SEA-LION v4 4B","few-shot","0.0","0.0","0.0","0.0","0.0","0"
"449","49","Gemma-SEA-LION v4 4B","few-shot","0.0","0.0","0.0","0.0","0.0","0"
"450","50","Gemma-SEA-LION v4 4B","few-shot","0.0","0.0","0.0","0.0","0.0","0"
"451","1","MedGemma 4B","few-shot","0.0","0.0","0.0","0.0","0.0","0"
"452","2","MedGemma 4B","few-shot","0.0","0.0","0.0","0.0","0.0","0"
"453","3","MedGemma 4B","few-shot","0.0","0.0","0.0","0.0","0.0","0"
"454","4","MedGemma 4B","few-shot","0.0","0.0","0.0","0.0","0.0","0"
"455","5","MedGemma 4B","few-shot","0.0","0.0","0.0","0.0","0.0","0"
"456","6","MedGemma 4B","few-shot","0.0","0.0","0.0","0.0","0.0","0"
"457","7","MedGemma 4B","few-shot","0.0","0.0","0.0","0.0","0.0","0"
"458","8","MedGemma 4B","few-shot","0.0","0.0","0.0","0.0","0.0","0"
"459","9","MedGemma 4B","few-shot","0.0","0.0","0.0","0.0","0.0","0"
"460","10","MedGemma 4B","few-shot","0.0","0.0","0.0","0.0","0.0","0"
"461","11","MedGemma 4B","few-shot","0.0","0.0","0.0","0.0","0.0","0"
"462","12","MedGemma 4B","few-shot","0.0","0.0","0.0","0.0","0.0","0"
"463","13","MedGemma 4B","few-shot","0.0","0.0","0.0","0.0","0.0","0"
"464","14","MedGemma 4B","few-shot","0.0","0.0","0.0","0.0","0.0","0"
"465","15","MedGemma 4B","few-shot","0.0","0.0","0.0","0.0","0.0","0"
"466","16","MedGemma 4B","few-shot","4789.0","175.0","267.0","64.0","475.0","3"
"467","17","MedGemma 4B","few-shot","1036.0","24.6","87.5","195.0","465.0","1"
"468","18","MedGemma 4B","few-shot","0.0","0.0","0.0","0.0","0.0","0"
"469","19","MedGemma 4B","few-shot","675.0","21.0","42.0","70.0","375.0","4"
"470","20","MedGemma 4B","few-shot","0.0","0.0","0.0","0.0","0.0","0"
"471","21","MedGemma 4B","few-shot","0.0","0.0","0.0","0.0","0.0","0"
"472","22","MedGemma 4B","few-shot","0.0","0.0","0.0","0.0","0.0","0"
"473","23","MedGemma 4B","few-shot","0.0","0.0","0.0","0.0","0.0","0"
"474","24","MedGemma 4B","few-shot","0.0","0.0","0.0","0.0","0.0","0"
"475","25","MedGemma 4B","few-shot","0.0","0.0","0.0","0.0","0.0","0"
"476","26","MedGemma 4B","few-shot","675.0","26.0","62.0","49.0","450.0","1"
"477","27","MedGemma 4B","few-shot","1278.0","54.0","46.0","55.0","450.0","1"
"478","28","MedGemma 4B","few-shot","0.0","0.0","0.0","0.0","0.0","0"
"479","29","MedGemma 4B","few-shot","0.0","0.0","0.0","0.0","0.0","0"
"480","30","MedGemma 4B","few-shot","1572.0","32.5","24.5","109.7","367.0","1"
"481","31","MedGemma 4B","few-shot","0.0","0.0","0.0","0.0","0.0","0"
"482","32","MedGemma 4B","few-shot","1623.0","95.0","125.0","67.0","450.0","1"
"483","33","MedGemma 4B","few-shot","0.0","0.0","0.0","0.0","0.0","0"
"484","34","MedGemma 4B","few-shot","0.0","0.0","0.0","0.0","0.0","0"
"485","35","MedGemma 4B","few-shot","1029.0","112.7","135.3","10.5","238.0","1"
"486","36","MedGemma 4B","few-shot","0.0","0.0","0.0","0.0","0.0","0"
"487","37","MedGemma 4B","few-shot","0.0","0.0","0.0","0.0","0.0","0"
"488","38","MedGemma 4B","few-shot","0.0","0.0","0.0","0.0","0.0","0"
"489","39","MedGemma 4B","few-shot","0.0","0.0","0.0","0.0","0.0","0"
"490","40","MedGemma 4B","few-shot","0.0","0.0","0.0","0.0","0.0","0"
"491","41","MedGemma 4B","few-shot","0.0","0.0","0.0","0.0","0.0","0"
"492","42","MedGemma 4B","few-shot","920.0","20.9","20.3","148.7","362.0","1"
"493","43","MedGemma 4B","few-shot","0.0","0.0","0.0","0.0","0.0","0"
"494","44","MedGemma 4B","few-shot","0.0","0.0","0.0","0.0","0.0","0"
"495","45","MedGemma 4B","few-shot","0.0","0.0","0.0","0.0","0.0","0"
"496","46","MedGemma 4B","few-shot","0.0","0.0","0.0","0.0","0.0","0"
"497","47","MedGemma 4B","few-shot","0.0","0.0","0.0","0.0","0.0","0"
"498","48","MedGemma 4B","few-shot","0.0","0.0","0.0","0.0","0.0","0"
"499","49","MedGemma 4B","few-shot","0.0","0.0","0.0","0.0","0.0","0"
"500","50","MedGemma 4B","few-shot","0.0","0.0","0.0","0.0","0.0","0"
"501","1","Llama 3.2 3B Instruct","chain-of-thought","360.0","3.3","1.5","77.4","360.0","1"
"502","2","Llama 3.2 3B Instruct","chain-of-thought","0.0","0.0","0.0","0.0","0.0","0"
"503","3","Llama 3.2 3B Instruct","chain-of-thought","675.0","27.3","90.0","77.4","450.0","4"
"504","4","Llama 3.2 3B Instruct","chain-of-thought","0.0","0.0","0.0","0.0","0.0","0"
"505","5","Llama 3.2 3B Instruct","chain-of-thought","889.0","39.8","61.0","62.0","1019.0","1"
"506","6","Llama 3.2 3B Instruct","chain-of-thought","0.0","0.0","0.0","0.0","0.0","0"
"507","7","Llama 3.2 3B Instruct","chain-of-thought","360.0","32.0","17.5","25.0","90.0","4"
"508","8","Llama 3.2 3B Instruct","chain-of-thought","0.0","0.0","0.0","0.0","0.0","0"
"509","9","Llama 3.2 3B Instruct","chain-of-thought","855.0","44.0","32.0","110.0","363.25","4"
"510","10","Llama 3.2 3B Instruct","chain-of-thought","2200.0","0.0","0.0","0.0","1100.0","4"
"511","11","Llama 3.2 3B Instruct","chain-of-thought","0.0","0.0","0.0","0.0","0.0","0"
"512","12","Llama 3.2 3B Instruct","chain-of-thought","0.0","0.0","0.0","0.0","0.0","0"
"513","13","Llama 3.2 3B Instruct","chain-of-thought","50150.0","1424.0","143.3","2528.0","15750.0","2"
"514","14","Llama 3.2 3B Instruct","chain-of-thought","5400.0","223.0","187.0","250.0","1350.0","4"
"515","15","Llama 3.2 3B Instruct","chain-of-thought","1296.0","74.0","13.5","1200.0","0.0","0"
"516","16","Llama 3.2 3B Instruct","chain-of-thought","5430.0","609.0","264.5","76.0","1263.0","4"
"517","17","Llama 3.2 3B Instruct","chain-of-thought","0.0","0.0","0.0","0.0","0.0","0"
"518","18","Llama 3.2 3B Instruct","chain-of-thought","0.0","0.0","0.0","0.0","0.0","0"
"519","19","Llama 3.2 3B Instruct","chain-of-thought","0.0","0.0","0.0","0.0","0.0","0"
"520","20","Llama 3.2 3B Instruct","chain-of-thought","175.0","10.3","5.8","7.0","175.0","4"
"521","21","Llama 3.2 3B Instruct","chain-of-thought","24170.0","1157.2","1135.3","613.0","303.2","4"
"522","22","Llama 3.2 3B Instruct","chain-of-thought","0.0","0.0","0.0","0.0","0.0","0"
"523","23","Llama 3.2 3B Instruct","chain-of-thought","0.0","0.0","0.0","0.0","0.0","0"
"524","24","Llama 3.2 3B Instruct","chain-of-thought","764.0","4.0","67.0","60.0","764.0","0"
"525","25","Llama 3.2 3B Instruct","chain-of-thought","0.0","0.0","0.0","0.0","0.0","0"
"526","26","Llama 3.2 3B Instruct","chain-of-thought","3320.0","74.5","110.5","164.0","830.0","4"
"527","27","Llama 3.2 3B Instruct","chain-of-thought","1213.0","33.0","4.7","233.0","304.8","4"
"528","28","Llama 3.2 3B Instruct","chain-of-thought","0.0","0.0","0.0","0.0","0.0","0"
"529","29","Llama 3.2 3B Instruct","chain-of-thought","1125000.0","100000.0","60000.0","60000.0","1125000.0","0"
"530","30","Llama 3.2 3B Instruct","chain-of-thought","350.0","4.0","0.5","80.0","0.0","0"
"531","31","Llama 3.2 3B Instruct","chain-of-thought","0.0","0.0","0.0","0.0","0.0","0"
"532","32","Llama 3.2 3B Instruct","chain-of-thought","0.0","0.0","0.0","0.0","0.0","0"
"533","33","Llama 3.2 3B Instruct","chain-of-thought","0.0","0.0","0.0","0.0","0.0","0"
"534","34","Llama 3.2 3B Instruct","chain-of-thought","612.0","0.0","57.8","0.0","0.0","0"
"535","35","Llama 3.2 3B Instruct","chain-of-thought","200.0","9.0","7.0","30.0","0.0","0"
"536","36","Llama 3.2 3B Instruct","chain-of-thought","755.0","4.1","0.2","190.0","188.8","4"
"537","37","Llama 3.2 3B Instruct","chain-of-thought","550.0","9.0","13.3","102.0","275.0","0"
"538","38","Llama 3.2 3B Instruct","chain-of-thought","0.0","0.0","0.0","0.0","0.0","0"
"539","39","Llama 3.2 3B Instruct","chain-of-thought","0.0","0.0","0.0","0.0","0.0","0"
"540","40","Llama 3.2 3B Instruct","chain-of-thought","0.0","0.0","0.0","0.0","0.0","0"
"541","41","Llama 3.2 3B Instruct","chain-of-thought","187.5","0.0","0.0","0.0","0.0","0"
"542","42","Llama 3.2 3B Instruct","chain-of-thought","0.0","0.0","0.0","0.0","0.0","0"
"543","43","Llama 3.2 3B Instruct","chain-of-thought","440.0","3.7","4.04","101.1","0.0","0"
"544","44","Llama 3.2 3B Instruct","chain-of-thought","365.0","0.0","19.0","0.0","91.25","4"
"545","45","Llama 3.2 3B Instruct","chain-of-thought","0.0","0.0","0.0","0.0","0.0","0"
"546","46","Llama 3.2 3B Instruct","chain-of-thought","1890.0","0.0","20.56","0.0","0.0","0"
"547","47","Llama 3.2 3B Instruct","chain-of-thought","730.0","39.0","60.0","89.0","180.0","4"
"548","48","Llama 3.2 3B Instruct","chain-of-thought","620.0","34.0","10.0","72.0","155.0","4"
"549","49","Llama 3.2 3B Instruct","chain-of-thought","0.0","0.0","0.0","0.0","0.0","0"
"550","50","Llama 3.2 3B Instruct","chain-of-thought","1575.0","59.0","61.2","208.0","261.25","4"
"551","1","Phi-4-mini 3.8B Instruct","chain-of-thought","0.0","0.0","0.0","0.0","0.0","0"
"552","2","Phi-4-mini 3.8B Instruct","chain-of-thought","150.5","4.9","10.4","27.2","150.5","1"
"553","3","Phi-4-mini 3.8B Instruct","chain-of-thought","0.0","0.0","0.0","0.0","0.0","0"
"554","4","Phi-4-mini 3.8B Instruct","chain-of-thought","0.0","0.0","0.0","0.0","0.0","0"
"555","5","Phi-4-mini 3.8B Instruct","chain-of-thought","0.0","0.0","0.0","0.0","0.0","0"
"556","6","Phi-4-mini 3.8B Instruct","chain-of-thought","0.0","0.0","0.0","0.0","0.0","0"
"557","7","Phi-4-mini 3.8B Instruct","chain-of-thought","250.7","12.2","9.6","51.1","250.7","4"
"558","8","Phi-4-mini 3.8B Instruct","chain-of-thought","0.0","0.0","0.0","0.0","0.0","0"
"559","9","Phi-4-mini 3.8B Instruct","chain-of-thought","0.0","0.0","0.0","0.0","0.0","0"
"560","10","Phi-4-mini 3.8B Instruct","chain-of-thought","0.0","0.0","0.0","0.0","0.0","0"
"561","11","Phi-4-mini 3.8B Instruct","chain-of-thought","0.0","0.0","0.0","0.0","0.0","0"
"562","12","Phi-4-mini 3.8B Instruct","chain-of-thought","0.0","0.0","0.0","0.0","0.0","0"
"563","13","Phi-4-mini 3.8B Instruct","chain-of-thought","0.0","0.0","0.0","0.0","0.0","0"
"564","14","Phi-4-mini 3.8B Instruct","chain-of-thought","0.0","0.0","0.0","0.0","0.0","0"
"565","15","Phi-4-mini 3.8B Instruct","chain-of-thought","0.0","0.0","0.0","0.0","0.0","0"
"566","16","Phi-4-mini 3.8B Instruct","chain-of-thought","0.0","0.0","0.0","0.0","0.0","0"
"567","17","Phi-4-mini 3.8B Instruct","chain-of-thought","0.0","0.0","0.0","0.0","0.0","0"
"568","18","Phi-4-mini 3.8B Instruct","chain-of-thought","0.0","0.0","0.0","0.0","0.0","0"
"569","19","Phi-4-mini 3.8B Instruct","chain-of-thought","661.0","58.4","36.9","137.1","287.5","4"
"570","20","Phi-4-mini 3.8B Instruct","chain-of-thought","0.0","0.0","0.0","0.0","0.0","0"
"571","21","Phi-4-mini 3.8B Instruct","chain-of-thought","0.0","0.0","0.0","0.0","0.0","0"
"572","22","Phi-4-mini 3.8B Instruct","chain-of-thought","545.0","121.2","19.1","542.4","0.0","4"
"573","23","Phi-4-mini 3.8B Instruct","chain-of-thought","100.0","5.0","5.0","30.0","200.0","1"
"574","24","Phi-4-mini 3.8B Instruct","chain-of-thought","0.0","0.0","0.0","0.0","0.0","0"
"575","25","Phi-4-mini 3.8B Instruct","chain-of-thought","0.0","0.0","0.0","0.0","0.0","0"
"576","26","Phi-4-mini 3.8B Instruct","chain-of-thought","291.8","21.4","7.4","76.1","251.7","4"
"577","27","Phi-4-mini 3.8B Instruct","chain-of-thought","0.0","0.0","0.0","0.0","0.0","0"
"578","28","Phi-4-mini 3.8B Instruct","chain-of-thought","0.0","0.0","0.0","0.0","0.0","0"
"579","29","Phi-4-mini 3.8B Instruct","chain-of-thought","0.0","0.0","0.0","0.0","0.0","0"
"580","30","Phi-4-mini 3.8B Instruct","chain-of-thought","0.0","0.0","0.0","0.0","0.0","0"
"581","31","Phi-4-mini 3.8B Instruct","chain-of-thought","0.0","0.0","0.0","0.0","0.0","0"
"582","32","Phi-4-mini 3.8B Instruct","chain-of-thought","0.0","13.45","0.0","32.5","225.9","4"
"583","33","Phi-4-mini 3.8B Instruct","chain-of-thought","0.0","0.0","0.0","0.0","0.0","0"
"584","34","Phi-4-mini 3.8B Instruct","chain-of-thought","0.0","0.0","0.0","0.0","0.0","0"
"585","35","Phi-4-mini 3.8B Instruct","chain-of-thought","0.0","0.0","0.0","0.0","0.0","0"
"586","36","Phi-4-mini 3.8B Instruct","chain-of-thought","0.0","0.0","0.0","0.0","0.0","0"
"587","37","Phi-4-mini 3.8B Instruct","chain-of-thought","0.0","0.0","0.0","0.0","0.0","0"
"588","38","Phi-4-mini 3.8B Instruct","chain-of-thought","0.0","0.0","0.0","0.0","0.0","0"
"589","39","Phi-4-mini 3.8B Instruct","chain-of-thought","0.0","0.0","0.0","0.0","0.0","0"
"590","40","Phi-4-mini 3.8B Instruct","chain-of-thought","0.0","0.0","0.0","0.0","0.0","0"
"591","41","Phi-4-mini 3.8B Instruct","chain-of-thought","0.0","0.0","0.0","0.0","0.0","0"
"592","42","Phi-4-mini 3.8B Instruct","chain-of-thought","300.0","20.3","13.5","-4.1","200.0","4"
