experiment_id,transcript_id,model_name,technique_name,json_valid,pred_count,total_calories,serving_calories,servings_estimated
"340","40","Phi-4-mini 3.8B Instruct","few-shot","1","3","391.0","319.0","1"
"341","41","Phi-4-mini 3.8B Instruct","few-shot","1","0","0.0","0.0","1"
"342","42","Phi-4-mini 3.8B Instruct","few-shot","1","0","0.0","0.0","1"
"343","43","Phi-4-mini 3.8B Instruct","few-shot","1","3","391.0","319.0","1"
"344","44","Phi-4-mini 3.8B Instruct","few-shot","0","0","0.0","0.0","0"
"345","45","Phi-4-mini 3.8B Instruct","few-shot","1","6","0.0","0.0","1"
"346","46","Phi-4-mini 3.8B Instruct","few-shot","1","3","391.0","319.0","1"
"347","47","Phi-4-mini 3.8B Instruct","few-shot","1","3","391.0","319.0","1"
"348","48","Phi-4-mini 3.8B Instruct","few-shot","1","0","0.0","0.0","1"
"349","49","Phi-4-mini 3.8B Instruct","few-shot","1","3","319.0","319.0","1"
"350","50","Phi-4-mini 3.8B Instruct","few-shot","1","3","391.0","319.0","1"
"351","1","Qwen 2.5 3B Instruct","few-shot","1","7","2065.9","2065.9","1"
"352","2","Qwen 2.5 3B Instruct","few-shot","1","6","710.3","342.0","1"
"353","3","Qwen 2.5 3B Instruct","few-shot","1","5","873.0","598.0","1"
"354","4","Qwen 2.5 3B Instruct","few-shot","1","8","1381.0","426.0","1"
"355","5","Qwen 2.5 3B Instruct","few-shot","1","9","184.5","370.4","1"
"356","6","Qwen 2.5 3B Instruct","few-shot","0","0","0.0","0.0","0"
"357","7","Qwen 2.5 3B Instruct","few-shot","1","8","806.3","520.6","1"
"358","8","Qwen 2.5 3B Instruct","few-shot","1","13","2466.0","192.5","4"
"359","9","Qwen 2.5 3B Instruct","few-shot","1","11","632.7","503.8","1"
"360","10","Qwen 2.5 3B Instruct","few-shot","1","5","925.0","435.0","1"
"361","11","Qwen 2.5 3B Instruct","few-shot","1","11","799.0","654.0","1"
"362","12","Qwen 2.5 3B Instruct","few-shot","1","7","516.7","203.4","1"
"363","13","Qwen 2.5 3B Instruct","few-shot","0","0","0.0","0.0","0"
"364","14","Qwen 2.5 3B Instruct","few-shot","1","4","879.7","389.7","1"
"365","15","Qwen 2.5 3B Instruct","few-shot","1","8","584.0","426.0","1"
"366","16","Qwen 2.5 3B Instruct","few-shot","1","5","639.2","594.0","1"
"367","17","Qwen 2.5 3B Instruct","few-shot","1","4","317.8","238.0","1"
"368","18","Qwen 2.5 3B Instruct","few-shot","0","0","0.0","0.0","0"
"369","19","Qwen 2.5 3B Instruct","few-shot","1","3","376.0","376.0","1"
"370","20","Qwen 2.5 3B Instruct","few-shot","0","0","0.0","0.0","0"
"371","21","Qwen 2.5 3B Instruct","few-shot","1","7","732.4","564.0","1"
"372","22","Qwen 2.5 3B Instruct","few-shot","1","6","268.0","268.0","1"
"373","23","Qwen 2.5 3B Instruct","few-shot","1","8","552.7","475.0","1"
"374","24","Qwen 2.5 3B Instruct","few-shot","1","9","244.6","273.5","1"
"401","1","Gemma-SEA-LION v4 4B","few-shot","0","0","0.0","0.0","0"
"402","2","Gemma-SEA-LION v4 4B","few-shot","0","0","0.0","0.0","0"
"403","3","Gemma-SEA-LION v4 4B","few-shot","0","0","0.0","0.0","0"
"404","4","Gemma-SEA-LION v4 4B","few-shot","0","0","0.0","0.0","0"
"405","5","Gemma-SEA-LION v4 4B","few-shot","0","0","0.0","0.0","0"
"406","6","Gemma-SEA-LION v4 4B","few-shot","0","0","0.0","0.0","0"
"407","7","Gemma-SEA-LION v4 4B","few-shot","0","0","0.0","0.0","0"
"408","8","Gemma-SEA-LION v4 4B","few-shot","0","0","0.0","0.0","0"
"409","9","Gemma-SEA-LION v4 4B","few-shot","0","0","0.0","0.0","0"
"410","10","Gemma-SEA-LION v4 4B","few-shot","0","0","0.0","0.0","0"
"411","11","Gemma-SEA-LION v4 4B","few-shot","0","0","0.0","0.0","0"
"412","12","Gemma-SEA-LION v4 4B","few-shot","0","0","0.0","0.0","0"
"413","13","Gemma-SEA-LION v4 4B","few-shot","1","4","820.0","245.0","1"
"414","14","Gemma-SEA-LION v4 4B","few-shot","0","0","0.0","0.0","0"
"415","15","Gemma-SEA-LION v4 4B","few-shot","0","0","0.0","0.0","0"
"416","16","Gemma-SEA-LION v4 4B","few-shot","1","5","694.0","694.0","3"
"417","17","Gemma-SEA-LION v4 4B","few-shot","1","5","1047.0","350.0","1"
"418","18","Gemma-SEA-LION v4 4B","few-shot","0","0","0.0","0.0","0"
"419","19","Gemma-SEA-LION v4 4B","few-shot","1","3","1040.0","248.0","1"
"420","20","Gemma-SEA-LION v4 4B","few-shot","0","0","0.0","0.0","0"
"421","21","Gemma-SEA-LION v4 4B","few-shot","0","0","0.0","0.0","0"
"422","22","Gemma-SEA-LION v4 4B","few-shot","0","0","0.0","0.0","0"
"423","23","Gemma-SEA-LION v4 4B","few-shot","0","0","0.0","0.0","0"
"424","24","Gemma-SEA-LION v4 4B","few-shot","0","0","0.0","0.0","0"
"425","25","Gemma-SEA-LION v4 4B","few-shot","0","0","0.0","0.0","0"
"426","26","Gemma-SEA-LION v4 4B","few-shot","1","3","665.0","345.0","1"
"427","27","Gemma-SEA-LION v4 4B","few-shot","1","4","428.0","428.0","1"
"428","28","Gemma-SEA-LION v4 4B","few-shot","0","0","0.0","0.0","0"
"429","29","Gemma-SEA-LION v4 4B","few-shot","0","0","0.0","0.0","0"
"430","30","Gemma-SEA-LION v4 4B","few-shot","1","6","947.0","238.0","1"
"431","31","Gemma-SEA-LION v4 4B","few-shot","0","0","0.0","0.0","0"
"432","32","Gemma-SEA-LION v4 4B","few-shot","1","4","985.0","475.0","1"
"433","33","Gemma-SEA-LION v4 4B","few-shot","0","0","0.0","0.0","0"
"434","34","Gemma-SEA-LION v4 4B","few-shot","0","0","0.0","0.0","0"
"435","35","Gemma-SEA-LION v4 4B","few-shot","0","0","0.0","0.0","0"
"436","36","Gemma-SEA-LION v4 4B","few-shot","0","0","0.0","0.0","0"
"437","37","Gemma-SEA-LION v4 4B","few-shot","0","0","0.0","0.0","0"
"438","38","Gemma-SEA-LION v4 4B","few-shot","0","0","0.0","0.0","0"
"439","39","Gemma-SEA-LION v4 4B","few-shot","0","0","0.0","0.0","0"
"440","40","Gemma-SEA-LION v4 4B","few-shot","0","0","0.0","0.0","0"
"441","41","Gemma-SEA-LION v4 4B","few-shot","0","0","0.0","0.0","0"
"442","42","Gemma-SEA-LION v4 4B","few-shot","1","2","1286.0","348.0","1"
"443","43","Gemma-SEA-LION v4 4B","few-shot","0","0","0.0","0.0","0"
"444","44","Gemma-SEA-LION v4 4B","few-shot","0","0","0.0","0.0","0"
"445","45","Gemma-SEA-LION v4 4B","few-shot","0","0","0.0","0.0","0"
"446","46","Gemma-SEA-LION v4 4B","few-shot","1","5","1377.0","483.0","1"
"447","47","Gemma-SEA-LION v4 4B","few-shot","0","0","0.0","0.0","0"
"448","48","Gemma-SEA-LION v4 4B","few-shot","0","0","0.0","0.0","0"
"449","49","Gemma-SEA-LION v4 4B","few-shot","0","0","0.0","0.0","0"
"450","50","Gemma-SEA-LION v4 4B","few-shot","0","0","0.0","0.0","0"
"451","1","MedGemma 4B","few-shot","0","0","0.0","0.0","0"
"452","2","MedGemma 4B","few-shot","0","0","0.0","0.0","0"
"453","3","MedGemma 4B","few-shot","0","0","0.0","0.0","0"
"454","4","MedGemma 4B","few-shot","0","0","0.0","0.0","0"
"455","5","MedGemma 4B","few-shot","0","0","0.0","0.0","0"
"456","6","MedGemma 4B","few-shot","0","0","0.0","0.0","0"
"457","7","MedGemma 4B","few-shot","0","0","0.0","0.0","0"
"458","8","MedGemma 4B","few-shot","0","0","0.0","0.0","0"
"459","9","MedGemma 4B","few-shot","0","0","0.0","0.0","0"
"460","10","MedGemma 4B","few-shot","0","0","0.0","0.0","0"
"461","11","MedGemma 4B","few-shot","0","0","0.0","0.0","0"
"462","12","MedGemma 4B","few-shot","0","0","0.0","0.0","0"
"463","13","MedGemma 4B","few-shot","0","0","0.0","0.0","0"
"464","14","MedGemma 4B","few-shot","0","0","0.0","0.0","0"
"465","15","MedGemma 4B","few-shot","0","0","0.0","0.0","0"
"466","16","MedGemma 4B","few-shot","1","5","4789.0","475.0","3"
"467","17","MedGemma 4B","few-shot","1","5","1036.0","465.0","1"
"468","18","MedGemma 4B","few-shot","0","0","0.0","0.0","0"
"469","19","MedGemma 4B","few-shot","1","2","675.0","375.0","4"
"470","20","MedGemma 4B","few-shot","0","0","0.0","0.0","0"
"471","21","MedGemma 4B","few-shot","0","0","0.0","0.0","0"
"472","22","MedGemma 4B","few-shot","0","0","0.0","0.0","0"
"473","23","MedGemma 4B","few-shot","0","0","0.0","0.0","0"
"474","24","MedGemma 4B","few-shot","0","0","0.0","0.0","0"
"475","25","MedGemma 4B","few-shot","0","0","0.0","0.0","0"
"476","26","MedGemma 4B","few-shot","1","3","675.0","450.0","1"
"477","27","MedGemma 4B","few-shot","1","4","1278.0","450.0","1"
"478","28","MedGemma 4B","few-shot","0","0","0.0","0.0","0"
"479","29","MedGemma 4B","few-shot","0","0","0.0","0.0","0"
"480","30","MedGemma 4B","few-shot","1","6","1572.0","367.0","1"
"481","31","MedGemma 4B","few-shot","0","0","0.0","0.0","0"
"482","32","MedGemma 4B","few-shot","1","5","1623.0","450.0","1"
"483","33","MedGemma 4B","few-shot","0","0","0.0","0.0","0"
"484","34","MedGemma 4B","few-shot","0","0","0.0","0.0","0"
"485","35","MedGemma 4B","few-shot","1","6","1029.0","238.0","1"
"486","36","MedGemma 4B","few-shot","0","0","0.0","0.0","0"
"487","37","MedGemma 4B","few-shot","0","0","0.0","0.0","0"
"488","38","MedGemma 4B","few-shot","0","0","0.0","0.0","0"
"489","39","MedGemma 4B","few-shot","0","0","0.0","0.0","0"
"490","40","MedGemma 4B","few-shot","0","0","0.0","0.0","0"
"491","41","MedGemma 4B","few-shot","0","0","0.0","0.0","0"
"492","42","MedGemma 4B","few-shot","1","2","920.0","362.0","1"
"493","43","MedGemma 4B","few-shot","0","0","0.0","0.0","0"
"494","44","MedGemma 4B","few-shot","0","0","0.0","0.0","0"
"495","45","MedGemma 4B","few-shot","0","0","0.0","0.0","0"
"496","46","MedGemma 4B","few-shot","0","0","0.0","0.0","0"
"497","47","MedGemma 4B","few-shot","0","0","0.0","0.0","0"
"498","48","MedGemma 4B","few-shot","0","0","0.0","0.0","0"
"499","49","MedGemma 4B","few-shot","0","0","0.0","0.0","0"
"500","50","MedGemma 4B","few-shot","0","0","0.0","0.0","0"
"501","1","Llama 3.2 3B Instruct","chain-of-thought","1","2","360.0","360.0","1"
"502","2","Llama 3.2 3B Instruct","chain-of-thought","0","0","0.0","0.0","0"
"503","3","Llama 3.2 3B Instruct","chain-of-thought","1","4","675.0","450.0","4"
"504","4","Llama 3.2 3B Instruct","chain-of-thought","1","1","0.0","0.0","0"
"505","5","Llama 3.2 3B Instruct","chain-of-thought","1","8","889.0","1019.0","1"
"506","6","Llama 3.2 3B Instruct","chain-of-thought","0","0","0.0","0.0","0"
"507","7","Llama 3.2 3B Instruct","chain-of-thought","1","3","360.0","90.0","4"
"508","8","Llama 3.2 3B Instruct","chain-of-thought","1","1","0.0","0.0","0"
"509","9","Llama 3.2 3B Instruct","chain-of-thought","1","10","855.0","363.25","4"
"510","10","Llama 3.2 3B Instruct","chain-of-thought","1","6","2200.0","1100.0","4"
"511","11","Llama 3.2 3B Instruct","chain-of-thought","0","0","0.0","0.0","0"
"512","12","Llama 3.2 3B Instruct","chain-of-thought","0","0","0.0","0.0","0"
"513","13","Llama 3.2 3B Instruct","chain-of-thought","1","5","50150.0","15750.0","2"
"514","14","Llama 3.2 3B Instruct","chain-of-thought","1","4","5400.0","1350.0","4"
"515","15","Llama 3.2 3B Instruct","chain-of-thought","1","0","1296.0","0.0","0"
"516","16","Llama 3.2 3B Instruct","chain-of-thought","1","8","5430.0","1263.0","4"
"517","17","Llama 3.2 3B Instruct","chain-of-thought","0","0","0.0","0.0","0"
"518","18","Llama 3.2 3B Instruct","chain-of-thought","1","1","0.0","0.0","0"
"519","19","Llama 3.2 3B Instruct","chain-of-thought","1","0","0.0","0.0","0"
"520","20","Llama 3.2 3B Instruct","chain-of-thought","1","3","175.0","175.0","4"
"521","21","Llama 3.2 3B Instruct","chain-of-thought","1","8","24170.0","303.2","4"
"522","22","Llama 3.2 3B Instruct","chain-of-thought","0","0","0.0","0.0","0"
"523","23","Llama 3.2 3B Instruct","chain-of-thought","0","0","0.0","0.0","0"
"524","24","Llama 3.2 3B Instruct","chain-of-thought","1","4","764.0","764.0","0"
"525","25","Llama 3.2 3B Instruct","chain-of-thought","0","0","0.0","0.0","0"
"526","26","Llama 3.2 3B Instruct","chain-of-thought","1","4","3320.0","830.0","4"
"527","27","Llama 3.2 3B Instruct","chain-of-thought","1","4","1213.0","304.8","4"
"528","28","Llama 3.2 3B Instruct","chain-of-thought","0","0","0.0","0.0","0"
"529","29","Llama 3.2 3B Instruct","chain-of-thought","1","2","1125000.0","1125000.0","0"
"530","30","Llama 3.2 3B Instruct","chain-of-thought","1","0","350.0","0.0","0"
"531","31","Llama 3.2 3B Instruct","chain-of-thought","1","1","0.0","0.0","0"
"532","32","Llama 3.2 3B Instruct","chain-of-thought","0","0","0.0","0.0","0"
"533","33","Llama 3.2 3B Instruct","chain-of-thought","0","0","0.0","0.0","0"
"534","34","Llama 3.2 3B Instruct","chain-of-thought","1","0","612.0","0.0","0"
"535","35","Llama 3.2 3B Instruct","chain-of-thought","1","0","200.0","0.0","0"
"536","36","Llama 3.2 3B Instruct","chain-of-thought","1","4","755.0","188.8","4"
"537","37","Llama 3.2 3B Instruct","chain-of-thought","1","5","550.0","275.0","0"
"538","38","Llama 3.2 3B Instruct","chain-of-thought","1","0","0.0","0.0","0"
"539","39","Llama 3.2 3B Instruct","chain-of-thought","1","0","0.0","0.0","0"
"540","40","Llama 3.2 3B Instruct","chain-of-thought","0","0","0.0","0.0","0"
"541","41","Llama 3.2 3B Instruct","chain-of-thought","1","0","187.5","0.0","0"
"542","42","Llama 3.2 3B Instruct","chain-of-thought","0","0","0.0","0.0","0"
"543","43","Llama 3.2 3B Instruct","chain-of-thought","1","2","440.0","0.0","0"
"544","44","Llama 3.2 3B Instruct","chain-of-thought","1","4","365.0","91.25","4"
"545","45","Llama 3.2 3B Instruct","chain-of-thought","1","0","0.0","0.0","0"
"546","46","Llama 3.2 3B Instruct","chain-of-thought","1","0","1890.0","0.0","0"
"547","47","Llama 3.2 3B Instruct","chain-of-thought","1","8","730.0","180.0","4"
"548","48","Llama 3.2 3B Instruct","chain-of-thought","1","4","620.0","155.0","4"
"549","49","Llama 3.2 3B Instruct","chain-of-thought","1","1","0.0","0.0","0"
"550","50","Llama 3.2 3B Instruct","chain-of-thought","1","7","1575.0","261.25","4"
"551","1","Phi-4-mini 3.8B Instruct","chain-of-thought","0","0","0.0","0.0","0"
"552","2","Phi-4-mini 3.8B Instruct","chain-of-thought","1","1","150.5","150.5","1"
"553","3","Phi-4-mini 3.8B Instruct","chain-of-thought","0","0","0.0","0.0","0"
"554","4","Phi-4-mini 3.8B Instruct","chain-of-thought","1","0","0.0","0.0","0"
"555","5","Phi-4-mini 3.8B Instruct","chain-of-thought","1","1","0.0","0.0","0"
"556","6","Phi-4-mini 3.8B Instruct","chain-of-thought","1","0","0.0","0.0","0"
"557","7","Phi-4-mini 3.8B Instruct","chain-of-thought","1","1","250.7","250.7","4"
"558","8","Phi-4-mini 3.8B Instruct","chain-of-thought","0","0","0.0","0.0","0"
"559","9","Phi-4-mini 3.8B Instruct","chain-of-thought","0","0","0.0","0.0","0"
"560","10","Phi-4-mini 3.8B Instruct","chain-of-thought","1","0","0.0","0.0","0"
"561","11","Phi-4-mini 3.8B Instruct","chain-of-thought","0","0","0.0","0.0","0"
"562","12","Phi-4-mini 3.8B Instruct","chain-of-thought","1","1","0.0","0.0","0"
"563","13","Phi-4-mini 3.8B Instruct","chain-of-thought","1","0","0.0","0.0","0"
"564","14","Phi-4-mini 3.8B Instruct","chain-of-thought","1","0","0.0","0.0","0"
"565","15","Phi-4-mini 3.8B Instruct","chain-of-thought","1","0","0.0","0.0","0"
"566","16","Phi-4-mini 3.8B Instruct","chain-of-thought","0","0","0.0","0.0","0"
"567","17","Phi-4-mini 3.8B Instruct","chain-of-thought","0","0","0.0","0.0","0"
"568","18","Phi-4-mini 3.8B Instruct","chain-of-thought","1","0","0.0","0.0","0"
"569","19","Phi-4-mini 3.8B Instruct","chain-of-thought","1","4","661.0","287.5","4"
"570","20","Phi-4-mini 3.8B Instruct","chain-of-thought","0","0","0.0","0.0","0"
"571","21","Phi-4-mini 3.8B Instruct","chain-of-thought","0","0","0.0","0.0","0"
"572","22","Phi-4-mini 3.8B Instruct","chain-of-thought","1","4","545.0","0.0","4"
"573","23","Phi-4-mini 3.8B Instruct","chain-of-thought","1","1","100.0","200.0","1"
"574","24","Phi-4-mini 3.8B Instruct","chain-of-thought","0","0","0.0","0.0","0"
"575","25","Phi-4-mini 3.8B Instruct","chain-of-thought","1","0","0.0","0.0","0"
"576","26","Phi-4-mini 3.8B Instruct","chain-of-thought","1","4","291.8","251.7","4"
"577","27","Phi-4-mini 3.8B Instruct","chain-of-thought","1","0","0.0","0.0","0"
"578","28","Phi-4-mini 3.8B Instruct","chain-of-thought","1","0","0.0","0.0","0"
"579","29","Phi-4-mini 3.8B Instruct","chain-of-thought","1","1","0.0","0.0","0"
"580","30","Phi-4-mini 3.8B Instruct","chain-of-thought","1","0","0.0","0.0","0"
"581","31","Phi-4-mini 3.8B Instruct","chain-of-thought","1","0","0.0","0.0","0"
"582","32","Phi-4-mini 3.8B Instruct","chain-of-thought","1","2","0.0","225.9","4"
"583","33","Phi-4-mini 3.8B Instruct","chain-of-thought","1","1","0.0","0.0","0"
"584","34","Phi-4-mini 3.8B Instruct","chain-of-thought","1","0","0.0","0.0","0"
"585","35","Phi-4-mini 3.8B Instruct","chain-of-thought","0","0","0.0","0.0","0"
"586","36","Phi-4-mini 3.8B Instruct","chain-of-thought","1","1","0.0","0.0","0"
"587","37","Phi-4-mini 3.8B Instruct","chain-of-thought","1","0","0.0","0.0","0"
"588","38","Phi-4-mini 3.8B Instruct","chain-of-thought","1","0","0.0","0.0","0"
"589","39","Phi-4-mini 3.8B Instruct","chain-of-thought","0","0","0.0","0.0","0"
"590","40","Phi-4-mini 3.8B Instruct","chain-of-thought","1","0","0.0","0.0","0"
"591","41","Phi-4-mini 3.8B Instruct","chain-of-thought","0","0","0.0","0.0","0"
"592","42","Phi-4-mini 3.8B Instruct","chain-of-thought","1","4","300.0","200.0","4"
"593","43","Phi-4-mini 3.8B Instruct","chain-of-thought","1","0","0.0","0.0","1"
"594","44","Phi-4-mini 3.8B Instruct","chain-of-thought","1","0","0.0","0.0","0"
"595","45","Phi-4-mini 3.8B Instruct","chain-of-thought","1","4","391.5","100.5","4"
"596","46","Phi-4-mini 3.8B Instruct","chain-of-thought","1","1","0.0","0.0","0"
"597","47","Phi-4-mini 3.8B Instruct","chain-of-thought","1","0","0.0","0.0","0"
"598","48","Phi-4-mini 3.8B Instruct","chain-of-thought","1","0","0.0","0.0","0"
"599","49","Phi-4-mini 3.8B Instruct","chain-of-thought","1","0","0.0","0.0","0"
"600","50","Phi-4-mini 3.8B Instruct","chain-of-thought","0","0","0.0","0.0","0"
"601","1","Qwen 2.5 3B Instruct","chain-of-thought","1","5","148.9","253.8","4"
"602","2","Qwen 2.5 3B Instruct","chain-of-thought","1","4","248.9","123.8","4"
"603","3","Qwen 2.5 3B Instruct","chain-of-thought","1","12","1073.2","187.5","4"
"651","1","Gemma-SEA-LION v4 4B","chain-of-thought","1","5","214.0","358.0","1"
"652","2","Gemma-SEA-LION v4 4B","chain-of-thought","1","7","578.0","350.0","1"
"653","3","Gemma-SEA-LION v4 4B","chain-of-thought","1","5","317.0","350.0","1"
"654","4","Gemma-SEA-LION v4 4B","chain-of-thought","1","8","350.0","350.0","1"
"655","5","Gemma-SEA-LION v4 4B","chain-of-thought","1","5","294.0","320.0","1"
"656","6","Gemma-SEA-LION v4 4B","chain-of-thought","1","8","458.0","350.0","1"
"657","7","Gemma-SEA-LION v4 4B","chain-of-thought","1","7","350.0","350.0","1"
"658","8","Gemma-SEA-LION v4 4B","chain-of-thought","1","8","785.0","325.0","1"
"659","9","Gemma-SEA-LION v4 4B","chain-of-thought","1","7","350.0","350.0","1"
"660","10","Gemma-SEA-LION v4 4B","chain-of-thought","1","7","583.0","350.0","1"
"661","11","Gemma-SEA-LION v4 4B","chain-of-thought","1","7","350.0","350.0","1"
"662","12","Gemma-SEA-LION v4 4B","chain-of-thought","0","0","0.0","0.0","0"
"663","13","Gemma-SEA-LION v4 4B","chain-of-thought","1","7","587.0","350.0","1"
"664","14","Gemma-SEA-LION v4 4B","chain-of-thought","1","6","350.0","350.0","1"
"665","15","Gemma-SEA-LION v4 4B","chain-of-thought","1","7","3168.0","350.0","1"
"666","16","Gemma-SEA-LION v4 4B","chain-of-thought","1","7","398.0","350.0","1"
"667","17","Gemma-SEA-LION v4 4B","chain-of-thought","1","8","1036.8","356.7","1"
"668","18","Gemma-SEA-LION v4 4B","chain-of-thought","1","6","345.0","345.0","1"
"669","19","Gemma-SEA-LION v4 4B","chain-of-thought","1","6","350.0","350.0","1"
"670","20","Gemma-SEA-LION v4 4B","chain-of-thought","1","6","213.6","357.8","1"
"671","21","Gemma-SEA-LION v4 4B","chain-of-thought","1","7","350.0","350.0","1"
"672","22","Gemma-SEA-LION v4 4B","chain-of-thought","1","5","368.0","320.0","1"
"673","23","Gemma-SEA-LION v4 4B","chain-of-thought","1","6","358.0","358.0","1"
"674","24","Gemma-SEA-LION v4 4B","chain-of-thought","1","8","687.0","375.0","1"
"675","25","Gemma-SEA-LION v4 4B","chain-of-thought","1","7","537.0","350.0","1"
"676","26","Gemma-SEA-LION v4 4B","chain-of-thought","1","7","487.0","348.0","1"
"677","27","Gemma-SEA-LION v4 4B","chain-of-thought","1","7","350.0","350.0","1"
"678","28","Gemma-SEA-LION v4 4B","chain-of-thought","1","5","253.5","350.0","1"
"679","29","Gemma-SEA-LION v4 4B","chain-of-thought","1","7","350.0","350.0","1"
"680","30","Gemma-SEA-LION v4 4B","chain-of-thought","1","7","534.0","350.0","1"
"681","31","Gemma-SEA-LION v4 4B","chain-of-thought","1","7","350.0","350.0","1"
"682","32","Gemma-SEA-LION v4 4B","chain-of-thought","1","7","564.0","350.0","1"
"683","33","Gemma-SEA-LION v4 4B","chain-of-thought","1","5","243.0","345.0","1"
"684","34","Gemma-SEA-LION v4 4B","chain-of-thought","1","6","350.0","350.0","1"
"685","35","Gemma-SEA-LION v4 4B","chain-of-thought","1","6","345.0","345.0","1"
"686","36","Gemma-SEA-LION v4 4B","chain-of-thought","1","5","286.1","345.6","1"
"687","37","Gemma-SEA-LION v4 4B","chain-of-thought","1","6","268.0","325.0","1"
"688","38","Gemma-SEA-LION v4 4B","chain-of-thought","1","8","690.0","360.0","1"
"689","39","Gemma-SEA-LION v4 4B","chain-of-thought","1","7","489.0","345.0","1"
"690","40","Gemma-SEA-LION v4 4B","chain-of-thought","1","8","784.0","325.0","1"
"691","41","Gemma-SEA-LION v4 4B","chain-of-thought","1","6","289.5","345.6","1"
"692","42","Gemma-SEA-LION v4 4B","chain-of-thought","1","7","462.0","350.0","1"
"693","43","Gemma-SEA-LION v4 4B","chain-of-thought","1","7","469.0","350.0","1"
"694","44","Gemma-SEA-LION v4 4B","chain-of-thought","1","7","563.0","350.0","1"
"695","45","Gemma-SEA-LION v4 4B","chain-of-thought","1","6","287.0","325.0","1"
"696","46","Gemma-SEA-LION v4 4B","chain-of-thought","1","5","243.0","345.0","1"
"697","47","Gemma-SEA-LION v4 4B","chain-of-thought","1","5","237.0","345.0","1"
"698","48","Gemma-SEA-LION v4 4B","chain-of-thought","1","8","512.4","375.4","1"
"699","49","Gemma-SEA-LION v4 4B","chain-of-thought","1","8","571.0","350.0","1"
"700","50","Gemma-SEA-LION v4 4B","chain-of-thought","1","8","485.0","325.0","1"
"701","1","MedGemma 4B","chain-of-thought","0","0","0.0","0.0","0"
"702","2","MedGemma 4B","chain-of-thought","0","0","0.0","0.0","0"
"703","3","MedGemma 4B","chain-of-thought","0","0","0.0","0.0","0"
"704","4","MedGemma 4B","chain-of-thought","0","0","0.0","0.0","0"
"705","5","MedGemma 4B","chain-of-thought","0","0","0.0","0.0","0"
"706","6","MedGemma 4B","chain-of-thought","0","0","0.0","0.0","0"
"707","7","MedGemma 4B","chain-of-thought","0","0","0.0","0.0","0"
"708","8","MedGemma 4B","chain-of-thought","0","0","0.0","0.0","0"
"709","9","MedGemma 4B","chain-of-thought","0","0","0.0","0.0","0"
"710","10","MedGemma 4B","chain-of-thought","0","0","0.0","0.0","0"
"711","11","MedGemma 4B","chain-of-thought","0","0","0.0","0.0","0"
"712","12","MedGemma 4B","chain-of-thought","0","0","0.0","0.0","0"
"713","13","MedGemma 4B","chain-of-thought","0","0","0.0","0.0","0"
"714","14","MedGemma 4B","chain-of-thought","1","0","8940.0","0.0","0"
"715","15","MedGemma 4B","chain-of-thought","0","0","0.0","0.0","0"
"716","16","MedGemma 4B","chain-of-thought","0","0","0.0","0.0","0"
"717","17","MedGemma 4B","chain-of-thought","0","0","0.0","0.0","0"
"718","18","MedGemma 4B","chain-of-thought","0","0","0.0","0.0","0"
"719","19","MedGemma 4B","chain-of-thought","0","0","0.0","0.0","0"
"720","20","MedGemma 4B","chain-of-thought","0","0","0.0","0.0","0"
"721","21","MedGemma 4B","chain-of-thought","0","0","0.0","0.0","0"
"722","22","MedGemma 4B","chain-of-thought","0","0","0.0","0.0","0"
"723","23","MedGemma 4B","chain-of-thought","0","0","0.0","0.0","0"
"724","24","MedGemma 4B","chain-of-thought","1","0","4.0","0.0","0"
"725","25","MedGemma 4B","chain-of-thought","0","0","0.0","0.0","0"
"726","26","MedGemma 4B","chain-of-thought","0","0","0.0","0.0","0"
"727","27","MedGemma 4B","chain-of-thought","0","0","0.0","0.0","0"
"728","28","MedGemma 4B","chain-of-thought","0","0","0.0","0.0","0"
"729","29","MedGemma 4B","chain-of-thought","0","0","0.0","0.0","0"
"730","30","MedGemma 4B","chain-of-thought","0","0","0.0","0.0","0"
"731","31","MedGemma 4B","chain-of-thought","0","0","0.0","0.0","0"
"732","32","MedGemma 4B","chain-of-thought","0","0","0.0","0.0","0"
"733","33","MedGemma 4B","chain-of-thought","1","0","0.0","0.0","0"
"734","34","MedGemma 4B","chain-of-thought","0","0","0.0","0.0","0"
"735","35","MedGemma 4B","chain-of-thought","0","0","0.0","0.0","0"
"736","36","MedGemma 4B","chain-of-thought","0","0","0.0","0.0","0"
"737","37","MedGemma 4B","chain-of-thought","0","0","0.0","0.0","0"
"738","38","MedGemma 4B","chain-of-thought","0","0","0.0","0.0","0"
"739","39","MedGemma 4B","chain-of-thought","0","0","0.0","0.0","0"
"740","40","MedGemma 4B","chain-of-thought","0","0","0.0","0.0","0"
"741","41","MedGemma 4B","chain-of-thought","0","0","0.0","0.0","0"
"742","42","MedGemma 4B","chain-of-thought","0","0","0.0","0.0","0"
"743","43","MedGemma 4B","chain-of-thought","0","0","0.0","0.0","0"
"744","44","MedGemma 4B","chain-of-thought","0","0","0.0","0.0","0"
"745","45","MedGemma 4B","chain-of-thought","0","0","0.0","0.0","0"
"746","46","MedGemma 4B","chain-of-thought","1","0","1469.0","0.0","0"
"747","47","MedGemma 4B","chain-of-thought","0","0","0.0","0.0","0"
"748","48","MedGemma 4B","chain-of-thought","0","0","0.0","0.0","0"
"749","49","MedGemma 4B","chain-of-thought","0","0","0.0","0.0","0"
