experiment_id,transcript_id,model_name,technique_name,pred_ingredient_count,gt_ingredient_count
"866","16","Qwen 2.5 3B Instruct","structured-output","1","10"
"867","17","Qwen 2.5 3B Instruct","structured-output","7","7"
"868","18","Qwen 2.5 3B Instruct","structured-output","1","7"
"869","19","Qwen 2.5 3B Instruct","structured-output","1","3"
"870","20","Qwen 2.5 3B Instruct","structured-output","1","7"
"871","21","Qwen 2.5 3B Instruct","structured-output","1","15"
"872","22","Qwen 2.5 3B Instruct","structured-output","2","12"
"873","23","Qwen 2.5 3B Instruct","structured-output","1","5"
"874","24","Qwen 2.5 3B Instruct","structured-output","1","7"
"875","25","Qwen 2.5 3B Instruct","structured-output","1","15"
"876","26","Qwen 2.5 3B Instruct","structured-output","5","20"
"877","27","Qwen 2.5 3B Instruct","structured-output","4","8"
"878","28","Qwen 2.5 3B Instruct","structured-output","8","10"
"879","29","Qwen 2.5 3B Instruct","structured-output","1","8"
"901","1","Gemma-SEA-LION v4 4B","structured-output","6","9"
"902","2","Gemma-SEA-LION v4 4B","structured-output","6","14"
"903","3","Gemma-SEA-LION v4 4B","structured-output","6","19"
"904","4","Gemma-SEA-LION v4 4B","structured-output","6","15"
"905","5","Gemma-SEA-LION v4 4B","structured-output","6","12"
"906","6","Gemma-SEA-LION v4 4B","structured-output","7","8"
"907","7","Gemma-SEA-LION v4 4B","structured-output","6","15"
"908","8","Gemma-SEA-LION v4 4B","structured-output","6","9"
"909","9","Gemma-SEA-LION v4 4B","structured-output","6","20"
"910","10","Gemma-SEA-LION v4 4B","structured-output","6","13"
"911","11","Gemma-SEA-LION v4 4B","structured-output","6","25"
"912","12","Gemma-SEA-LION v4 4B","structured-output","6","12"
"913","13","Gemma-SEA-LION v4 4B","structured-output","4","5"
"915","15","Gemma-SEA-LION v4 4B","structured-output","5","15"
"916","16","Gemma-SEA-LION v4 4B","structured-output","5","10"
"917","17","Gemma-SEA-LION v4 4B","structured-output","6","7"
"918","18","Gemma-SEA-LION v4 4B","structured-output","6","7"
"919","19","Gemma-SEA-LION v4 4B","structured-output","5","3"
"920","20","Gemma-SEA-LION v4 4B","structured-output","6","7"
"922","22","Gemma-SEA-LION v4 4B","structured-output","6","12"
"923","23","Gemma-SEA-LION v4 4B","structured-output","4","5"
"924","24","Gemma-SEA-LION v4 4B","structured-output","6","7"
"925","25","Gemma-SEA-LION v4 4B","structured-output","4","15"
"926","26","Gemma-SEA-LION v4 4B","structured-output","6","20"
"927","27","Gemma-SEA-LION v4 4B","structured-output","8","8"
"928","28","Gemma-SEA-LION v4 4B","structured-output","7","10"
"929","29","Gemma-SEA-LION v4 4B","structured-output","7","8"
"930","30","Gemma-SEA-LION v4 4B","structured-output","5","16"
"931","31","Gemma-SEA-LION v4 4B","structured-output","7","17"
"932","32","Gemma-SEA-LION v4 4B","structured-output","4","12"
"933","33","Gemma-SEA-LION v4 4B","structured-output","5","14"
"934","34","Gemma-SEA-LION v4 4B","structured-output","6","13"
"935","35","Gemma-SEA-LION v4 4B","structured-output","6","9"
"936","36","Gemma-SEA-LION v4 4B","structured-output","6","18"
"937","37","Gemma-SEA-LION v4 4B","structured-output","6","10"
"939","39","Gemma-SEA-LION v4 4B","structured-output","6","11"
"940","40","Gemma-SEA-LION v4 4B","structured-output","7","22"
"941","41","Gemma-SEA-LION v4 4B","structured-output","4","10"
"942","42","Gemma-SEA-LION v4 4B","structured-output","7","2"
"943","43","Gemma-SEA-LION v4 4B","structured-output","6","9"
"944","44","Gemma-SEA-LION v4 4B","structured-output","6","17"
"945","45","Gemma-SEA-LION v4 4B","structured-output","6","14"
"946","46","Gemma-SEA-LION v4 4B","structured-output","6","5"
"947","47","Gemma-SEA-LION v4 4B","structured-output","7","20"
"948","48","Gemma-SEA-LION v4 4B","structured-output","7","4"
"949","49","Gemma-SEA-LION v4 4B","structured-output","7","13"
"950","50","Gemma-SEA-LION v4 4B","structured-output","4","13"
"963","13","MedGemma 4B","structured-output","9","5"
"965","15","MedGemma 4B","structured-output","8","15"
"967","17","MedGemma 4B","structured-output","9","7"
"969","19","MedGemma 4B","structured-output","9","3"
"973","23","MedGemma 4B","structured-output","8","5"
"978","28","MedGemma 4B","structured-output","8","10"
"979","29","MedGemma 4B","structured-output","9","8"
"980","30","MedGemma 4B","structured-output","7","16"
"985","35","MedGemma 4B","structured-output","9","9"
"988","38","MedGemma 4B","structured-output","8","21"
