experiment_id,transcript_id,model_name,technique_name,name_original,name_en,hallucination_flag
"177","27","Gemma-SEA-LION v4 4B","zero-shot","nasi","rice","NO"
"177","27","Gemma-SEA-LION v4 4B","zero-shot","daun pandan","pandan leaves","NO"
"177","27","Gemma-SEA-LION v4 4B","zero-shot","air pati","coconut milk","NO"
"177","27","Gemma-SEA-LION v4 4B","zero-shot","telur","egg","NO"
"177","27","Gemma-SEA-LION v4 4B","zero-shot","ikan bilis","anchovies","NO"
"177","27","Gemma-SEA-LION v4 4B","zero-shot","badam","almonds","NO"
"177","27","Gemma-SEA-LION v4 4B","zero-shot","sambal belacan","chili paste with shrimp paste","NO"
"177","27","Gemma-SEA-LION v4 4B","zero-shot","ketul","cucumber","NO"
"178","28","Gemma-SEA-LION v4 4B","zero-shot","nasi","rice","NO"
"178","28","Gemma-SEA-LION v4 4B","zero-shot","daun pandan","pandan leaves","NO"
"178","28","Gemma-SEA-LION v4 4B","zero-shot","kunyit","turmeric","NO"
"178","28","Gemma-SEA-LION v4 4B","zero-shot","biji-bijian","anuts","NO"
"178","28","Gemma-SEA-LION v4 4B","zero-shot","ikan bilis","anchovies","NO"
"178","28","Gemma-SEA-LION v4 4B","zero-shot","telur","egg","NO"
"178","28","Gemma-SEA-LION v4 4B","zero-shot","sambal belacan","chilli paste","NO"
"179","29","Gemma-SEA-LION v4 4B","zero-shot","nasi","rice","NO"
"179","29","Gemma-SEA-LION v4 4B","zero-shot","daun pandan","pandan leaves","NO"
"179","29","Gemma-SEA-LION v4 4B","zero-shot","asam limau","candlenuts","NO"
"179","29","Gemma-SEA-LION v4 4B","zero-shot","biskut kari","crackers","NO"
"179","29","Gemma-SEA-LION v4 4B","zero-shot","telur","egg","NO"
"179","29","Gemma-SEA-LION v4 4B","zero-shot","ikan bilis","anchovies","NO"
"179","29","Gemma-SEA-LION v4 4B","zero-shot","tomato","tomato","NO"
"180","30","Gemma-SEA-LION v4 4B","zero-shot","nasi","rice","NO"
"180","30","Gemma-SEA-LION v4 4B","zero-shot","daun pandan","pandan leaves","NO"
"180","30","Gemma-SEA-LION v4 4B","zero-shot","air pati","coconut water","NO"
"180","30","Gemma-SEA-LION v4 4B","zero-shot","telur","egg","NO"
"180","30","Gemma-SEA-LION v4 4B","zero-shot","ikan bilis","anchovies","NO"
"180","30","Gemma-SEA-LION v4 4B","zero-shot","badam","almonds","NO"
"180","30","Gemma-SEA-LION v4 4B","zero-shot","serai","ginger","NO"
"180","30","Gemma-SEA-LION v4 4B","zero-shot","cuka","vinegar","NO"
"180","30","Gemma-SEA-LION v4 4B","zero-shot","sos cili","chili sauce","NO"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","nasi","rice","NO"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","daun pandan","pandan leaves","NO"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","air asam buaya","assam Boi Paste","NO"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","ikan bilis","dried anchovies","NO"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","telur","egg","NO"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","kacang merah","red beans","NO"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","serai","lemongrass","NO"
"183","33","Gemma-SEA-LION v4 4B","zero-shot","nasi","rice","NO"
"183","33","Gemma-SEA-LION v4 4B","zero-shot","daun pandan","pandan leaves","NO"
"183","33","Gemma-SEA-LION v4 4B","zero-shot","air rendam beras","rice soaking water","NO"
"183","33","Gemma-SEA-LION v4 4B","zero-shot","telur","egg","NO"
"183","33","Gemma-SEA-LION v4 4B","zero-shot","ikan bilis","anchovies","NO"
"183","33","Gemma-SEA-LION v4 4B","zero-shot","badam","almonds","NO"
"183","33","Gemma-SEA-LION v4 4B","zero-shot","sambal belacan","belacan chili paste","NO"
"183","33","Gemma-SEA-LION v4 4B","zero-shot","serai","galangal","NO"
"183","33","Gemma-SEA-LION v4 4B","zero-shot","daun bawang","scallions","NO"
"183","33","Gemma-SEA-LION v4 4B","zero-shot","secukup rasa","to taste","NO"
"184","34","Gemma-SEA-LION v4 4B","zero-shot","nasi","rice","NO"
"184","34","Gemma-SEA-LION v4 4B","zero-shot","daun pandan","pandan leaves","NO"
"184","34","Gemma-SEA-LION v4 4B","zero-shot","air rendam pulut","coconut milk","NO"
"184","34","Gemma-SEA-LION v4 4B","zero-shot","telur","egg","NO"
"184","34","Gemma-SEA-LION v4 4B","zero-shot","ikan bilis","anchovies","NO"
"184","34","Gemma-SEA-LION v4 4B","zero-shot","songe","preserved radish","NO"
"184","34","Gemma-SEA-LION v4 4B","zero-shot","buah parang","ginger flower","NO"
"184","34","Gemma-SEA-LION v4 4B","zero-shot","sambal belacan","chili paste with shrimp paste","NO"
"185","35","Gemma-SEA-LION v4 4B","zero-shot","nasi","rice","NO"
"185","35","Gemma-SEA-LION v4 4B","zero-shot","daun pandan","pandan leaves","NO"
"185","35","Gemma-SEA-LION v4 4B","zero-shot","air rendam nasi","coconut milk","NO"
"185","35","Gemma-SEA-LION v4 4B","zero-shot","telur","egg","NO"
"185","35","Gemma-SEA-LION v4 4B","zero-shot","ikan bilis","anchovies","NO"
"185","35","Gemma-SEA-LION v4 4B","zero-shot","songe","preserved cucumber","NO"
"185","35","Gemma-SEA-LION v4 4B","zero-shot","sambal","chili paste","NO"
"186","36","Gemma-SEA-LION v4 4B","zero-shot","nasi","rice","NO"
"186","36","Gemma-SEA-LION v4 4B","zero-shot","daun pandan","pandan leaves","NO"
"186","36","Gemma-SEA-LION v4 4B","zero-shot","air rendam beras","rice soaking water","NO"
"186","36","Gemma-SEA-LION v4 4B","zero-shot","telur","egg","NO"
"186","36","Gemma-SEA-LION v4 4B","zero-shot","ikan bilis","dried anchovies","NO"
"186","36","Gemma-SEA-LION v4 4B","zero-shot","kedalupan","candlenuts","NO"
"186","36","Gemma-SEA-LION v4 4B","zero-shot","sos cili","chili sauce","NO"
"186","36","Gemma-SEA-LION v4 4B","zero-shot","secukup rasa","to taste","NO"
"187","37","Gemma-SEA-LION v4 4B","zero-shot","nasi","rice","NO"
"187","37","Gemma-SEA-LION v4 4B","zero-shot","daun pandan","pandan leaves","NO"
"187","37","Gemma-SEA-LION v4 4B","zero-shot","kunyit","turmeric","NO"
"187","37","Gemma-SEA-LION v4 4B","zero-shot","asam limau","lime juice","NO"
"187","37","Gemma-SEA-LION v4 4B","zero-shot","ikan bilis","dried anchovies","NO"
"187","37","Gemma-SEA-LION v4 4B","zero-shot","telur","egg","NO"
"187","37","Gemma-SEA-LION v4 4B","zero-shot","sambal belacan","chilli paste","NO"
"188","38","Gemma-SEA-LION v4 4B","zero-shot","nasi","rice","NO"
"188","38","Gemma-SEA-LION v4 4B","zero-shot","daun pandan","pandan leaves","NO"
"188","38","Gemma-SEA-LION v4 4B","zero-shot","air pati","coconut milk","NO"
"188","38","Gemma-SEA-LION v4 4B","zero-shot","telur","egg","NO"
"188","38","Gemma-SEA-LION v4 4B","zero-shot","ikan bilis","dried anchovies","NO"
"188","38","Gemma-SEA-LION v4 4B","zero-shot","badam","almonds","NO"
"188","38","Gemma-SEA-LION v4 4B","zero-shot","sambal belacan","spicy shrimp paste sauce","NO"
"188","38","Gemma-SEA-LION v4 4B","zero-shot","secukup rasa","to taste","NO"
"191","41","Gemma-SEA-LION v4 4B","zero-shot","nasi","rice","NO"
"191","41","Gemma-SEA-LION v4 4B","zero-shot","daun pandan","pandan leaves","NO"
"191","41","Gemma-SEA-LION v4 4B","zero-shot","kunyit","turmeric","NO"
"191","41","Gemma-SEA-LION v4 4B","zero-shot","bunga pandan","pandan flowers","NO"
"191","41","Gemma-SEA-LION v4 4B","zero-shot","garam","salt","NO"
"191","41","Gemma-SEA-LION v4 4B","zero-shot","ikan bilis","anchovies","NO"
"191","41","Gemma-SEA-LION v4 4B","zero-shot","telur","egg","NO"
"191","41","Gemma-SEA-LION v4 4B","zero-shot"," kacang merah","red beans","NO"
"194","44","Gemma-SEA-LION v4 4B","zero-shot","nasi","rice","NO"
"194","44","Gemma-SEA-LION v4 4B","zero-shot","daun pandan","pandan leaves","NO"
"194","44","Gemma-SEA-LION v4 4B","zero-shot","air pati","coconut milk","NO"
"194","44","Gemma-SEA-LION v4 4B","zero-shot","telur","egg","NO"
"194","44","Gemma-SEA-LION v4 4B","zero-shot","ikan bilis","anchovies","NO"
"194","44","Gemma-SEA-LION v4 4B","zero-shot","bendi","ladies finger/okra","NO"
"194","44","Gemma-SEA-LION v4 4B","zero-shot","sambal belacan","prawn paste chili sauce","NO"
"195","45","Gemma-SEA-LION v4 4B","zero-shot","nasi","rice","NO"
"195","45","Gemma-SEA-LION v4 4B","zero-shot","daun pandan","pandan leaves","NO"
"195","45","Gemma-SEA-LION v4 4B","zero-shot","kunyit","turmeric","NO"
"195","45","Gemma-SEA-LION v4 4B","zero-shot","biji-bijian","anuts","NO"
"195","45","Gemma-SEA-LION v4 4B","zero-shot","ikan bilis","anchovies","NO"
"195","45","Gemma-SEA-LION v4 4B","zero-shot","tomato","tomatoes","NO"
"195","45","Gemma-SEA-LION v4 4B","zero-shot","sambal","chili paste","NO"
"196","46","Gemma-SEA-LION v4 4B","zero-shot","nasi","rice","NO"
"196","46","Gemma-SEA-LION v4 4B","zero-shot","daun pandan","pandan leaves","NO"
"196","46","Gemma-SEA-LION v4 4B","zero-shot","air rendam nasi","rice water","NO"
"196","46","Gemma-SEA-LION v4 4B","zero-shot","telur","egg","NO"
"196","46","Gemma-SEA-LION v4 4B","zero-shot","ikan bilis","anchovies","NO"
"196","46","Gemma-SEA-LION v4 4B","zero-shot"," kacang merah","red beans","NO"
"196","46","Gemma-SEA-LION v4 4B","zero-shot","sambal","chili paste","NO"
"197","47","Gemma-SEA-LION v4 4B","zero-shot","nasi","rice","NO"
"197","47","Gemma-SEA-LION v4 4B","zero-shot","daun pandan","pandan leaves","NO"
"197","47","Gemma-SEA-LION v4 4B","zero-shot","asam limau","candlenut paste","NO"
"197","47","Gemma-SEA-LION v4 4B","zero-shot","serai","galangal","NO"
"197","47","Gemma-SEA-LION v4 4B","zero-shot","biji bunga telang","butterfly pea flower seeds","NO"
"197","47","Gemma-SEA-LION v4 4B","zero-shot","ikan bilis","dried anchovies","NO"
"197","47","Gemma-SEA-LION v4 4B","zero-shot","telur","egg","NO"
"197","47","Gemma-SEA-LION v4 4B","zero-shot","sambal","chili paste","NO"
"199","49","Gemma-SEA-LION v4 4B","zero-shot","nasi","rice","NO"
"199","49","Gemma-SEA-LION v4 4B","zero-shot","daun pandan","pandan leaves","NO"
"199","49","Gemma-SEA-LION v4 4B","zero-shot","air rendam beras","rice soaking water","NO"
"199","49","Gemma-SEA-LION v4 4B","zero-shot","telur","egg","NO"
"199","49","Gemma-SEA-LION v4 4B","zero-shot","ikan bilis","anchovies","NO"
"199","49","Gemma-SEA-LION v4 4B","zero-shot","bendi","ladies finger","NO"
"199","49","Gemma-SEA-LION v4 4B","zero-shot","sosu","sugar palm","NO"
"199","49","Gemma-SEA-LION v4 4B","zero-shot","kunyit","turmeric","NO"
"199","49","Gemma-SEA-LION v4 4B","zero-shot","serai","lemongrass","NO"
"199","49","Gemma-SEA-LION v4 4B","zero-shot","secukup rasa","to taste","NO"
"200","50","Gemma-SEA-LION v4 4B","zero-shot","nasi","rice","NO"
"200","50","Gemma-SEA-LION v4 4B","zero-shot","daun pandan","pandan leaves","NO"
"200","50","Gemma-SEA-LION v4 4B","zero-shot","air asam buang","tamarind juice","NO"
"200","50","Gemma-SEA-LION v4 4B","zero-shot","telur","egg","NO"
"200","50","Gemma-SEA-LION v4 4B","zero-shot","ikan bilis","dried anchovies","NO"
"200","50","Gemma-SEA-LION v4 4B","zero-shot"," kacang merah","red beans","NO"
"200","50","Gemma-SEA-LION v4 4B","zero-shot","sosu","coconut milk","NO"
"202","2","MedGemma 4B","zero-shot","Nasi","Rice","NO"
"202","2","MedGemma 4B","zero-shot","Air","Coconut Milk","NO"
"202","2","MedGemma 4B","zero-shot","Daun Kelapa","Coconut Leaves","NO"
"202","2","MedGemma 4B","zero-shot","Gula Melaka","Palm Sugar","NO"
"202","2","MedGemma 4B","zero-shot","Garam","Salt","NO"
"202","2","MedGemma 4B","zero-shot","Telur","Eggs","NO"
"202","2","MedGemma 4B","zero-shot","Ikan Bilis","Dried Anchovies","NO"
"202","2","MedGemma 4B","zero-shot","Kismis","Raisins","NO"
"202","2","MedGemma 4B","zero-shot","Belacan","Shrimp Paste","NO"
"202","2","MedGemma 4B","zero-shot","Serai","Lemongrass","NO"
"202","2","MedGemma 4B","zero-shot","Bunga Kantan","Kantan Flower","NO"
"203","3","MedGemma 4B","zero-shot","Nasi","Rice","NO"
"203","3","MedGemma 4B","zero-shot","Air","Coconut Milk","NO"
"203","3","MedGemma 4B","zero-shot","Telur","Egg","NO"
"203","3","MedGemma 4B","zero-shot","Kacang Panjang","Green Beans","NO"
"203","3","MedGemma 4B","zero-shot","Udang","Shrimp","NO"
"203","3","MedGemma 4B","zero-shot","Ikan Bilis","Dried Sardines/Anchovies","NO"
"203","3","MedGemma 4B","zero-shot","Daun Keladi","Banana Leaf","NO"
"203","3","MedGemma 4B","zero-shot","Lada","Pepper","NO"
"203","3","MedGemma 4B","zero-shot","Gula","Sugar","NO"
"203","3","MedGemma 4B","zero-shot","Garam","Salt","NO"
"203","3","MedGemma 4B","zero-shot","Air","Coconut Water","NO"
"204","4","MedGemma 4B","zero-shot","Nasi","Rice","NO"
"204","4","MedGemma 4B","zero-shot","Air","Water","NO"
"204","4","MedGemma 4B","zero-shot","Daun Kelapa","Coconut Leaves","NO"
"204","4","MedGemma 4B","zero-shot","Air","Water","NO"
"204","4","MedGemma 4B","zero-shot","Keringki","Anchovies","NO"
"204","4","MedGemma 4B","zero-shot","Telur Asin","Salted Eggs","NO"
"204","4","MedGemma 4B","zero-shot","Ketumbar","Cilantro","NO"
"204","4","MedGemma 4B","zero-shot","Serai","Lemongrass","NO"
"204","4","MedGemma 4B","zero-shot","Gula Merah","Red Sugar","NO"
"204","4","MedGemma 4B","zero-shot","Garam","Salt","NO"
"204","4","MedGemma 4B","zero-shot","Air","Water","NO"
"206","6","MedGemma 4B","zero-shot","Nasi","Rice","NO"
"206","6","MedGemma 4B","zero-shot","Air Mata Kucing","Coconut Milk (Celik Air)","NO"
"206","6","MedGemma 4B","zero-shot","Gula Melaka","Palm Sugar (Gula Melaka)","NO"
"206","6","MedGemma 4B","zero-shot","Daun Ketum","Cili Api (Bird's Eye Chili)","NO"
"206","6","MedGemma 4B","zero-shot","Telur","Egg","NO"
"206","6","MedGemma 4B","zero-shot","Kismis","Raisins","NO"
"206","6","MedGemma 4B","zero-shot","Kecil","Anchovies (Kecil)","NO"
"206","6","MedGemma 4B","zero-shot","Minyak","Cooking Oil (Minyak)","NO"
"206","6","MedGemma 4B","zero-shot","Garam","Salt (Garam)","NO"
"206","6","MedGemma 4B","zero-shot","Serbuk Lada Hitam","Black Pepper (Serbuk Lada Hitam)","NO"
"214","14","MedGemma 4B","zero-shot","Nasi","Rice","NO"
"214","14","MedGemma 4B","zero-shot","Air","Coconut Milk","NO"
"214","14","MedGemma 4B","zero-shot","Minyak masak","Cooking Oil","NO"
"214","14","MedGemma 4B","zero-shot","Telur","Egg","NO"
"214","14","MedGemma 4B","zero-shot","Bendi","Green Beans","NO"
"214","14","MedGemma 4B","zero-shot","Ketumbar","Cilantro","NO"
"214","14","MedGemma 4B","zero-shot","Biji-bijian","Anchovies","NO"
"214","14","MedGemma 4B","zero-shot","Serai","Lemongrass","NO"
"214","14","MedGemma 4B","zero-shot","Garam","Salt","NO"
"214","14","MedGemma 4B","zero-shot","Gula","Sugar","NO"
"214","14","MedGemma 4B","zero-shot","Air","Water","NO"
"220","20","MedGemma 4B","zero-shot","Nasi","Rice","NO"
"220","20","MedGemma 4B","zero-shot","Telur","Egg","NO"
"220","20","MedGemma 4B","zero-shot","Daging","Chicken","NO"
"220","20","MedGemma 4B","zero-shot","Bawang","Onion","NO"
"220","20","MedGemma 4B","zero-shot","Ketumbar","Coriander","NO"
"220","20","MedGemma 4B","zero-shot","Serai","Ginger","NO"
"220","20","MedGemma 4B","zero-shot","Lobak","Shallots","NO"
"220","20","MedGemma 4B","zero-shot","Air","Water","NO"
"220","20","MedGemma 4B","zero-shot","Gula","Sugar","NO"
"220","20","MedGemma 4B","zero-shot","Garam","Salt","NO"
"222","22","MedGemma 4B","zero-shot","Nasi","Rice","NO"
"222","22","MedGemma 4B","zero-shot","Air","Water","NO"
"222","22","MedGemma 4B","zero-shot","Daun Keladi","Banana Leaf","NO"
"222","22","MedGemma 4B","zero-shot","Ketumbar","Coriander Seeds","NO"
"222","22","MedGemma 4B","zero-shot","Serai","Lemongrass","NO"
"222","22","MedGemma 4B","zero-shot","Gula Melaka","Palm Sugar","NO"
"222","22","MedGemma 4B","zero-shot","Garam","Salt","NO"
"222","22","MedGemma 4B","zero-shot","Air","Water","NO"
"222","22","MedGemma 4B","zero-shot","Telur","Egg","NO"
"222","22","MedGemma 4B","zero-shot","Acar","Pickled Beancurd","NO"
"222","22","MedGemma 4B","zero-shot","Udang","Shrimp","NO"
"223","23","MedGemma 4B","zero-shot","Nasi putih","White Rice","NO"
"223","23","MedGemma 4B","zero-shot","Telur","Eggs","NO"
"223","23","MedGemma 4B","zero-shot","Daging ayam","Chicken","NO"
"223","23","MedGemma 4B","zero-shot","Sayur campur","Mixed Vegetables","NO"
"223","23","MedGemma 4B","zero-shot","Bawang merah","Red Onion","NO"
"223","23","MedGemma 4B","zero-shot","Bawang putih","Garlic","NO"
"223","23","MedGemma 4B","zero-shot","Kicap manis","Sweet Soy Sauce","NO"
"223","23","MedGemma 4B","zero-shot","Gula pasir","Sugar","NO"
"223","23","MedGemma 4B","zero-shot","Serbuk lada hitam","Black Pepper Powder","NO"
"223","23","MedGemma 4B","zero-shot","Air","Water","NO"
"225","25","MedGemma 4B","zero-shot","ikan bilis","dried anchovies","NO"
"225","25","MedGemma 4B","zero-shot","biji kangkung","water spinach leaves","NO"
"225","25","MedGemma 4B","zero-shot","biji cili padi","chili padi seeds","NO"
"225","25","MedGemma 4B","zero-shot","biji bawang merah","red onion seeds","NO"
"225","25","MedGemma 4B","zero-shot","biji lada hitam","black pepper seeds","NO"
"225","25","MedGemma 4B","zero-shot","biji air asam jawa","pomelo rind seeds","NO"
"225","25","MedGemma 4B","zero-shot","biji garam","salt seeds","NO"
"225","25","MedGemma 4B","zero-shot","air","water","NO"
"231","31","MedGemma 4B","zero-shot","Nasi","Rice","NO"
"231","31","MedGemma 4B","zero-shot","Telur","Egg","NO"
"231","31","MedGemma 4B","zero-shot","Daging","Meat","NO"
"231","31","MedGemma 4B","zero-shot","Kecik","Chili","NO"
"231","31","MedGemma 4B","zero-shot","Bawang","Garlic","NO"
"231","31","MedGemma 4B","zero-shot","Lengkuas","Galangal","NO"
"231","31","MedGemma 4B","zero-shot","Serai","Lemongrass","NO"
"231","31","MedGemma 4B","zero-shot","Kecap Manis","Sweet Soy Sauce","NO"
"231","31","MedGemma 4B","zero-shot","Air","Water","NO"
"231","31","MedGemma 4B","zero-shot","Pulsu","Fish Sauce","NO"
"231","31","MedGemma 4B","zero-shot","Gula","Sugar","NO"
"234","34","MedGemma 4B","zero-shot","Nasi","Rice","NO"
"234","34","MedGemma 4B","zero-shot","Air","Coconut Milk","NO"
"234","34","MedGemma 4B","zero-shot","Daun Kelapa","Coconut Leaves","NO"
"234","34","MedGemma 4B","zero-shot","Biji Kakao","Cassava Nuts","NO"
"234","34","MedGemma 4B","zero-shot","Telur","Eggs","NO"
"234","34","MedGemma 4B","zero-shot","Gula Melaka","Palm Sugar","NO"
"234","34","MedGemma 4B","zero-shot","Serai","Lemongrass","NO"
"234","34","MedGemma 4B","zero-shot","Garam","Salt","NO"
"234","34","MedGemma 4B","zero-shot","Air","Water","NO"
"235","35","MedGemma 4B","zero-shot","Nasi","Rice","NO"
"235","35","MedGemma 4B","zero-shot","Telur","Egg","NO"
"235","35","MedGemma 4B","zero-shot","Daging","Chicken","NO"
"235","35","MedGemma 4B","zero-shot","Sayur","Vegetables","NO"
"235","35","MedGemma 4B","zero-shot","Bawang","Onion","NO"
"235","35","MedGemma 4B","zero-shot","Bawang Merah","Red Onion","NO"
"235","35","MedGemma 4B","zero-shot","Serai","Lemongrass","NO"
"235","35","MedGemma 4B","zero-shot","Kecap Manis","Sweet Soy Sauce","NO"
"235","35","MedGemma 4B","zero-shot","Gula","Sugar","NO"
"235","35","MedGemma 4B","zero-shot","Serbuk Lada Hitam","Black Pepper Powder","NO"
"235","35","MedGemma 4B","zero-shot","Air","Water","NO"
"236","36","MedGemma 4B","zero-shot","Nasi","Rice","NO"
"236","36","MedGemma 4B","zero-shot","Telur","Egg","NO"
"236","36","MedGemma 4B","zero-shot","Daging","Chicken","NO"
"236","36","MedGemma 4B","zero-shot","Bawang","Onion","NO"
"236","36","MedGemma 4B","zero-shot","Bawang Putih","Garlic","NO"
"236","36","MedGemma 4B","zero-shot","Serai","Lemongrass","NO"
"236","36","MedGemma 4B","zero-shot","Air Asam","Vinegar","NO"
"236","36","MedGemma 4B","zero-shot","Gula","Sugar","NO"
"236","36","MedGemma 4B","zero-shot","Garam","Salt","NO"
"236","36","MedGemma 4B","zero-shot","Serbuk Lada Hitam","Black Pepper","NO"
"236","36","MedGemma 4B","zero-shot","Air","Water","NO"
"239","39","MedGemma 4B","zero-shot","Nasi","Rice","NO"
"239","39","MedGemma 4B","zero-shot","Telur","Egg","NO"
"239","39","MedGemma 4B","zero-shot","Daging","Meat","NO"
"239","39","MedGemma 4B","zero-shot","Sayur","Vegetables","NO"
"239","39","MedGemma 4B","zero-shot","Bawang","Onion","NO"
"239","39","MedGemma 4B","zero-shot","Lada","Pepper","NO"
"239","39","MedGemma 4B","zero-shot","Gula","Sugar","NO"
"239","39","MedGemma 4B","zero-shot","Kecap","Soy Sauce","NO"
"239","39","MedGemma 4B","zero-shot","Air","Water","NO"
"243","43","MedGemma 4B","zero-shot","Nasi","Rice","NO"
"243","43","MedGemma 4B","zero-shot","Telur","Egg","NO"
"243","43","MedGemma 4B","zero-shot","Daging","Chicken","NO"
"243","43","MedGemma 4B","zero-shot","Sayur","Vegetables","NO"
"243","43","MedGemma 4B","zero-shot","Bawang","Onion","NO"
"243","43","MedGemma 4B","zero-shot","Bawang Putih","Garlic","NO"
"243","43","MedGemma 4B","zero-shot","Kecap Manis","Sweet Soy Sauce","NO"
"243","43","MedGemma 4B","zero-shot","Air","Water","NO"
"243","43","MedGemma 4B","zero-shot","Serbuk Kari","Turmeric Powder","NO"
"243","43","MedGemma 4B","zero-shot","Gula","Sugar","NO"
"243","43","MedGemma 4B","zero-shot","Garam","Salt","NO"
"250","50","MedGemma 4B","zero-shot","nasi","rice","NO"
"250","50","MedGemma 4B","zero-shot","air","water","NO"
"250","50","MedGemma 4B","zero-shot","cendawan","mushroom","NO"
"250","50","MedGemma 4B","zero-shot","telur","egg","NO"
"250","50","MedGemma 4B","zero-shot","ikan bilis","anchovies","NO"
"250","50","MedGemma 4B","zero-shot","bunga kantan","pandan leaf","NO"
"250","50","MedGemma 4B","zero-shot","daun kari","curry leaves","NO"
"250","50","MedGemma 4B","zero-shot","belacan","shrimp paste","NO"
"250","50","MedGemma 4B","zero-shot","limau","lemon","NO"
"250","50","MedGemma 4B","zero-shot","caramel gula melaka","caramelized palm sugar","NO"
"250","50","MedGemma 4B","zero-shot","air","water","NO"
"251","1","Llama 3.2 3B Instruct","few-shot","","","NO"
"252","2","Llama 3.2 3B Instruct","few-shot","","","NO"
"253","3","Llama 3.2 3B Instruct","few-shot","","","NO"
"254","4","Llama 3.2 3B Instruct","few-shot","","","NO"
"255","5","Llama 3.2 3B Instruct","few-shot","","","NO"
"256","6","Llama 3.2 3B Instruct","few-shot","","","NO"
"257","7","Llama 3.2 3B Instruct","few-shot","","","NO"
"258","8","Llama 3.2 3B Instruct","few-shot","","","NO"
"259","9","Llama 3.2 3B Instruct","few-shot","","","NO"
"260","10","Llama 3.2 3B Instruct","few-shot","","","NO"
"261","11","Llama 3.2 3B Instruct","few-shot","","","NO"
"262","12","Llama 3.2 3B Instruct","few-shot","","","NO"
"263","13","Llama 3.2 3B Instruct","few-shot","","","NO"
"264","14","Llama 3.2 3B Instruct","few-shot","","","NO"
"265","15","Llama 3.2 3B Instruct","few-shot","","","NO"
"266","16","Llama 3.2 3B Instruct","few-shot","","","NO"
"267","17","Llama 3.2 3B Instruct","few-shot","","","NO"
"268","18","Llama 3.2 3B Instruct","few-shot","","","NO"
"269","19","Llama 3.2 3B Instruct","few-shot","","","NO"
"270","20","Llama 3.2 3B Instruct","few-shot","","","NO"
"271","21","Llama 3.2 3B Instruct","few-shot","","","NO"
"272","22","Llama 3.2 3B Instruct","few-shot","","","NO"
"273","23","Llama 3.2 3B Instruct","few-shot","","","NO"
"274","24","Llama 3.2 3B Instruct","few-shot","","","NO"
"275","25","Llama 3.2 3B Instruct","few-shot","","","NO"
"276","26","Llama 3.2 3B Instruct","few-shot","","","NO"
"277","27","Llama 3.2 3B Instruct","few-shot","","","NO"
"278","28","Llama 3.2 3B Instruct","few-shot","","","NO"
"279","29","Llama 3.2 3B Instruct","few-shot","","Makanan Kosong","NO"
"280","30","Llama 3.2 3B Instruct","few-shot","","","NO"
"281","31","Llama 3.2 3B Instruct","few-shot","","","NO"
"282","32","Llama 3.2 3B Instruct","few-shot","","","NO"
"283","33","Llama 3.2 3B Instruct","few-shot","","","NO"
"284","34","Llama 3.2 3B Instruct","few-shot","","","NO"
"285","35","Llama 3.2 3B Instruct","few-shot","","","NO"
"286","36","Llama 3.2 3B Instruct","few-shot","","","NO"
"287","37","Llama 3.2 3B Instruct","few-shot","","","NO"
"288","38","Llama 3.2 3B Instruct","few-shot","","","NO"
"289","39","Llama 3.2 3B Instruct","few-shot","","","NO"
"290","40","Llama 3.2 3B Instruct","few-shot","","","NO"
"291","41","Llama 3.2 3B Instruct","few-shot","","","NO"
"292","42","Llama 3.2 3B Instruct","few-shot","","","NO"
"293","43","Llama 3.2 3B Instruct","few-shot","","","NO"
"294","44","Llama 3.2 3B Instruct","few-shot","","","NO"
"295","45","Llama 3.2 3B Instruct","few-shot","","","NO"
"296","46","Llama 3.2 3B Instruct","few-shot","","","NO"
"297","47","Llama 3.2 3B Instruct","few-shot","","","NO"
"298","48","Llama 3.2 3B Instruct","few-shot","","","NO"
"299","49","Llama 3.2 3B Instruct","few-shot","","","NO"
"300","50","Llama 3.2 3B Instruct","few-shot","","","NO"
"301","1","Phi-4-mini 3.8B Instruct","few-shot","","","NO"
"305","5","Phi-4-mini 3.8B Instruct","few-shot","minyak","cooking oil","NO"
"305","5","Phi-4-mini 3.8B Instruct","few-shot","telur","egg","NO"
"305","5","Phi-4-mini 3.8B Instruct","few-shot","garam","salt","NO"
"306","6","Phi-4-mini 3.8B Instruct","few-shot","minyak","cooking oil","NO"
"306","6","Phi-4-mini 3.8B Instruct","few-shot","telur","egg","NO"
"306","6","Phi-4-mini 3.8B Instruct","few-shot","garam","salt","NO"
"310","10","Phi-4-mini 3.8B Instruct","few-shot","minyak","cooking oil","NO"
"310","10","Phi-4-mini 3.8B Instruct","few-shot","telur","egg","NO"
"310","10","Phi-4-mini 3.8B Instruct","few-shot","garam","salt","NO"
"314","14","Phi-4-mini 3.8B Instruct","few-shot","minyak","cooking oil","NO"
"314","14","Phi-4-mini 3.8B Instruct","few-shot","telur","egg","NO"
"314","14","Phi-4-mini 3.8B Instruct","few-shot","garam","salt","NO"
"316","16","Phi-4-mini 3.8B Instruct","few-shot","telur","egg","NO"
