experiment_id,transcript_id,model_name,technique_name,name_original,name_en,name_original,name_en
"180","30","Gemma-SEA-LION v4 4B","zero-shot","badam","almonds","cili besar merah (bersal)","Red large chilies"
"180","30","Gemma-SEA-LION v4 4B","zero-shot","badam","almonds","bawang besar merah","Big red onions"
"180","30","Gemma-SEA-LION v4 4B","zero-shot","badam","almonds","bawang putih","Garlic cloves"
"180","30","Gemma-SEA-LION v4 4B","zero-shot","badam","almonds","buah keras","Candlenuts"
"180","30","Gemma-SEA-LION v4 4B","zero-shot","badam","almonds","minyak masak","Cooking oil"
"180","30","Gemma-SEA-LION v4 4B","zero-shot","badam","almonds","serbuk kunyit","Turmeric powder"
"180","30","Gemma-SEA-LION v4 4B","zero-shot","badam","almonds","daun salam","Indonesian bay leaves"
"180","30","Gemma-SEA-LION v4 4B","zero-shot","badam","almonds","daun limau purut (lima putih)","Kaffir lime leaves"
"180","30","Gemma-SEA-LION v4 4B","zero-shot","badam","almonds","gula merah","Palm sugar"
"180","30","Gemma-SEA-LION v4 4B","zero-shot","badam","almonds","garam","Salt"
"180","30","Gemma-SEA-LION v4 4B","zero-shot","badam","almonds","serbuk perasa (sedikit pedas)","Seasoning powder"
"180","30","Gemma-SEA-LION v4 4B","zero-shot","badam","almonds","jus lemon","Lemon juice"
"180","30","Gemma-SEA-LION v4 4B","zero-shot","serai","ginger","ayam","Chicken breast"
"180","30","Gemma-SEA-LION v4 4B","zero-shot","serai","ginger","serai","Lemongrass"
"180","30","Gemma-SEA-LION v4 4B","zero-shot","serai","ginger","daun limau purut (lima puluh)","Kaffir lime leaves"
"180","30","Gemma-SEA-LION v4 4B","zero-shot","serai","ginger","cili padi merah (pari)","Red bird's eye chilies"
"180","30","Gemma-SEA-LION v4 4B","zero-shot","serai","ginger","cili besar merah (bersal)","Red large chilies"
"180","30","Gemma-SEA-LION v4 4B","zero-shot","serai","ginger","bawang besar merah","Big red onions"
"180","30","Gemma-SEA-LION v4 4B","zero-shot","serai","ginger","bawang putih","Garlic cloves"
"180","30","Gemma-SEA-LION v4 4B","zero-shot","serai","ginger","buah keras","Candlenuts"
"180","30","Gemma-SEA-LION v4 4B","zero-shot","serai","ginger","minyak masak","Cooking oil"
"180","30","Gemma-SEA-LION v4 4B","zero-shot","serai","ginger","serbuk kunyit","Turmeric powder"
"180","30","Gemma-SEA-LION v4 4B","zero-shot","serai","ginger","daun salam","Indonesian bay leaves"
"180","30","Gemma-SEA-LION v4 4B","zero-shot","serai","ginger","daun limau purut (lima putih)","Kaffir lime leaves"
"180","30","Gemma-SEA-LION v4 4B","zero-shot","serai","ginger","gula merah","Palm sugar"
"180","30","Gemma-SEA-LION v4 4B","zero-shot","serai","ginger","garam","Salt"
"180","30","Gemma-SEA-LION v4 4B","zero-shot","serai","ginger","serbuk perasa (sedikit pedas)","Seasoning powder"
"180","30","Gemma-SEA-LION v4 4B","zero-shot","serai","ginger","jus lemon","Lemon juice"
"180","30","Gemma-SEA-LION v4 4B","zero-shot","cuka","vinegar","ayam","Chicken breast"
"180","30","Gemma-SEA-LION v4 4B","zero-shot","cuka","vinegar","serai","Lemongrass"
"180","30","Gemma-SEA-LION v4 4B","zero-shot","cuka","vinegar","daun limau purut (lima puluh)","Kaffir lime leaves"
"180","30","Gemma-SEA-LION v4 4B","zero-shot","cuka","vinegar","cili padi merah (pari)","Red bird's eye chilies"
"180","30","Gemma-SEA-LION v4 4B","zero-shot","cuka","vinegar","cili besar merah (bersal)","Red large chilies"
"180","30","Gemma-SEA-LION v4 4B","zero-shot","cuka","vinegar","bawang besar merah","Big red onions"
"180","30","Gemma-SEA-LION v4 4B","zero-shot","cuka","vinegar","bawang putih","Garlic cloves"
"180","30","Gemma-SEA-LION v4 4B","zero-shot","cuka","vinegar","buah keras","Candlenuts"
"180","30","Gemma-SEA-LION v4 4B","zero-shot","cuka","vinegar","minyak masak","Cooking oil"
"180","30","Gemma-SEA-LION v4 4B","zero-shot","cuka","vinegar","serbuk kunyit","Turmeric powder"
"180","30","Gemma-SEA-LION v4 4B","zero-shot","cuka","vinegar","daun salam","Indonesian bay leaves"
"180","30","Gemma-SEA-LION v4 4B","zero-shot","cuka","vinegar","daun limau purut (lima putih)","Kaffir lime leaves"
"180","30","Gemma-SEA-LION v4 4B","zero-shot","cuka","vinegar","gula merah","Palm sugar"
"180","30","Gemma-SEA-LION v4 4B","zero-shot","cuka","vinegar","garam","Salt"
"180","30","Gemma-SEA-LION v4 4B","zero-shot","cuka","vinegar","serbuk perasa (sedikit pedas)","Seasoning powder"
"180","30","Gemma-SEA-LION v4 4B","zero-shot","cuka","vinegar","jus lemon","Lemon juice"
"180","30","Gemma-SEA-LION v4 4B","zero-shot","sos cili","chili sauce","ayam","Chicken breast"
"180","30","Gemma-SEA-LION v4 4B","zero-shot","sos cili","chili sauce","serai","Lemongrass"
"180","30","Gemma-SEA-LION v4 4B","zero-shot","sos cili","chili sauce","daun limau purut (lima puluh)","Kaffir lime leaves"
"180","30","Gemma-SEA-LION v4 4B","zero-shot","sos cili","chili sauce","cili padi merah (pari)","Red bird's eye chilies"
"180","30","Gemma-SEA-LION v4 4B","zero-shot","sos cili","chili sauce","cili besar merah (bersal)","Red large chilies"
"180","30","Gemma-SEA-LION v4 4B","zero-shot","sos cili","chili sauce","bawang besar merah","Big red onions"
"180","30","Gemma-SEA-LION v4 4B","zero-shot","sos cili","chili sauce","bawang putih","Garlic cloves"
"180","30","Gemma-SEA-LION v4 4B","zero-shot","sos cili","chili sauce","buah keras","Candlenuts"
"180","30","Gemma-SEA-LION v4 4B","zero-shot","sos cili","chili sauce","minyak masak","Cooking oil"
"180","30","Gemma-SEA-LION v4 4B","zero-shot","sos cili","chili sauce","serbuk kunyit","Turmeric powder"
"180","30","Gemma-SEA-LION v4 4B","zero-shot","sos cili","chili sauce","daun salam","Indonesian bay leaves"
"180","30","Gemma-SEA-LION v4 4B","zero-shot","sos cili","chili sauce","daun limau purut (lima putih)","Kaffir lime leaves"
"180","30","Gemma-SEA-LION v4 4B","zero-shot","sos cili","chili sauce","gula merah","Palm sugar"
"180","30","Gemma-SEA-LION v4 4B","zero-shot","sos cili","chili sauce","garam","Salt"
"180","30","Gemma-SEA-LION v4 4B","zero-shot","sos cili","chili sauce","serbuk perasa (sedikit pedas)","Seasoning powder"
"180","30","Gemma-SEA-LION v4 4B","zero-shot","sos cili","chili sauce","jus lemon","Lemon juice"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","nasi","rice","McCormick grill meat spicy Korean sauce","McCormick grill meat spicy Korean sauce"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","nasi","rice","McCormick shake shake seasoning black pepper and truffle flavoured","McCormick shake shake seasoning black pepper and truffle flavoured"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","nasi","rice","lada ayam (isi ayam)","Chicken breast fillet"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","nasi","rice","McCormick grill meat spicy Korean sauce","McCormick grill meat spicy Korean sauce"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","nasi","rice","tepung jagung","Corn flour"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","nasi","rice","tepung goreng ayam crispy","Crispy fried chicken flour"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","nasi","rice","ayam","Chicken"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","nasi","rice","air","Water"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","nasi","rice","minyak","Cooking oil"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","nasi","rice","butter","Butter"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","nasi","rice","madu","Honey"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","nasi","rice","McCormick grill meat spicy Korean sauce","McCormick grill meat spicy Korean sauce"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","nasi","rice","mayonis","Mayonnaise"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","nasi","rice","yoghurt","Yogurt"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","nasi","rice","chilli flakes","Chili flakes"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","nasi","rice","fries","French fries"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","nasi","rice","McCormick Shake Shake Seasoning Black Pepper and Truffle Flavour","McCormick Shake Shake Seasoning Black Pepper and Truffle Flavour"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","daun pandan","pandan leaves","McCormick grill meat spicy Korean sauce","McCormick grill meat spicy Korean sauce"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","daun pandan","pandan leaves","McCormick shake shake seasoning black pepper and truffle flavoured","McCormick shake shake seasoning black pepper and truffle flavoured"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","daun pandan","pandan leaves","lada ayam (isi ayam)","Chicken breast fillet"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","daun pandan","pandan leaves","McCormick grill meat spicy Korean sauce","McCormick grill meat spicy Korean sauce"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","daun pandan","pandan leaves","tepung jagung","Corn flour"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","daun pandan","pandan leaves","tepung goreng ayam crispy","Crispy fried chicken flour"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","daun pandan","pandan leaves","ayam","Chicken"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","daun pandan","pandan leaves","air","Water"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","daun pandan","pandan leaves","minyak","Cooking oil"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","daun pandan","pandan leaves","butter","Butter"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","daun pandan","pandan leaves","madu","Honey"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","daun pandan","pandan leaves","McCormick grill meat spicy Korean sauce","McCormick grill meat spicy Korean sauce"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","daun pandan","pandan leaves","mayonis","Mayonnaise"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","daun pandan","pandan leaves","yoghurt","Yogurt"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","daun pandan","pandan leaves","chilli flakes","Chili flakes"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","daun pandan","pandan leaves","fries","French fries"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","daun pandan","pandan leaves","McCormick Shake Shake Seasoning Black Pepper and Truffle Flavour","McCormick Shake Shake Seasoning Black Pepper and Truffle Flavour"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","air asam buaya","assam Boi Paste","McCormick grill meat spicy Korean sauce","McCormick grill meat spicy Korean sauce"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","air asam buaya","assam Boi Paste","McCormick shake shake seasoning black pepper and truffle flavoured","McCormick shake shake seasoning black pepper and truffle flavoured"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","air asam buaya","assam Boi Paste","lada ayam (isi ayam)","Chicken breast fillet"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","air asam buaya","assam Boi Paste","McCormick grill meat spicy Korean sauce","McCormick grill meat spicy Korean sauce"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","air asam buaya","assam Boi Paste","tepung jagung","Corn flour"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","air asam buaya","assam Boi Paste","tepung goreng ayam crispy","Crispy fried chicken flour"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","air asam buaya","assam Boi Paste","ayam","Chicken"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","air asam buaya","assam Boi Paste","air","Water"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","air asam buaya","assam Boi Paste","minyak","Cooking oil"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","air asam buaya","assam Boi Paste","butter","Butter"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","air asam buaya","assam Boi Paste","madu","Honey"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","air asam buaya","assam Boi Paste","McCormick grill meat spicy Korean sauce","McCormick grill meat spicy Korean sauce"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","air asam buaya","assam Boi Paste","mayonis","Mayonnaise"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","air asam buaya","assam Boi Paste","yoghurt","Yogurt"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","air asam buaya","assam Boi Paste","chilli flakes","Chili flakes"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","air asam buaya","assam Boi Paste","fries","French fries"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","air asam buaya","assam Boi Paste","McCormick Shake Shake Seasoning Black Pepper and Truffle Flavour","McCormick Shake Shake Seasoning Black Pepper and Truffle Flavour"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","ikan bilis","dried anchovies","McCormick grill meat spicy Korean sauce","McCormick grill meat spicy Korean sauce"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","ikan bilis","dried anchovies","McCormick shake shake seasoning black pepper and truffle flavoured","McCormick shake shake seasoning black pepper and truffle flavoured"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","ikan bilis","dried anchovies","lada ayam (isi ayam)","Chicken breast fillet"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","ikan bilis","dried anchovies","McCormick grill meat spicy Korean sauce","McCormick grill meat spicy Korean sauce"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","ikan bilis","dried anchovies","tepung jagung","Corn flour"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","ikan bilis","dried anchovies","tepung goreng ayam crispy","Crispy fried chicken flour"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","ikan bilis","dried anchovies","ayam","Chicken"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","ikan bilis","dried anchovies","air","Water"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","ikan bilis","dried anchovies","minyak","Cooking oil"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","ikan bilis","dried anchovies","butter","Butter"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","ikan bilis","dried anchovies","madu","Honey"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","ikan bilis","dried anchovies","McCormick grill meat spicy Korean sauce","McCormick grill meat spicy Korean sauce"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","ikan bilis","dried anchovies","mayonis","Mayonnaise"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","ikan bilis","dried anchovies","yoghurt","Yogurt"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","ikan bilis","dried anchovies","chilli flakes","Chili flakes"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","ikan bilis","dried anchovies","fries","French fries"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","ikan bilis","dried anchovies","McCormick Shake Shake Seasoning Black Pepper and Truffle Flavour","McCormick Shake Shake Seasoning Black Pepper and Truffle Flavour"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","telur","egg","McCormick grill meat spicy Korean sauce","McCormick grill meat spicy Korean sauce"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","telur","egg","McCormick shake shake seasoning black pepper and truffle flavoured","McCormick shake shake seasoning black pepper and truffle flavoured"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","telur","egg","lada ayam (isi ayam)","Chicken breast fillet"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","telur","egg","McCormick grill meat spicy Korean sauce","McCormick grill meat spicy Korean sauce"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","telur","egg","tepung jagung","Corn flour"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","telur","egg","tepung goreng ayam crispy","Crispy fried chicken flour"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","telur","egg","ayam","Chicken"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","telur","egg","air","Water"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","telur","egg","minyak","Cooking oil"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","telur","egg","butter","Butter"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","telur","egg","madu","Honey"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","telur","egg","McCormick grill meat spicy Korean sauce","McCormick grill meat spicy Korean sauce"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","telur","egg","mayonis","Mayonnaise"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","telur","egg","yoghurt","Yogurt"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","telur","egg","chilli flakes","Chili flakes"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","telur","egg","fries","French fries"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","telur","egg","McCormick Shake Shake Seasoning Black Pepper and Truffle Flavour","McCormick Shake Shake Seasoning Black Pepper and Truffle Flavour"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","kacang merah","red beans","McCormick grill meat spicy Korean sauce","McCormick grill meat spicy Korean sauce"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","kacang merah","red beans","McCormick shake shake seasoning black pepper and truffle flavoured","McCormick shake shake seasoning black pepper and truffle flavoured"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","kacang merah","red beans","lada ayam (isi ayam)","Chicken breast fillet"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","kacang merah","red beans","McCormick grill meat spicy Korean sauce","McCormick grill meat spicy Korean sauce"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","kacang merah","red beans","tepung jagung","Corn flour"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","kacang merah","red beans","tepung goreng ayam crispy","Crispy fried chicken flour"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","kacang merah","red beans","ayam","Chicken"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","kacang merah","red beans","air","Water"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","kacang merah","red beans","minyak","Cooking oil"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","kacang merah","red beans","butter","Butter"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","kacang merah","red beans","madu","Honey"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","kacang merah","red beans","McCormick grill meat spicy Korean sauce","McCormick grill meat spicy Korean sauce"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","kacang merah","red beans","mayonis","Mayonnaise"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","kacang merah","red beans","yoghurt","Yogurt"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","kacang merah","red beans","chilli flakes","Chili flakes"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","kacang merah","red beans","fries","French fries"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","kacang merah","red beans","McCormick Shake Shake Seasoning Black Pepper and Truffle Flavour","McCormick Shake Shake Seasoning Black Pepper and Truffle Flavour"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","serai","lemongrass","McCormick grill meat spicy Korean sauce","McCormick grill meat spicy Korean sauce"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","serai","lemongrass","McCormick shake shake seasoning black pepper and truffle flavoured","McCormick shake shake seasoning black pepper and truffle flavoured"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","serai","lemongrass","lada ayam (isi ayam)","Chicken breast fillet"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","serai","lemongrass","McCormick grill meat spicy Korean sauce","McCormick grill meat spicy Korean sauce"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","serai","lemongrass","tepung jagung","Corn flour"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","serai","lemongrass","tepung goreng ayam crispy","Crispy fried chicken flour"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","serai","lemongrass","ayam","Chicken"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","serai","lemongrass","air","Water"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","serai","lemongrass","minyak","Cooking oil"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","serai","lemongrass","butter","Butter"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","serai","lemongrass","madu","Honey"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","serai","lemongrass","McCormick grill meat spicy Korean sauce","McCormick grill meat spicy Korean sauce"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","serai","lemongrass","mayonis","Mayonnaise"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","serai","lemongrass","yoghurt","Yogurt"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","serai","lemongrass","chilli flakes","Chili flakes"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","serai","lemongrass","fries","French fries"
"181","31","Gemma-SEA-LION v4 4B","zero-shot","serai","lemongrass","McCormick Shake Shake Seasoning Black Pepper and Truffle Flavour","McCormick Shake Shake Seasoning Black Pepper and Truffle Flavour"
"183","33","Gemma-SEA-LION v4 4B","zero-shot","nasi","rice","ayam","Chicken"
"183","33","Gemma-SEA-LION v4 4B","zero-shot","nasi","rice","bawang merah","Shallot"
"183","33","Gemma-SEA-LION v4 4B","zero-shot","nasi","rice","halia","Ginger"
"183","33","Gemma-SEA-LION v4 4B","zero-shot","nasi","rice","lengkuas","Galangal"
"183","33","Gemma-SEA-LION v4 4B","zero-shot","nasi","rice","bawang putih","Garlic"
"183","33","Gemma-SEA-LION v4 4B","zero-shot","nasi","rice","kunyit hidup","Fresh turmeric"
"183","33","Gemma-SEA-LION v4 4B","zero-shot","nasi","rice","biji ketumbar","Coriander seeds"
"183","33","Gemma-SEA-LION v4 4B","zero-shot","nasi","rice","air","Water"
"183","33","Gemma-SEA-LION v4 4B","zero-shot","nasi","rice","garam","Salt"
"183","33","Gemma-SEA-LION v4 4B","zero-shot","nasi","rice","serbuk perasa","Seasoning powder"
"183","33","Gemma-SEA-LION v4 4B","zero-shot","nasi","rice","tepung jagung","Corn starch"
"183","33","Gemma-SEA-LION v4 4B","zero-shot","nasi","rice","serbuk lada sulah (lada putih)","White pepper powder"
"183","33","Gemma-SEA-LION v4 4B","zero-shot","nasi","rice","minyak","Cooking oil"
"183","33","Gemma-SEA-LION v4 4B","zero-shot","nasi","rice","kicap","Soy sauce"
"183","33","Gemma-SEA-LION v4 4B","zero-shot","daun pandan","pandan leaves","ayam","Chicken"
"183","33","Gemma-SEA-LION v4 4B","zero-shot","daun pandan","pandan leaves","bawang merah","Shallot"
"183","33","Gemma-SEA-LION v4 4B","zero-shot","daun pandan","pandan leaves","halia","Ginger"
"183","33","Gemma-SEA-LION v4 4B","zero-shot","daun pandan","pandan leaves","lengkuas","Galangal"
"183","33","Gemma-SEA-LION v4 4B","zero-shot","daun pandan","pandan leaves","bawang putih","Garlic"
"183","33","Gemma-SEA-LION v4 4B","zero-shot","daun pandan","pandan leaves","kunyit hidup","Fresh turmeric"
"183","33","Gemma-SEA-LION v4 4B","zero-shot","daun pandan","pandan leaves","biji ketumbar","Coriander seeds"
"183","33","Gemma-SEA-LION v4 4B","zero-shot","daun pandan","pandan leaves","air","Water"
"183","33","Gemma-SEA-LION v4 4B","zero-shot","daun pandan","pandan leaves","garam","Salt"
"183","33","Gemma-SEA-LION v4 4B","zero-shot","daun pandan","pandan leaves","serbuk perasa","Seasoning powder"
"183","33","Gemma-SEA-LION v4 4B","zero-shot","daun pandan","pandan leaves","tepung jagung","Corn starch"
"183","33","Gemma-SEA-LION v4 4B","zero-shot","daun pandan","pandan leaves","serbuk lada sulah (lada putih)","White pepper powder"
"183","33","Gemma-SEA-LION v4 4B","zero-shot","daun pandan","pandan leaves","minyak","Cooking oil"
"183","33","Gemma-SEA-LION v4 4B","zero-shot","daun pandan","pandan leaves","kicap","Soy sauce"
"183","33","Gemma-SEA-LION v4 4B","zero-shot","air rendam beras","rice soaking water","ayam","Chicken"
"183","33","Gemma-SEA-LION v4 4B","zero-shot","air rendam beras","rice soaking water","bawang merah","Shallot"
"183","33","Gemma-SEA-LION v4 4B","zero-shot","air rendam beras","rice soaking water","halia","Ginger"
"183","33","Gemma-SEA-LION v4 4B","zero-shot","air rendam beras","rice soaking water","lengkuas","Galangal"
"183","33","Gemma-SEA-LION v4 4B","zero-shot","air rendam beras","rice soaking water","bawang putih","Garlic"
"183","33","Gemma-SEA-LION v4 4B","zero-shot","air rendam beras","rice soaking water","kunyit hidup","Fresh turmeric"
"183","33","Gemma-SEA-LION v4 4B","zero-shot","air rendam beras","rice soaking water","biji ketumbar","Coriander seeds"
"183","33","Gemma-SEA-LION v4 4B","zero-shot","air rendam beras","rice soaking water","air","Water"
"183","33","Gemma-SEA-LION v4 4B","zero-shot","air rendam beras","rice soaking water","garam","Salt"
"183","33","Gemma-SEA-LION v4 4B","zero-shot","air rendam beras","rice soaking water","serbuk perasa","Seasoning powder"
"183","33","Gemma-SEA-LION v4 4B","zero-shot","air rendam beras","rice soaking water","tepung jagung","Corn starch"
"183","33","Gemma-SEA-LION v4 4B","zero-shot","air rendam beras","rice soaking water","serbuk lada sulah (lada putih)","White pepper powder"
"183","33","Gemma-SEA-LION v4 4B","zero-shot","air rendam beras","rice soaking water","minyak","Cooking oil"
"183","33","Gemma-SEA-LION v4 4B","zero-shot","air rendam beras","rice soaking water","kicap","Soy sauce"
"183","33","Gemma-SEA-LION v4 4B","zero-shot","telur","egg","ayam","Chicken"
"183","33","Gemma-SEA-LION v4 4B","zero-shot","telur","egg","bawang merah","Shallot"
"183","33","Gemma-SEA-LION v4 4B","zero-shot","telur","egg","halia","Ginger"
"183","33","Gemma-SEA-LION v4 4B","zero-shot","telur","egg","lengkuas","Galangal"
"183","33","Gemma-SEA-LION v4 4B","zero-shot","telur","egg","bawang putih","Garlic"
"183","33","Gemma-SEA-LION v4 4B","zero-shot","telur","egg","kunyit hidup","Fresh turmeric"
"183","33","Gemma-SEA-LION v4 4B","zero-shot","telur","egg","biji ketumbar","Coriander seeds"
"183","33","Gemma-SEA-LION v4 4B","zero-shot","telur","egg","air","Water"
"183","33","Gemma-SEA-LION v4 4B","zero-shot","telur","egg","garam","Salt"
"183","33","Gemma-SEA-LION v4 4B","zero-shot","telur","egg","serbuk perasa","Seasoning powder"
"183","33","Gemma-SEA-LION v4 4B","zero-shot","telur","egg","tepung jagung","Corn starch"
"183","33","Gemma-SEA-LION v4 4B","zero-shot","telur","egg","serbuk lada sulah (lada putih)","White pepper powder"
"183","33","Gemma-SEA-LION v4 4B","zero-shot","telur","egg","minyak","Cooking oil"
"183","33","Gemma-SEA-LION v4 4B","zero-shot","telur","egg","kicap","Soy sauce"
"183","33","Gemma-SEA-LION v4 4B","zero-shot","ikan bilis","anchovies","ayam","Chicken"
"183","33","Gemma-SEA-LION v4 4B","zero-shot","ikan bilis","anchovies","bawang merah","Shallot"
"183","33","Gemma-SEA-LION v4 4B","zero-shot","ikan bilis","anchovies","halia","Ginger"
"183","33","Gemma-SEA-LION v4 4B","zero-shot","ikan bilis","anchovies","lengkuas","Galangal"
"183","33","Gemma-SEA-LION v4 4B","zero-shot","ikan bilis","anchovies","bawang putih","Garlic"
"183","33","Gemma-SEA-LION v4 4B","zero-shot","ikan bilis","anchovies","kunyit hidup","Fresh turmeric"
"183","33","Gemma-SEA-LION v4 4B","zero-shot","ikan bilis","anchovies","biji ketumbar","Coriander seeds"
"183","33","Gemma-SEA-LION v4 4B","zero-shot","ikan bilis","anchovies","air","Water"
"183","33","Gemma-SEA-LION v4 4B","zero-shot","ikan bilis","anchovies","garam","Salt"
"183","33","Gemma-SEA-LION v4 4B","zero-shot","ikan bilis","anchovies","serbuk perasa","Seasoning powder"
"183","33","Gemma-SEA-LION v4 4B","zero-shot","ikan bilis","anchovies","tepung jagung","Corn starch"
