experiment_id,transcript_id,model_name,technique_name,name_en,quantity_value,estimated_weight_g,quantity_value_culinary,estimated_weight_g
"199","49","Gemma-SEA-LION v4 4B","zero-shot","to taste","1.0","2.0",,"20.0"
"199","49","Gemma-SEA-LION v4 4B","zero-shot","to taste","1.0","2.0","400.0","400.0"
"199","49","Gemma-SEA-LION v4 4B","zero-shot","to taste","1.0","2.0","4.0","20.0"
"199","49","Gemma-SEA-LION v4 4B","zero-shot","to taste","1.0","2.0","1.0","15.0"
"199","49","Gemma-SEA-LION v4 4B","zero-shot","to taste","1.0","2.0",,"5.0"
"199","49","Gemma-SEA-LION v4 4B","zero-shot","to taste","1.0","2.0",,"15.0"
"199","49","Gemma-SEA-LION v4 4B","zero-shot","to taste","1.0","2.0","4.0","60.0"
"199","49","Gemma-SEA-LION v4 4B","zero-shot","to taste","1.0","2.0","1.0","50.0"
"199","49","Gemma-SEA-LION v4 4B","zero-shot","to taste","1.0","2.0",,"5.0"
"199","49","Gemma-SEA-LION v4 4B","zero-shot","to taste","1.0","2.0",,"5.0"
"199","49","Gemma-SEA-LION v4 4B","zero-shot","to taste","1.0","2.0",,"5.0"
"199","49","Gemma-SEA-LION v4 4B","zero-shot","to taste","1.0","2.0",,"50.0"
"199","49","Gemma-SEA-LION v4 4B","zero-shot","to taste","1.0","2.0",,"100.0"
"200","50","Gemma-SEA-LION v4 4B","zero-shot","rice","1.0","150.0","0.5","40.0"
"200","50","Gemma-SEA-LION v4 4B","zero-shot","rice","1.0","150.0","3.0","15.0"
"200","50","Gemma-SEA-LION v4 4B","zero-shot","rice","1.0","150.0",,"200.0"
"200","50","Gemma-SEA-LION v4 4B","zero-shot","rice","1.0","150.0","1.0","15.0"
"200","50","Gemma-SEA-LION v4 4B","zero-shot","rice","1.0","150.0","0.5","7.5"
"200","50","Gemma-SEA-LION v4 4B","zero-shot","rice","1.0","150.0",,"20.0"
"200","50","Gemma-SEA-LION v4 4B","zero-shot","rice","1.0","150.0",,"5.0"
"200","50","Gemma-SEA-LION v4 4B","zero-shot","rice","1.0","150.0",,"5.0"
"200","50","Gemma-SEA-LION v4 4B","zero-shot","rice","1.0","150.0",,"50.0"
"200","50","Gemma-SEA-LION v4 4B","zero-shot","rice","1.0","150.0",,"5.0"
"200","50","Gemma-SEA-LION v4 4B","zero-shot","rice","1.0","150.0",,"20.0"
"200","50","Gemma-SEA-LION v4 4B","zero-shot","rice","1.0","150.0",,"20.0"
"200","50","Gemma-SEA-LION v4 4B","zero-shot","rice","1.0","150.0",,"100.0"
"200","50","Gemma-SEA-LION v4 4B","zero-shot","pandan leaves","2.0","15.0","0.5","40.0"
"200","50","Gemma-SEA-LION v4 4B","zero-shot","pandan leaves","2.0","15.0","3.0","15.0"
"200","50","Gemma-SEA-LION v4 4B","zero-shot","pandan leaves","2.0","15.0",,"200.0"
"200","50","Gemma-SEA-LION v4 4B","zero-shot","pandan leaves","2.0","15.0","1.0","15.0"
"200","50","Gemma-SEA-LION v4 4B","zero-shot","pandan leaves","2.0","15.0","0.5","7.5"
"200","50","Gemma-SEA-LION v4 4B","zero-shot","pandan leaves","2.0","15.0",,"20.0"
"200","50","Gemma-SEA-LION v4 4B","zero-shot","pandan leaves","2.0","15.0",,"5.0"
"200","50","Gemma-SEA-LION v4 4B","zero-shot","pandan leaves","2.0","15.0",,"5.0"
"200","50","Gemma-SEA-LION v4 4B","zero-shot","pandan leaves","2.0","15.0",,"50.0"
"200","50","Gemma-SEA-LION v4 4B","zero-shot","pandan leaves","2.0","15.0",,"5.0"
"200","50","Gemma-SEA-LION v4 4B","zero-shot","pandan leaves","2.0","15.0",,"20.0"
"200","50","Gemma-SEA-LION v4 4B","zero-shot","pandan leaves","2.0","15.0",,"20.0"
"200","50","Gemma-SEA-LION v4 4B","zero-shot","pandan leaves","2.0","15.0",,"100.0"
"200","50","Gemma-SEA-LION v4 4B","zero-shot","tamarind juice","3.0","60.0","0.5","40.0"
"200","50","Gemma-SEA-LION v4 4B","zero-shot","tamarind juice","3.0","60.0","3.0","15.0"
"200","50","Gemma-SEA-LION v4 4B","zero-shot","tamarind juice","3.0","60.0",,"200.0"
"200","50","Gemma-SEA-LION v4 4B","zero-shot","tamarind juice","3.0","60.0","1.0","15.0"
"200","50","Gemma-SEA-LION v4 4B","zero-shot","tamarind juice","3.0","60.0","0.5","7.5"
"200","50","Gemma-SEA-LION v4 4B","zero-shot","tamarind juice","3.0","60.0",,"20.0"
"200","50","Gemma-SEA-LION v4 4B","zero-shot","tamarind juice","3.0","60.0",,"5.0"
"200","50","Gemma-SEA-LION v4 4B","zero-shot","tamarind juice","3.0","60.0",,"5.0"
"200","50","Gemma-SEA-LION v4 4B","zero-shot","tamarind juice","3.0","60.0",,"50.0"
"200","50","Gemma-SEA-LION v4 4B","zero-shot","tamarind juice","3.0","60.0",,"5.0"
"200","50","Gemma-SEA-LION v4 4B","zero-shot","tamarind juice","3.0","60.0",,"20.0"
"200","50","Gemma-SEA-LION v4 4B","zero-shot","tamarind juice","3.0","60.0",,"20.0"
"200","50","Gemma-SEA-LION v4 4B","zero-shot","tamarind juice","3.0","60.0",,"100.0"
"200","50","Gemma-SEA-LION v4 4B","zero-shot","egg","1.0","50.0","0.5","40.0"
"200","50","Gemma-SEA-LION v4 4B","zero-shot","egg","1.0","50.0","3.0","15.0"
"200","50","Gemma-SEA-LION v4 4B","zero-shot","egg","1.0","50.0",,"200.0"
"200","50","Gemma-SEA-LION v4 4B","zero-shot","egg","1.0","50.0","1.0","15.0"
"200","50","Gemma-SEA-LION v4 4B","zero-shot","egg","1.0","50.0","0.5","7.5"
"200","50","Gemma-SEA-LION v4 4B","zero-shot","egg","1.0","50.0",,"20.0"
"200","50","Gemma-SEA-LION v4 4B","zero-shot","egg","1.0","50.0",,"5.0"
"200","50","Gemma-SEA-LION v4 4B","zero-shot","egg","1.0","50.0",,"5.0"
"200","50","Gemma-SEA-LION v4 4B","zero-shot","egg","1.0","50.0",,"50.0"
"200","50","Gemma-SEA-LION v4 4B","zero-shot","egg","1.0","50.0",,"5.0"
"200","50","Gemma-SEA-LION v4 4B","zero-shot","egg","1.0","50.0",,"20.0"
"200","50","Gemma-SEA-LION v4 4B","zero-shot","egg","1.0","50.0",,"20.0"
"200","50","Gemma-SEA-LION v4 4B","zero-shot","egg","1.0","50.0",,"100.0"
"200","50","Gemma-SEA-LION v4 4B","zero-shot","dried anchovies","20.0","30.0","0.5","40.0"
"200","50","Gemma-SEA-LION v4 4B","zero-shot","dried anchovies","20.0","30.0","3.0","15.0"
"200","50","Gemma-SEA-LION v4 4B","zero-shot","dried anchovies","20.0","30.0",,"200.0"
"200","50","Gemma-SEA-LION v4 4B","zero-shot","dried anchovies","20.0","30.0","1.0","15.0"
"200","50","Gemma-SEA-LION v4 4B","zero-shot","dried anchovies","20.0","30.0","0.5","7.5"
"200","50","Gemma-SEA-LION v4 4B","zero-shot","dried anchovies","20.0","30.0",,"20.0"
"200","50","Gemma-SEA-LION v4 4B","zero-shot","dried anchovies","20.0","30.0",,"5.0"
"200","50","Gemma-SEA-LION v4 4B","zero-shot","dried anchovies","20.0","30.0",,"5.0"
"200","50","Gemma-SEA-LION v4 4B","zero-shot","dried anchovies","20.0","30.0",,"50.0"
"200","50","Gemma-SEA-LION v4 4B","zero-shot","dried anchovies","20.0","30.0",,"5.0"
"200","50","Gemma-SEA-LION v4 4B","zero-shot","dried anchovies","20.0","30.0",,"20.0"
"200","50","Gemma-SEA-LION v4 4B","zero-shot","dried anchovies","20.0","30.0",,"20.0"
"200","50","Gemma-SEA-LION v4 4B","zero-shot","dried anchovies","20.0","30.0",,"100.0"
"200","50","Gemma-SEA-LION v4 4B","zero-shot","red beans","2.0","100.0","0.5","40.0"
"200","50","Gemma-SEA-LION v4 4B","zero-shot","red beans","2.0","100.0","3.0","15.0"
"200","50","Gemma-SEA-LION v4 4B","zero-shot","red beans","2.0","100.0",,"200.0"
"200","50","Gemma-SEA-LION v4 4B","zero-shot","red beans","2.0","100.0","1.0","15.0"
"200","50","Gemma-SEA-LION v4 4B","zero-shot","red beans","2.0","100.0","0.5","7.5"
"200","50","Gemma-SEA-LION v4 4B","zero-shot","red beans","2.0","100.0",,"20.0"
"200","50","Gemma-SEA-LION v4 4B","zero-shot","red beans","2.0","100.0",,"5.0"
"200","50","Gemma-SEA-LION v4 4B","zero-shot","red beans","2.0","100.0",,"5.0"
"200","50","Gemma-SEA-LION v4 4B","zero-shot","red beans","2.0","100.0",,"50.0"
"200","50","Gemma-SEA-LION v4 4B","zero-shot","red beans","2.0","100.0",,"5.0"
"200","50","Gemma-SEA-LION v4 4B","zero-shot","red beans","2.0","100.0",,"20.0"
"200","50","Gemma-SEA-LION v4 4B","zero-shot","red beans","2.0","100.0",,"20.0"
"200","50","Gemma-SEA-LION v4 4B","zero-shot","red beans","2.0","100.0",,"100.0"
"200","50","Gemma-SEA-LION v4 4B","zero-shot","coconut milk","2.0","400.0","0.5","40.0"
"200","50","Gemma-SEA-LION v4 4B","zero-shot","coconut milk","2.0","400.0","3.0","15.0"
"200","50","Gemma-SEA-LION v4 4B","zero-shot","coconut milk","2.0","400.0",,"200.0"
"200","50","Gemma-SEA-LION v4 4B","zero-shot","coconut milk","2.0","400.0","1.0","15.0"
"200","50","Gemma-SEA-LION v4 4B","zero-shot","coconut milk","2.0","400.0","0.5","7.5"
"200","50","Gemma-SEA-LION v4 4B","zero-shot","coconut milk","2.0","400.0",,"20.0"
"200","50","Gemma-SEA-LION v4 4B","zero-shot","coconut milk","2.0","400.0",,"5.0"
"200","50","Gemma-SEA-LION v4 4B","zero-shot","coconut milk","2.0","400.0",,"5.0"
"200","50","Gemma-SEA-LION v4 4B","zero-shot","coconut milk","2.0","400.0",,"50.0"
"200","50","Gemma-SEA-LION v4 4B","zero-shot","coconut milk","2.0","400.0",,"5.0"
"200","50","Gemma-SEA-LION v4 4B","zero-shot","coconut milk","2.0","400.0",,"20.0"
"200","50","Gemma-SEA-LION v4 4B","zero-shot","coconut milk","2.0","400.0",,"20.0"
"200","50","Gemma-SEA-LION v4 4B","zero-shot","coconut milk","2.0","400.0",,"100.0"
"202","2","MedGemma 4B","zero-shot","Rice","1.0","200.0","2.0","30.0"
"202","2","MedGemma 4B","zero-shot","Rice","1.0","200.0","1.0","15.0"
"202","2","MedGemma 4B","zero-shot","Rice","1.0","200.0",,"5.0"
"202","2","MedGemma 4B","zero-shot","Rice","1.0","200.0",,"150.0"
"202","2","MedGemma 4B","zero-shot","Rice","1.0","200.0",,"100.0"
"202","2","MedGemma 4B","zero-shot","Rice","1.0","200.0",,"200.0"
"202","2","MedGemma 4B","zero-shot","Rice","1.0","200.0",,"100.0"
"202","2","MedGemma 4B","zero-shot","Rice","1.0","200.0",,"20.0"
"202","2","MedGemma 4B","zero-shot","Rice","1.0","200.0",,"20.0"
"202","2","MedGemma 4B","zero-shot","Rice","1.0","200.0",,"20.0"
"202","2","MedGemma 4B","zero-shot","Rice","1.0","200.0",,"100.0"
"202","2","MedGemma 4B","zero-shot","Rice","1.0","200.0","1.0","50.0"
"202","2","MedGemma 4B","zero-shot","Rice","1.0","200.0",,"5.0"
"202","2","MedGemma 4B","zero-shot","Rice","1.0","200.0",,"20.0"
"202","2","MedGemma 4B","zero-shot","Coconut Milk","1.0","200.0","2.0","30.0"
"202","2","MedGemma 4B","zero-shot","Coconut Milk","1.0","200.0","1.0","15.0"
"202","2","MedGemma 4B","zero-shot","Coconut Milk","1.0","200.0",,"5.0"
"202","2","MedGemma 4B","zero-shot","Coconut Milk","1.0","200.0",,"150.0"
"202","2","MedGemma 4B","zero-shot","Coconut Milk","1.0","200.0",,"100.0"
"202","2","MedGemma 4B","zero-shot","Coconut Milk","1.0","200.0",,"200.0"
"202","2","MedGemma 4B","zero-shot","Coconut Milk","1.0","200.0",,"100.0"
"202","2","MedGemma 4B","zero-shot","Coconut Milk","1.0","200.0",,"20.0"
"202","2","MedGemma 4B","zero-shot","Coconut Milk","1.0","200.0",,"20.0"
"202","2","MedGemma 4B","zero-shot","Coconut Milk","1.0","200.0",,"20.0"
"202","2","MedGemma 4B","zero-shot","Coconut Milk","1.0","200.0",,"100.0"
"202","2","MedGemma 4B","zero-shot","Coconut Milk","1.0","200.0","1.0","50.0"
"202","2","MedGemma 4B","zero-shot","Coconut Milk","1.0","200.0",,"5.0"
"202","2","MedGemma 4B","zero-shot","Coconut Milk","1.0","200.0",,"20.0"
"202","2","MedGemma 4B","zero-shot","Coconut Leaves","1.0","50.0","2.0","30.0"
"202","2","MedGemma 4B","zero-shot","Coconut Leaves","1.0","50.0","1.0","15.0"
"202","2","MedGemma 4B","zero-shot","Coconut Leaves","1.0","50.0",,"5.0"
"202","2","MedGemma 4B","zero-shot","Coconut Leaves","1.0","50.0",,"150.0"
"202","2","MedGemma 4B","zero-shot","Coconut Leaves","1.0","50.0",,"100.0"
"202","2","MedGemma 4B","zero-shot","Coconut Leaves","1.0","50.0",,"200.0"
"202","2","MedGemma 4B","zero-shot","Coconut Leaves","1.0","50.0",,"100.0"
"202","2","MedGemma 4B","zero-shot","Coconut Leaves","1.0","50.0",,"20.0"
"202","2","MedGemma 4B","zero-shot","Coconut Leaves","1.0","50.0",,"20.0"
"202","2","MedGemma 4B","zero-shot","Coconut Leaves","1.0","50.0",,"20.0"
"202","2","MedGemma 4B","zero-shot","Coconut Leaves","1.0","50.0",,"100.0"
"202","2","MedGemma 4B","zero-shot","Coconut Leaves","1.0","50.0","1.0","50.0"
"202","2","MedGemma 4B","zero-shot","Coconut Leaves","1.0","50.0",,"5.0"
"202","2","MedGemma 4B","zero-shot","Coconut Leaves","1.0","50.0",,"20.0"
"202","2","MedGemma 4B","zero-shot","Palm Sugar","2.0","100.0","2.0","30.0"
"202","2","MedGemma 4B","zero-shot","Palm Sugar","2.0","100.0","1.0","15.0"
"202","2","MedGemma 4B","zero-shot","Palm Sugar","2.0","100.0",,"5.0"
"202","2","MedGemma 4B","zero-shot","Palm Sugar","2.0","100.0",,"150.0"
"202","2","MedGemma 4B","zero-shot","Palm Sugar","2.0","100.0",,"100.0"
"202","2","MedGemma 4B","zero-shot","Palm Sugar","2.0","100.0",,"200.0"
"202","2","MedGemma 4B","zero-shot","Palm Sugar","2.0","100.0",,"100.0"
"202","2","MedGemma 4B","zero-shot","Palm Sugar","2.0","100.0",,"20.0"
"202","2","MedGemma 4B","zero-shot","Palm Sugar","2.0","100.0",,"20.0"
"202","2","MedGemma 4B","zero-shot","Palm Sugar","2.0","100.0",,"20.0"
"202","2","MedGemma 4B","zero-shot","Palm Sugar","2.0","100.0",,"100.0"
"202","2","MedGemma 4B","zero-shot","Palm Sugar","2.0","100.0","1.0","50.0"
"202","2","MedGemma 4B","zero-shot","Palm Sugar","2.0","100.0",,"5.0"
"202","2","MedGemma 4B","zero-shot","Palm Sugar","2.0","100.0",,"20.0"
"202","2","MedGemma 4B","zero-shot","Salt","1.0","5.0","2.0","30.0"
"202","2","MedGemma 4B","zero-shot","Salt","1.0","5.0","1.0","15.0"
"202","2","MedGemma 4B","zero-shot","Salt","1.0","5.0",,"5.0"
"202","2","MedGemma 4B","zero-shot","Salt","1.0","5.0",,"150.0"
"202","2","MedGemma 4B","zero-shot","Salt","1.0","5.0",,"100.0"
"202","2","MedGemma 4B","zero-shot","Salt","1.0","5.0",,"200.0"
"202","2","MedGemma 4B","zero-shot","Salt","1.0","5.0",,"100.0"
"202","2","MedGemma 4B","zero-shot","Salt","1.0","5.0",,"20.0"
"202","2","MedGemma 4B","zero-shot","Salt","1.0","5.0",,"20.0"
"202","2","MedGemma 4B","zero-shot","Salt","1.0","5.0",,"20.0"
"202","2","MedGemma 4B","zero-shot","Salt","1.0","5.0",,"100.0"
"202","2","MedGemma 4B","zero-shot","Salt","1.0","5.0","1.0","50.0"
"202","2","MedGemma 4B","zero-shot","Salt","1.0","5.0",,"5.0"
"202","2","MedGemma 4B","zero-shot","Salt","1.0","5.0",,"20.0"
"202","2","MedGemma 4B","zero-shot","Eggs","2.0","100.0","2.0","30.0"
"202","2","MedGemma 4B","zero-shot","Eggs","2.0","100.0","1.0","15.0"
"202","2","MedGemma 4B","zero-shot","Eggs","2.0","100.0",,"5.0"
"202","2","MedGemma 4B","zero-shot","Eggs","2.0","100.0",,"150.0"
"202","2","MedGemma 4B","zero-shot","Eggs","2.0","100.0",,"100.0"
"202","2","MedGemma 4B","zero-shot","Eggs","2.0","100.0",,"200.0"
"202","2","MedGemma 4B","zero-shot","Eggs","2.0","100.0",,"100.0"
"202","2","MedGemma 4B","zero-shot","Eggs","2.0","100.0",,"20.0"
"202","2","MedGemma 4B","zero-shot","Eggs","2.0","100.0",,"20.0"
"202","2","MedGemma 4B","zero-shot","Eggs","2.0","100.0",,"20.0"
"202","2","MedGemma 4B","zero-shot","Eggs","2.0","100.0",,"100.0"
"202","2","MedGemma 4B","zero-shot","Eggs","2.0","100.0","1.0","50.0"
"202","2","MedGemma 4B","zero-shot","Eggs","2.0","100.0",,"5.0"
"202","2","MedGemma 4B","zero-shot","Eggs","2.0","100.0",,"20.0"
"202","2","MedGemma 4B","zero-shot","Dried Anchovies","1.0","50.0","2.0","30.0"
"202","2","MedGemma 4B","zero-shot","Dried Anchovies","1.0","50.0","1.0","15.0"
"202","2","MedGemma 4B","zero-shot","Dried Anchovies","1.0","50.0",,"5.0"
"202","2","MedGemma 4B","zero-shot","Dried Anchovies","1.0","50.0",,"150.0"
"202","2","MedGemma 4B","zero-shot","Dried Anchovies","1.0","50.0",,"100.0"
"202","2","MedGemma 4B","zero-shot","Dried Anchovies","1.0","50.0",,"200.0"
"202","2","MedGemma 4B","zero-shot","Dried Anchovies","1.0","50.0",,"100.0"
"202","2","MedGemma 4B","zero-shot","Dried Anchovies","1.0","50.0",,"20.0"
"202","2","MedGemma 4B","zero-shot","Dried Anchovies","1.0","50.0",,"20.0"
"202","2","MedGemma 4B","zero-shot","Dried Anchovies","1.0","50.0",,"20.0"
"202","2","MedGemma 4B","zero-shot","Dried Anchovies","1.0","50.0",,"100.0"
"202","2","MedGemma 4B","zero-shot","Dried Anchovies","1.0","50.0","1.0","50.0"
"202","2","MedGemma 4B","zero-shot","Dried Anchovies","1.0","50.0",,"5.0"
"202","2","MedGemma 4B","zero-shot","Dried Anchovies","1.0","50.0",,"20.0"
"202","2","MedGemma 4B","zero-shot","Raisins","2.0","50.0","2.0","30.0"
"202","2","MedGemma 4B","zero-shot","Raisins","2.0","50.0","1.0","15.0"
"202","2","MedGemma 4B","zero-shot","Raisins","2.0","50.0",,"5.0"
"202","2","MedGemma 4B","zero-shot","Raisins","2.0","50.0",,"150.0"
"202","2","MedGemma 4B","zero-shot","Raisins","2.0","50.0",,"100.0"
"202","2","MedGemma 4B","zero-shot","Raisins","2.0","50.0",,"200.0"
"202","2","MedGemma 4B","zero-shot","Raisins","2.0","50.0",,"100.0"
"202","2","MedGemma 4B","zero-shot","Raisins","2.0","50.0",,"20.0"
"202","2","MedGemma 4B","zero-shot","Raisins","2.0","50.0",,"20.0"
"202","2","MedGemma 4B","zero-shot","Raisins","2.0","50.0",,"20.0"
"202","2","MedGemma 4B","zero-shot","Raisins","2.0","50.0",,"100.0"
"202","2","MedGemma 4B","zero-shot","Raisins","2.0","50.0","1.0","50.0"
"202","2","MedGemma 4B","zero-shot","Raisins","2.0","50.0",,"5.0"
"202","2","MedGemma 4B","zero-shot","Raisins","2.0","50.0",,"20.0"
"202","2","MedGemma 4B","zero-shot","Shrimp Paste","1.0","5.0","2.0","30.0"
"202","2","MedGemma 4B","zero-shot","Shrimp Paste","1.0","5.0","1.0","15.0"
"202","2","MedGemma 4B","zero-shot","Shrimp Paste","1.0","5.0",,"5.0"
"202","2","MedGemma 4B","zero-shot","Shrimp Paste","1.0","5.0",,"150.0"
"202","2","MedGemma 4B","zero-shot","Shrimp Paste","1.0","5.0",,"100.0"
"202","2","MedGemma 4B","zero-shot","Shrimp Paste","1.0","5.0",,"200.0"
"202","2","MedGemma 4B","zero-shot","Shrimp Paste","1.0","5.0",,"100.0"
"202","2","MedGemma 4B","zero-shot","Shrimp Paste","1.0","5.0",,"20.0"
"202","2","MedGemma 4B","zero-shot","Shrimp Paste","1.0","5.0",,"20.0"
"202","2","MedGemma 4B","zero-shot","Shrimp Paste","1.0","5.0",,"20.0"
"202","2","MedGemma 4B","zero-shot","Shrimp Paste","1.0","5.0",,"100.0"
"202","2","MedGemma 4B","zero-shot","Shrimp Paste","1.0","5.0","1.0","50.0"
"202","2","MedGemma 4B","zero-shot","Shrimp Paste","1.0","5.0",,"5.0"
"202","2","MedGemma 4B","zero-shot","Shrimp Paste","1.0","5.0",,"20.0"
"202","2","MedGemma 4B","zero-shot","Lemongrass","1.0","50.0","2.0","30.0"
"202","2","MedGemma 4B","zero-shot","Lemongrass","1.0","50.0","1.0","15.0"
"202","2","MedGemma 4B","zero-shot","Lemongrass","1.0","50.0",,"5.0"
"202","2","MedGemma 4B","zero-shot","Lemongrass","1.0","50.0",,"150.0"
"202","2","MedGemma 4B","zero-shot","Lemongrass","1.0","50.0",,"100.0"
"202","2","MedGemma 4B","zero-shot","Lemongrass","1.0","50.0",,"200.0"
"202","2","MedGemma 4B","zero-shot","Lemongrass","1.0","50.0",,"100.0"
"202","2","MedGemma 4B","zero-shot","Lemongrass","1.0","50.0",,"20.0"
"202","2","MedGemma 4B","zero-shot","Lemongrass","1.0","50.0",,"20.0"
"202","2","MedGemma 4B","zero-shot","Lemongrass","1.0","50.0",,"20.0"
"202","2","MedGemma 4B","zero-shot","Lemongrass","1.0","50.0",,"100.0"
"202","2","MedGemma 4B","zero-shot","Lemongrass","1.0","50.0","1.0","50.0"
"202","2","MedGemma 4B","zero-shot","Lemongrass","1.0","50.0",,"5.0"
"202","2","MedGemma 4B","zero-shot","Lemongrass","1.0","50.0",,"20.0"
"202","2","MedGemma 4B","zero-shot","Kantan Flower","2.0","50.0","2.0","30.0"
"202","2","MedGemma 4B","zero-shot","Kantan Flower","2.0","50.0","1.0","15.0"
"202","2","MedGemma 4B","zero-shot","Kantan Flower","2.0","50.0",,"5.0"
"202","2","MedGemma 4B","zero-shot","Kantan Flower","2.0","50.0",,"150.0"
"202","2","MedGemma 4B","zero-shot","Kantan Flower","2.0","50.0",,"100.0"
"202","2","MedGemma 4B","zero-shot","Kantan Flower","2.0","50.0",,"200.0"
"202","2","MedGemma 4B","zero-shot","Kantan Flower","2.0","50.0",,"100.0"
"202","2","MedGemma 4B","zero-shot","Kantan Flower","2.0","50.0",,"20.0"
"202","2","MedGemma 4B","zero-shot","Kantan Flower","2.0","50.0",,"20.0"
"202","2","MedGemma 4B","zero-shot","Kantan Flower","2.0","50.0",,"20.0"
"202","2","MedGemma 4B","zero-shot","Kantan Flower","2.0","50.0",,"100.0"
"202","2","MedGemma 4B","zero-shot","Kantan Flower","2.0","50.0","1.0","50.0"
"202","2","MedGemma 4B","zero-shot","Kantan Flower","2.0","50.0",,"5.0"
"202","2","MedGemma 4B","zero-shot","Kantan Flower","2.0","50.0",,"20.0"
"203","3","MedGemma 4B","zero-shot","Rice","2.0","300.0",,"200.0"
"203","3","MedGemma 4B","zero-shot","Rice","2.0","300.0",,"20.0"
"203","3","MedGemma 4B","zero-shot","Rice","2.0","300.0",,"100.0"
"203","3","MedGemma 4B","zero-shot","Rice","2.0","300.0",,"200.0"
"203","3","MedGemma 4B","zero-shot","Rice","2.0","300.0",,"100.0"
"203","3","MedGemma 4B","zero-shot","Rice","2.0","300.0",,"100.0"
"203","3","MedGemma 4B","zero-shot","Rice","2.0","300.0","4.5","67.5"
"203","3","MedGemma 4B","zero-shot","Rice","2.0","300.0",,"5.0"
"203","3","MedGemma 4B","zero-shot","Rice","2.0","300.0",,"5.0"
"203","3","MedGemma 4B","zero-shot","Rice","2.0","300.0",,"5.0"
"203","3","MedGemma 4B","zero-shot","Rice","2.0","300.0","2.0","30.0"
"203","3","MedGemma 4B","zero-shot","Rice","2.0","300.0","2.0","10.0"
"203","3","MedGemma 4B","zero-shot","Rice","2.0","300.0","1.0","240.0"
"203","3","MedGemma 4B","zero-shot","Rice","2.0","300.0","1.0","5.0"
"203","3","MedGemma 4B","zero-shot","Rice","2.0","300.0",,"5.0"
"203","3","MedGemma 4B","zero-shot","Rice","2.0","300.0",,"5.0"
"203","3","MedGemma 4B","zero-shot","Rice","2.0","300.0",,"5.0"
"203","3","MedGemma 4B","zero-shot","Rice","2.0","300.0","3.0","450.0"
"203","3","MedGemma 4B","zero-shot","Rice","2.0","300.0","0.33","79.2"
"203","3","MedGemma 4B","zero-shot","Coconut Milk","1.0","200.0",,"200.0"
"203","3","MedGemma 4B","zero-shot","Coconut Milk","1.0","200.0",,"20.0"
"203","3","MedGemma 4B","zero-shot","Coconut Milk","1.0","200.0",,"100.0"
"203","3","MedGemma 4B","zero-shot","Coconut Milk","1.0","200.0",,"200.0"
"203","3","MedGemma 4B","zero-shot","Coconut Milk","1.0","200.0",,"100.0"
"203","3","MedGemma 4B","zero-shot","Coconut Milk","1.0","200.0",,"100.0"
"203","3","MedGemma 4B","zero-shot","Coconut Milk","1.0","200.0","4.5","67.5"
"203","3","MedGemma 4B","zero-shot","Coconut Milk","1.0","200.0",,"5.0"
"203","3","MedGemma 4B","zero-shot","Coconut Milk","1.0","200.0",,"5.0"
"203","3","MedGemma 4B","zero-shot","Coconut Milk","1.0","200.0",,"5.0"
"203","3","MedGemma 4B","zero-shot","Coconut Milk","1.0","200.0","2.0","30.0"
"203","3","MedGemma 4B","zero-shot","Coconut Milk","1.0","200.0","2.0","10.0"
"203","3","MedGemma 4B","zero-shot","Coconut Milk","1.0","200.0","1.0","240.0"
"203","3","MedGemma 4B","zero-shot","Coconut Milk","1.0","200.0","1.0","5.0"
"203","3","MedGemma 4B","zero-shot","Coconut Milk","1.0","200.0",,"5.0"
"203","3","MedGemma 4B","zero-shot","Coconut Milk","1.0","200.0",,"5.0"
"203","3","MedGemma 4B","zero-shot","Coconut Milk","1.0","200.0",,"5.0"
"203","3","MedGemma 4B","zero-shot","Coconut Milk","1.0","200.0","3.0","450.0"
"203","3","MedGemma 4B","zero-shot","Coconut Milk","1.0","200.0","0.33","79.2"
"203","3","MedGemma 4B","zero-shot","Egg","4.0","100.0",,"200.0"
"203","3","MedGemma 4B","zero-shot","Egg","4.0","100.0",,"20.0"
"203","3","MedGemma 4B","zero-shot","Egg","4.0","100.0",,"100.0"
"203","3","MedGemma 4B","zero-shot","Egg","4.0","100.0",,"200.0"
"203","3","MedGemma 4B","zero-shot","Egg","4.0","100.0",,"100.0"
"203","3","MedGemma 4B","zero-shot","Egg","4.0","100.0",,"100.0"
"203","3","MedGemma 4B","zero-shot","Egg","4.0","100.0","4.5","67.5"
"203","3","MedGemma 4B","zero-shot","Egg","4.0","100.0",,"5.0"
"203","3","MedGemma 4B","zero-shot","Egg","4.0","100.0",,"5.0"
"203","3","MedGemma 4B","zero-shot","Egg","4.0","100.0",,"5.0"
"203","3","MedGemma 4B","zero-shot","Egg","4.0","100.0","2.0","30.0"
"203","3","MedGemma 4B","zero-shot","Egg","4.0","100.0","2.0","10.0"
"203","3","MedGemma 4B","zero-shot","Egg","4.0","100.0","1.0","240.0"
"203","3","MedGemma 4B","zero-shot","Egg","4.0","100.0","1.0","5.0"
"203","3","MedGemma 4B","zero-shot","Egg","4.0","100.0",,"5.0"
"203","3","MedGemma 4B","zero-shot","Egg","4.0","100.0",,"5.0"
"203","3","MedGemma 4B","zero-shot","Egg","4.0","100.0",,"5.0"
"203","3","MedGemma 4B","zero-shot","Egg","4.0","100.0","3.0","450.0"
"203","3","MedGemma 4B","zero-shot","Egg","4.0","100.0","0.33","79.2"
