experiment_id,transcript_id,model_name,technique_name,name_en,calories,protein_g,total_fat_g,total_carbohydrate_g,calories,protein_g,total_fat_g,total_carbohydrate_g
"289","39","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","40.0","2.0","0.0","6.0"
"289","39","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","7.6","0.2","0.0","1.6"
"289","39","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","2.7","0.4","0.0","0.2"
"290","40","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","26.0","0.5","0.1","5.6"
"290","40","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","132.6","0.0","15.0","0.0"
"290","40","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","22.3","1.0","0.1","5.0"
"290","40","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","6.4","0.4","0.0","1.5"
"290","40","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","44.2","0.0","5.0","0.0"
"290","40","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"290","40","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","99.0","24.0","0.3","0.2"
"290","40","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","7.6","0.2","0.0","1.6"
"290","40","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","143.0","12.6","9.5","0.7"
"290","40","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","14.8","0.5","0.1","3.4"
"290","40","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"290","40","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","65.0","2.5","0.5","14.0"
"290","40","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","16.8","0.2","0.0","3.9"
"290","40","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","4.3","0.2","0.0","0.9"
"290","40","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","13.7","0.1","0.0","3.3"
"290","40","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","7.5","0.2","0.0","1.7"
"290","40","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","1.8","0.3","0.0","0.2"
"290","40","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","50.2","2.1","0.7","12.8"
"290","40","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","14.4","0.5","0.0","3.4"
"290","40","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","29.8","1.3","0.1","6.6"
"290","40","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"290","40","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","4.0","0.2","0.0","0.9"
"291","41","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","38.4","4.1","2.2","1.9"
"291","41","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","18.0","0.6","0.0","4.2"
"291","41","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","29.8","1.3","0.1","6.6"
"291","41","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","44.7","1.9","2.7","8.2"
"291","41","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"291","41","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","114.3","0.1","0.0","27.4"
"291","41","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","13.4","0.7","0.2","2.0"
"291","41","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"291","41","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","10.0","0.5","0.0","1.5"
"291","41","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","132.6","0.0","15.0","0.0"
"292","42","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","577.5","15.0","0.8","131.2"
"292","42","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","171.5","0.1","0.0","41.1"
"293","43","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","18.0","0.9","0.2","4.0"
"293","43","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","12.0","0.6","0.1","2.6"
"293","43","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","29.8","1.3","0.1","6.6"
"293","43","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","32.0","0.9","0.1","7.4"
"293","43","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","42.0","5.8","1.9","0.0"
"293","43","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"293","43","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","10.0","0.5","0.0","1.5"
"293","43","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","19.4","0.0","0.0","5.0"
"293","43","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","132.6","0.0","15.0","0.0"
"294","44","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","215.1","0.2","24.3","0.0"
"294","44","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","44.2","0.0","5.0","0.0"
"294","44","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","16.0","0.4","0.0","3.7"
"294","44","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","29.8","1.3","0.1","6.6"
"294","44","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","20.4","1.3","0.3","4.1"
"294","44","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","54.6","1.5","0.1","11.4"
"294","44","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"294","44","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","146.4","7.7","7.9","11.5"
"294","44","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","50.2","2.1","0.7","12.8"
"294","44","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","14.6","1.3","0.3","2.5"
"294","44","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","0.3","0.0","0.0","0.0"
"294","44","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"294","44","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","143.4","0.2","16.2","0.0"
"294","44","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","22.3","1.0","0.1","5.0"
"294","44","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","19.4","0.0","0.0","5.0"
"294","44","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","14.6","1.3","0.3","2.5"
"294","44","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","132.5","4.5","1.6","24.5"
"295","45","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","220.8","7.2","3.4","40.0"
"295","45","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","29.8","1.3","0.1","6.6"
"295","45","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","16.0","0.4","0.2","3.6"
"295","45","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","33.0","6.2","0.7","0.0"
"295","45","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","15.3","0.4","0.1","3.3"
"295","45","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","13.7","0.1","0.0","3.3"
"295","45","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","7.5","0.2","0.0","1.7"
"295","45","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","44.2","0.0","5.0","0.0"
"295","45","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"295","45","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","160.0","4.0","4.0","24.0"
"295","45","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","41.0","0.9","0.2","9.6"
"295","45","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","5.4","0.6","0.1","0.9"
"295","45","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.5"
"295","45","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","143.0","12.6","9.5","0.7"
"296","46","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","855.0","14.8","85.5","10.2"
"296","46","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","240.8","5.9","6.5","40.8"
"296","46","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","61.0","3.2","3.3","4.8"
"296","46","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","225.0","3.0","10.0","32.5"
"296","46","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","240.0","2.5","11.0","34.0"
"297","47","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","36.0","1.7","0.4","7.9"
"297","47","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","37.2","1.6","0.1","8.3"
"297","47","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","32.0","0.9","0.1","7.4"
"297","47","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","35.4","0.8","1.0","6.5"
"297","47","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","8.0","0.2","0.1","1.8"
"297","47","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","3.6","0.2","0.0","0.8"
"297","47","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"297","47","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","50.0","9.0","0.5","1.0"
"297","47","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"297","47","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","132.6","0.0","15.0","0.0"
"297","47","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","44.6","0.5","0.2","11.4"
"297","47","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","16.2","1.2","0.3","2.9"
"297","47","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","1.5","0.2","0.0","0.2"
"297","47","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","180.0","40.0","2.0","0.0"
"297","47","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","35.9","0.4","0.1","9.4"
"297","47","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","12.6","0.5","0.2","3.2"
"297","47","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","6.6","0.4","0.0","1.5"
"297","47","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","18.0","0.9","0.2","3.9"
"297","47","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"297","47","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","10.0","0.5","0.0","1.5"
"298","48","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","143.0","12.6","9.5","0.7"
"298","48","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","408.0","2.4","43.3","3.4"
"298","48","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","174.2","0.0","0.0","45.0"
"298","48","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","14.4","0.0","0.0","0.6"
"299","49","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","58.0","1.6","0.3","11.6"
"299","49","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","572.0","80.0","24.0","0.0"
"299","49","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","29.8","1.3","0.1","6.6"
"299","49","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","7.6","0.2","0.0","1.6"
"299","49","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","12.6","0.5","0.2","3.2"
"299","49","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","132.6","0.0","15.0","0.0"
"299","49","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","199.2","0.4","0.1","49.0"
"299","49","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","71.5","6.3","4.8","0.3"
"299","49","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","1.6","0.1","0.0","0.4"
"299","49","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"299","49","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","10.0","0.5","0.0","1.5"
"299","49","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","150.0","11.1","11.2","1.1"
"299","49","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"300","50","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","16.0","0.4","0.0","3.7"
"300","50","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","22.3","1.0","0.1","5.0"
"300","50","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","500.0","52.0","30.0","0.0"
"300","50","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","48.8","2.1","2.1","8.7"
"300","50","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","21.1","1.0","1.1","3.7"
"300","50","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","4.4","0.6","0.1","0.7"
"300","50","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"300","50","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","10.0","0.5","0.0","1.5"
"300","50","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","201.5","12.4","16.6","0.7"
"300","50","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","34.0","0.1","3.8","0.0"
"300","50","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","58.0","1.6","0.3","11.6"
"300","50","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","72.8","2.1","0.2","15.3"
"300","50","Llama 3.2 3B Instruct","few-shot","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"301","1","Phi-4-mini 3.8B Instruct","few-shot","","0.0","6.5","0.0","0.0","1254.0","21.0","24.0","234.0"
"301","1","Phi-4-mini 3.8B Instruct","few-shot","","0.0","6.5","0.0","0.0","912.0","12.0","7.2","192.0"
"301","1","Phi-4-mini 3.8B Instruct","few-shot","","0.0","6.5","0.0","0.0","273.6","24.0","16.8","69.6"
"301","1","Phi-4-mini 3.8B Instruct","few-shot","","0.0","6.5","0.0","0.0","0.0","0.0","0.0","0.0"
"301","1","Phi-4-mini 3.8B Instruct","few-shot","","0.0","6.5","0.0","0.0","1792.5","2.0","202.8","0.2"
"301","1","Phi-4-mini 3.8B Instruct","few-shot","","0.0","6.5","0.0","0.0","385.2","9.5","10.4","65.3"
"301","1","Phi-4-mini 3.8B Instruct","few-shot","","0.0","6.5","0.0","0.0","115.8","4.2","10.0","4.3"
"301","1","Phi-4-mini 3.8B Instruct","few-shot","","0.0","6.5","0.0","0.0","1078.0","11.8","64.2","118.4"
"301","1","Phi-4-mini 3.8B Instruct","few-shot","","0.0","6.5","0.0","0.0","1070.0","12.0","60.0","120.0"
"305","5","Phi-4-mini 3.8B Instruct","few-shot","cooking oil","248.0","0.0","28.0","0.0","54.2","3.4","4.0","1.8"
"305","5","Phi-4-mini 3.8B Instruct","few-shot","cooking oil","248.0","0.0","28.0","0.0","1195.2","2.2","0.4","294.1"
"305","5","Phi-4-mini 3.8B Instruct","few-shot","cooking oil","248.0","0.0","28.0","0.0","109.2","3.1","0.3","22.9"
"305","5","Phi-4-mini 3.8B Instruct","few-shot","cooking oil","248.0","0.0","28.0","0.0","6.4","0.4","0.0","1.5"
"305","5","Phi-4-mini 3.8B Instruct","few-shot","cooking oil","248.0","0.0","28.0","0.0","8.0","0.4","0.1","1.8"
"305","5","Phi-4-mini 3.8B Instruct","few-shot","cooking oil","248.0","0.0","28.0","0.0","14.4","0.5","0.0","3.4"
"305","5","Phi-4-mini 3.8B Instruct","few-shot","cooking oil","248.0","0.0","28.0","0.0","0.0","0.0","0.0","0.0"
"305","5","Phi-4-mini 3.8B Instruct","few-shot","cooking oil","248.0","0.0","28.0","0.0","10.0","0.5","0.0","1.5"
"305","5","Phi-4-mini 3.8B Instruct","few-shot","cooking oil","248.0","0.0","28.0","0.0","16.6","0.8","0.0","3.6"
"305","5","Phi-4-mini 3.8B Instruct","few-shot","cooking oil","248.0","0.0","28.0","0.0","0.0","0.0","0.0","0.0"
"305","5","Phi-4-mini 3.8B Instruct","few-shot","cooking oil","248.0","0.0","28.0","0.0","0.0","0.0","0.0","0.0"
"305","5","Phi-4-mini 3.8B Instruct","few-shot","cooking oil","248.0","0.0","28.0","0.0","16.8","0.2","0.0","3.9"
"305","5","Phi-4-mini 3.8B Instruct","few-shot","egg","143.0","12.6","9.5","0.7","54.2","3.4","4.0","1.8"
"305","5","Phi-4-mini 3.8B Instruct","few-shot","egg","143.0","12.6","9.5","0.7","1195.2","2.2","0.4","294.1"
"305","5","Phi-4-mini 3.8B Instruct","few-shot","egg","143.0","12.6","9.5","0.7","109.2","3.1","0.3","22.9"
"305","5","Phi-4-mini 3.8B Instruct","few-shot","egg","143.0","12.6","9.5","0.7","6.4","0.4","0.0","1.5"
"305","5","Phi-4-mini 3.8B Instruct","few-shot","egg","143.0","12.6","9.5","0.7","8.0","0.4","0.1","1.8"
"305","5","Phi-4-mini 3.8B Instruct","few-shot","egg","143.0","12.6","9.5","0.7","14.4","0.5","0.0","3.4"
"305","5","Phi-4-mini 3.8B Instruct","few-shot","egg","143.0","12.6","9.5","0.7","0.0","0.0","0.0","0.0"
"305","5","Phi-4-mini 3.8B Instruct","few-shot","egg","143.0","12.6","9.5","0.7","10.0","0.5","0.0","1.5"
"305","5","Phi-4-mini 3.8B Instruct","few-shot","egg","143.0","12.6","9.5","0.7","16.6","0.8","0.0","3.6"
"305","5","Phi-4-mini 3.8B Instruct","few-shot","egg","143.0","12.6","9.5","0.7","0.0","0.0","0.0","0.0"
"305","5","Phi-4-mini 3.8B Instruct","few-shot","egg","143.0","12.6","9.5","0.7","0.0","0.0","0.0","0.0"
"305","5","Phi-4-mini 3.8B Instruct","few-shot","egg","143.0","12.6","9.5","0.7","16.8","0.2","0.0","3.9"
"305","5","Phi-4-mini 3.8B Instruct","few-shot","salt","0.0","0.0","0.0","0.0","54.2","3.4","4.0","1.8"
"305","5","Phi-4-mini 3.8B Instruct","few-shot","salt","0.0","0.0","0.0","0.0","1195.2","2.2","0.4","294.1"
"305","5","Phi-4-mini 3.8B Instruct","few-shot","salt","0.0","0.0","0.0","0.0","109.2","3.1","0.3","22.9"
"305","5","Phi-4-mini 3.8B Instruct","few-shot","salt","0.0","0.0","0.0","0.0","6.4","0.4","0.0","1.5"
"305","5","Phi-4-mini 3.8B Instruct","few-shot","salt","0.0","0.0","0.0","0.0","8.0","0.4","0.1","1.8"
"305","5","Phi-4-mini 3.8B Instruct","few-shot","salt","0.0","0.0","0.0","0.0","14.4","0.5","0.0","3.4"
"305","5","Phi-4-mini 3.8B Instruct","few-shot","salt","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"305","5","Phi-4-mini 3.8B Instruct","few-shot","salt","0.0","0.0","0.0","0.0","10.0","0.5","0.0","1.5"
"305","5","Phi-4-mini 3.8B Instruct","few-shot","salt","0.0","0.0","0.0","0.0","16.6","0.8","0.0","3.6"
"305","5","Phi-4-mini 3.8B Instruct","few-shot","salt","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"305","5","Phi-4-mini 3.8B Instruct","few-shot","salt","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"305","5","Phi-4-mini 3.8B Instruct","few-shot","salt","0.0","0.0","0.0","0.0","16.8","0.2","0.0","3.9"
"306","6","Phi-4-mini 3.8B Instruct","few-shot","cooking oil","248.0","0.0","28.0","0.0","17.8","0.2","0.1","4.6"
"306","6","Phi-4-mini 3.8B Instruct","few-shot","cooking oil","248.0","0.0","28.0","0.0","215.1","0.2","24.3","0.0"
"306","6","Phi-4-mini 3.8B Instruct","few-shot","cooking oil","248.0","0.0","28.0","0.0","107.5","0.1","12.2","0.0"
"306","6","Phi-4-mini 3.8B Instruct","few-shot","cooking oil","248.0","0.0","28.0","0.0","0.0","0.0","0.0","0.0"
"306","6","Phi-4-mini 3.8B Instruct","few-shot","cooking oil","248.0","0.0","28.0","0.0","114.9","0.0","0.0","29.4"
"306","6","Phi-4-mini 3.8B Instruct","few-shot","cooking oil","248.0","0.0","28.0","0.0","156.0","1.6","16.9","2.2"
"306","6","Phi-4-mini 3.8B Instruct","few-shot","cooking oil","248.0","0.0","28.0","0.0","12.0","0.0","0.0","3.0"
"306","6","Phi-4-mini 3.8B Instruct","few-shot","cooking oil","248.0","0.0","28.0","0.0","0.0","0.0","0.0","0.0"
"306","6","Phi-4-mini 3.8B Instruct","few-shot","egg","143.0","12.6","9.5","0.7","17.8","0.2","0.1","4.6"
"306","6","Phi-4-mini 3.8B Instruct","few-shot","egg","143.0","12.6","9.5","0.7","215.1","0.2","24.3","0.0"
"306","6","Phi-4-mini 3.8B Instruct","few-shot","egg","143.0","12.6","9.5","0.7","107.5","0.1","12.2","0.0"
"306","6","Phi-4-mini 3.8B Instruct","few-shot","egg","143.0","12.6","9.5","0.7","0.0","0.0","0.0","0.0"
"306","6","Phi-4-mini 3.8B Instruct","few-shot","egg","143.0","12.6","9.5","0.7","114.9","0.0","0.0","29.4"
"306","6","Phi-4-mini 3.8B Instruct","few-shot","egg","143.0","12.6","9.5","0.7","156.0","1.6","16.9","2.2"
"306","6","Phi-4-mini 3.8B Instruct","few-shot","egg","143.0","12.6","9.5","0.7","12.0","0.0","0.0","3.0"
"306","6","Phi-4-mini 3.8B Instruct","few-shot","egg","143.0","12.6","9.5","0.7","0.0","0.0","0.0","0.0"
"306","6","Phi-4-mini 3.8B Instruct","few-shot","salt","0.0","0.0","0.0","0.0","17.8","0.2","0.1","4.6"
"306","6","Phi-4-mini 3.8B Instruct","few-shot","salt","0.0","0.0","0.0","0.0","215.1","0.2","24.3","0.0"
"306","6","Phi-4-mini 3.8B Instruct","few-shot","salt","0.0","0.0","0.0","0.0","107.5","0.1","12.2","0.0"
"306","6","Phi-4-mini 3.8B Instruct","few-shot","salt","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"306","6","Phi-4-mini 3.8B Instruct","few-shot","salt","0.0","0.0","0.0","0.0","114.9","0.0","0.0","29.4"
"306","6","Phi-4-mini 3.8B Instruct","few-shot","salt","0.0","0.0","0.0","0.0","156.0","1.6","16.9","2.2"
"306","6","Phi-4-mini 3.8B Instruct","few-shot","salt","0.0","0.0","0.0","0.0","12.0","0.0","0.0","3.0"
"306","6","Phi-4-mini 3.8B Instruct","few-shot","salt","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"310","10","Phi-4-mini 3.8B Instruct","few-shot","cooking oil","248.0","0.0","28.0","0.0","238.0","33.8","7.8","1.4"
"310","10","Phi-4-mini 3.8B Instruct","few-shot","cooking oil","248.0","0.0","28.0","0.0","44.7","1.9","2.7","8.2"
"310","10","Phi-4-mini 3.8B Instruct","few-shot","cooking oil","248.0","0.0","28.0","0.0","0.0","0.0","0.0","0.0"
"310","10","Phi-4-mini 3.8B Instruct","few-shot","cooking oil","248.0","0.0","28.0","0.0","77.0","2.0","0.1","17.5"
"310","10","Phi-4-mini 3.8B Instruct","few-shot","cooking oil","248.0","0.0","28.0","0.0","0.0","0.0","0.0","0.0"
"310","10","Phi-4-mini 3.8B Instruct","few-shot","cooking oil","248.0","0.0","28.0","0.0","0.0","0.0","0.0","0.0"
"310","10","Phi-4-mini 3.8B Instruct","few-shot","cooking oil","248.0","0.0","28.0","0.0","16.0","0.4","0.2","3.6"
"310","10","Phi-4-mini 3.8B Instruct","few-shot","cooking oil","248.0","0.0","28.0","0.0","22.3","1.0","0.1","5.0"
"310","10","Phi-4-mini 3.8B Instruct","few-shot","cooking oil","248.0","0.0","28.0","0.0","22.9","0.6","0.1","4.9"
"310","10","Phi-4-mini 3.8B Instruct","few-shot","cooking oil","248.0","0.0","28.0","0.0","16.8","0.2","0.0","3.9"
"310","10","Phi-4-mini 3.8B Instruct","few-shot","cooking oil","248.0","0.0","28.0","0.0","14.4","0.5","0.0","3.4"
"310","10","Phi-4-mini 3.8B Instruct","few-shot","cooking oil","248.0","0.0","28.0","0.0","9.4","0.6","0.1","1.7"
"310","10","Phi-4-mini 3.8B Instruct","few-shot","cooking oil","248.0","0.0","28.0","0.0","8.0","0.4","0.1","1.8"
"310","10","Phi-4-mini 3.8B Instruct","few-shot","egg","143.0","12.6","9.5","0.7","238.0","33.8","7.8","1.4"
"310","10","Phi-4-mini 3.8B Instruct","few-shot","egg","143.0","12.6","9.5","0.7","44.7","1.9","2.7","8.2"
"310","10","Phi-4-mini 3.8B Instruct","few-shot","egg","143.0","12.6","9.5","0.7","0.0","0.0","0.0","0.0"
"310","10","Phi-4-mini 3.8B Instruct","few-shot","egg","143.0","12.6","9.5","0.7","77.0","2.0","0.1","17.5"
"310","10","Phi-4-mini 3.8B Instruct","few-shot","egg","143.0","12.6","9.5","0.7","0.0","0.0","0.0","0.0"
"310","10","Phi-4-mini 3.8B Instruct","few-shot","egg","143.0","12.6","9.5","0.7","0.0","0.0","0.0","0.0"
"310","10","Phi-4-mini 3.8B Instruct","few-shot","egg","143.0","12.6","9.5","0.7","16.0","0.4","0.2","3.6"
"310","10","Phi-4-mini 3.8B Instruct","few-shot","egg","143.0","12.6","9.5","0.7","22.3","1.0","0.1","5.0"
"310","10","Phi-4-mini 3.8B Instruct","few-shot","egg","143.0","12.6","9.5","0.7","22.9","0.6","0.1","4.9"
"310","10","Phi-4-mini 3.8B Instruct","few-shot","egg","143.0","12.6","9.5","0.7","16.8","0.2","0.0","3.9"
"310","10","Phi-4-mini 3.8B Instruct","few-shot","egg","143.0","12.6","9.5","0.7","14.4","0.5","0.0","3.4"
"310","10","Phi-4-mini 3.8B Instruct","few-shot","egg","143.0","12.6","9.5","0.7","9.4","0.6","0.1","1.7"
